year,site,nest,easting,northing,found_date,laying_date,end_date,fate,no_chicks,clutch_size,length1,width1,float1,length2,width2,float2,length3,width3,float3,observer,comments,,,,,north-west,north-east
2007,A,125,301214,2645120,611,603,628,HATCH,2,3,31.9,22.9,D,30,23.6,C,31.7,23,B,LL,ONE FLOODED,,,,,,
2007,A,126,301299,2645120,612,,619,PREDATED,0,3,30.8,22.5,F,29.7,22.3,F,29.8,22.6,F,LL,,,,,,,
2007,A,127,301281,2645172,612,607,702,HATCH,2,3,30.2,22.6,B,31.8,22.4,B,30.2,22.6,C,LL,,,,,,,
2007,A,128,301267,2645294,612,601,626,HATCH,3,3,31.1,22.4,D,31,22.7,D,29.6,22.9,C,LL,,,,,,,
2007,A,129,300972,2645375,612,610,625,PREDATED,0,2,31.2,22.5,B,30.2,22.7,B,,,,LL,,,,,,,
2007,A,130,300826,2645467,612,604,629,HATCH,3,3,32,22,E,30.5,22.8,D,31.2,22.5,D,LL,,,,,,,
2007,A,131,300944,2645174,613,603,628,HATCH,3,3,32.1,22,D,31.3,22.7,E ,31.7,22.3,D,LL,,,,,,,
2007,A,132,300994,2645088,613,602,627,HATCH,3,3,32.4,22.2,C,31.5,22.1,D,30.1,22.6,D,LL,,,,,,,
2007,A,133,301218,2644881,613,523,617,HATCH,3,3,31,23.1,F,30.4,23,F,30.5,23.3,F,LL,,,,,,,
2007,A,134,300698,2645619,624,607,702,HATCH,3,3,32.4,22.7,D,32,22.1,F,31,22.9,E,LL,,,,,,,
2007,A,201,300688,2645516,507,,514,PREDATED,0,1,30.7,21.8,A,,,,,,,MONIF,,,,,,,
2007,A,202,300593,2645747,510,506,601,HATCH,3,3,30,22,A,30.2,22.1,B,29.6,22.4,C,MONIF,,,,,,,
2007,A,203,300619,2645483,510,506,601,HATCH,3,3,29.4,22.2,E,31.2,22.5,C,30.5,22.1,B,MONIF,,,,,,,
2007,A,204,301278,2644797,511,430,525,HATCH,2,3,30.6,21,broken,29.5,21.2,C,29,21.7,E,MONIF,ONE BROKEN EGG,,,,,,
2007,A,205,301306,2644795,511,509,524,PREDATED,0,3,30.1,22.8,D,29.2,22.7,C,29.4,22.4,B,MONIF,,,,,,,
2007,A,206,301400,2644708,511,505,530,HATCH,3,3,29.5,22.5,B,30,22,D,29.8,22,C,MONIF,,,,,,,
2007,A,207,300982,2645652,511,511,605,HATCH,2,3,30.6,22.3,B,30.4,22.1,C,30.2,22.3,A,MONIF,one egg broken,,,,,,
2007,A,301,300780,2645834,623,601,625,HATCH,3,3,30.6,22.5,,30.9,22.9,,30.4,22.9,,MC,,,,,,,
2007,B,1,300016,2645932,428,424,518,HATCH,1,2,31.8,22.2,F,33.8,22.2,C,,,,CK,,,,,,,
2007,B,2,300083,2645887,501,502,512,PREDATED,0,3,31.4,22.3,B,30.8,22.3,AB,31.3,22,,CK,,,,,,,
2007,B,3,300095,2646006,428,418,510,PREDATED,0,2,29.2,22.3,E,29.6,22,F,,,,CK,,,,,,,
2007,B,4,300185,2645810,429,504,529,HATCH,3,3,30.8,22.9,A,30.8,22.8,,,,,CK,,,,,,,
2007,B,5,299182,2646788,603,601,626,HATCH,3,3,32.4,22.5,,32.8,22.3,,32.9,21.7,,CK,,,,,,,
2007,B,6,298965,2646970,610,610,705,HATCH,3,3,30.2,21.8,,30.1,22.2,,30.5,22.1,,CK,,,,,,,
2007,B,7,300181,2646147,610,605,705,UNHATCH,0,3,31,21.7,C,30.8,22.2,F,31,21.6,D,CK,,,,,,,
2007,B,8,299312,2646642,620,618,704,PREDATED,0,3,30.3,23.2,C,30.4,22.8,C,30.5,23,B,CK,,,,,,,
2007,B,9,299040,2646972,623,622,626,PREDATED,0,3,30.2,22.5,B,31,22.3,AB,29.6,22.6,B,CK,,,,,,,
2007,B,10,299277,2647246,705,,712,UNKNOWN,,3,,,,,,,,,,CK,,,,,,,
2007,B,11,299201,2647675,708,,712,UNKNOWN,,3,30,22.1,,31.3,22.6,,30.9,22.6,,CK,,,,,,,
2007,B,12,299221,2647176,710,,712,UNKNOWN,,2,,,,,,,,,,CK,,,,,,,
2007,B,13,299256,2647582,710,,712,UNKNOWN,,1,,,A,,,,,,,CK,,,,,,,
2007,B,101,299972,2646072,506,503,528,HATCH,3,3,31.2,21.8,D,29.6,22.2,C,29.7,22.4,D,LL,,,,,,,
2007,B,102,300366,2645756,516,514,602,PREDATED,0,3,32.7,23.2,B,31.1,23.5,C,30.9,23.5,D,LL,,,,,,,
2007,B,103,300414,2645694,516,422,517,HATCH,2,2,32.2,22.2,,32.6,22.4,,,,,LL,About to be born. Already nocking?.,,,,,,
2007,B,104,300286,2645917,519,517,611,HATCH,3,3,30.3,22.1,C,32.3,22.1,AB,31.7,22.6,B,LL,,,,,,,
2007,B,105,300263,2646033,519,518,612,HATCH,3,3,32.6,22.6,B,31.6,22.6,AB,31.8,22,C,LL,,,,,,,
2007,B,106,300131,2646121,606,531,625,HATCH,3,3,31.7,23,B,32.7,23,B,31.6,22.7,AB,LL,,,,,,,
2007,B,107,300077,2646069,606,604,629,HATCH,3,3,30.1,21.6,B,31.7,21.4,AB,30.1,21.8,B,LL,,,,,,,
2007,B,108,300128,2645948,606,601,626,HATCH,3,3,31.1,22.4,C,30.4,22.8,C,30.6,22.7,D,LL,,,,,,,
2007,B,109,300066,2645989,628,,630,UNHATCH,0,3,,,,,,,,,,LL,replaced eggs with excess eggs from B107 and A130,,,,,,
2007,B,301,299049,2646941,617,615,704,PREDATED,0,3,29.3,22.3,C,29.8,22,C,29.5,22.6,B,MC,,,,,,,
2007,C,1,300474,2645960,428,418,522,UNHATCH,0,3,30.3,22,F,30.6,22.3,F,30.9,22.3,E,CK,,,,,,,
2007,C,2,300581,2646302,428,423,521,UNHATCH,0,1,31.5,21.4,C,,,,,,,CK,,,,,,,
2007,C,3,300492,2646449,428,417,509,PREDATED,0,3,30.4,22,F,30.2,22,F,31.1,22.4,F,CK,,,,,,,
2007,C,4,300453,2646501,428,413,508,HATCH,3,3,30.9,22.7,F,30.8,23.1,F,31.6,23.1,F,CK,,,,,,,
2007,C,5,300480,2646458,429,415,505,PREDATED,0,3,29.5,21.5,F,29.6,21.7,F,30.2,21.7,F,CK,,,,,,,
2007,C,6,300441,2646239,430,420,516,UNHATCH,0,2,30.8,22.2,E,31.1,22.3,F,,,,CK,,,,,,,
2007,C,7,300349,2646366,501,415,510,HATCH,3,3,30.6,23.1,F,30.2,22.7,F,30.5,22.8,F,CK,,,,,,,
2007,C,8,300532,2646336,501,505,530,HATCH,3,3,30.7,22,AB,30.3,22.3,,29.6,22.5,,CK,,,,,,,
2007,C,9,300490,2646196,503,505,515,PREDATED,0,3,30.9,22.8,AB,31.9,22.9,B,,,,CK,,,,,,,
2007,C,10,300404,2646456,503,507,601,HATCH,3,3,31.8,22.3,AB,31.4,22.7,,31.8,22.9,,CK,,,,,,,
2007,C,11,300451,2646408,504,420,515,HATCH,2,3,30.9,22.5,F,31.1,22.7,F,30.3,22.1,F,CK,,,,,,,
2007,C,12,300267,2646172,505,430,525,HATCH,3,3,31.2,23,C,31.5,22.5,C,30.6,22.6,C,CK,,,,,,,
2007,C,13,300423,2646035,505,506,531,HATCH,3,3,31.8,22.7,B,30.2,22.7,AB,30.7,23,,CK,,,,,,,
2007,C,14,300401,2646129,505,425,523,UNHATCH,0,2,30,22,F,29.9,22.3,E,,,,CK,,,,,,,
2007,C,15,300465,2646212,510,504,529,HATCH,3,3,30.9,22,D,30.8,22.4,C,30.3,22.2,C,CK,,,,,,,
2007,C,16,300484,2646486,602,601,616,PREDATED,0,3,31.9,22.8,C,31.3,22.6,AB,30.3,22.7,B,CK,,,,,,,
2007,C,17,300561,2646327,612,610,705,HATCH,3,3,31.8,22.3,AB,31,21.6,B,32.6,22,B,CK,,,,,,,
2007,C,101,300259,2646038,501,421,506,PREDATED,0,1,33.7,21.5,E,,,,,,,LL,,,,,,,
2007,C,102,300474,2645967,505,429,524,HATCH,3,3,30.8,21.8,B,30.3,21.9,D,30,22,C,LL,,,,,,,
2007,C,103,300335,2646223,520,510,624,UNHATCH,0,3,30.4,23,E,30.4,23,F,31,23.3,F,LL,,,,,,,
2007,C,104,300285,2646205,615,615,710,HATCH,2,3,32.9,23,AB,31.4,23,B,32,22.7,,LL,,,,,,,
2007,C,301,300396,2645995,615,,625,UNHATCH,0,3,29,22.3,F,30.2,22.3,F,29.3,22.2,F,MC,,,,,,,
2007,C,305,299884,2646345,707,705,712,UNKNOWN,,3,30.7,23,C,31.6,22.7,B,31,23.2,C,MC,,,,,,,
2007,C,302,300498,2646276,626,628,712,UNKNOWN,,3,30.7,22.9,B,30.4,22.6,AB,30.6,22.7,,MC,,,,,,,
2007,C,303,300597,2646152,630,605,630,HATCH,2,3,,,,,,,,,,MC,,,,,,,
2007,C,304,300347,2646076,702,627,712,UNKNOWN,,2,30.9,22.9,C,30.5,23.6,C,,,,MC,,,,,,,
2007,D,1,299790,2646390,621,613,630,UNKNOWN,,3,29.4,22.7,E,30.2,22.8,F,29.3,23,D,CK,"probably hatched, saw parents tending chicks, male BX.MX|gX.BX = D-3",,,,,,
2007,D,2,300348,2646648,501,429,524,HATCH,2,3,30.1,22.5,A,29.9,22.3,B,30.5,22.1,C,CK,,,,,,,
2007,D,3,300140,2646863,510,505,530,HATCH,3,3,30.5,22.5,C,30,22.6,C,30.1,22.4,C,CK,,,,,,,
2007,D,4,300076,2646938,514,505,530,HATCH,2,3,31.6,22.2,D,29.5,20.9,D,31.7,22.2,C,CK,517 one egg missing,,,,,,
2007,D,5,300058,2646959,514,506,524,PREDATED,0,3,30.4,22.1,E,30.5,22.1,D,31,22,E,CK,,,,,,,
2007,D,6,300374,2646524,611,604,629,HATCH,2,3,30.2,22.8,D,32,22.4,C,31.7,22.3,D,CK,,,,,,,
2007,D,7,300332,2646335,612,611,706,HATCH,1,3,30.7,22.8,B,30.1,22.8,B,29.4,22.9,B,CK,,,,,,,
2007,D,8,299895,2646365,620,612,707,HATCH,2,3,29,22.6,C,29.5,22.7,D,30.4,22.7,D,CK,,,,,,,
2007,D,9,300042,2646410,621,620,712,UNKNOWN,,3,33.8,21.5,B,28.1,20.8,B,30.8,21.7,AB,CK,,,,,,,
2007,D,10,299781,2646411,621,609,704,HATCH,2,3,30.4,22.9,D,29.8,22.7,D,30.6,22.4,D,CK,,,,,,,
2007,D,11,299900,2646597,623,621,712,UNKNOWN,,3,30.7,22.9,C,29.9,23,B,29.7,22.9,B,CK,,,,,,,
2007,D,12,299843,2646303,626,615,710,HATCH,3,3,31.2,23,E,32.6,23.4,D,32.2,23.5,D,CK,,,,,,,
2007,D,13,300175,2646828,626,625,701,ABAN,0,2,33.9,22.4,B,34.9,22.3,AB,,,,CK,,,,,,,
2007,D,101,300318,2646244,608,610,705,HATCH,2,3,29.8,22.7,AB,30.1,22.8,B,30.5,23,,LL,,,,,,,
2007,D,102,300192,2646184,608,531,625,HATCH,3,3,31.3,21.9,B,32,21.9,C,30,21.8,B,LL,,,,,,,
2007,D,103,300092,2646130,608,609,704,HATCH,3,3,30.3,21.7,B,30.4,21.9,AB,30.3,21.9,,LL,,,,,,,
2007,D,104,299996,2646121,609,611,706,HATCH,3,3,29.6,22.4,AB,30.3,22.5,,31.3,22.5,,LL,,,,,,,
2007,D,105,300134,2646408,609,609,704,HATCH,2,3,30.7,22.8,B,30.3,23,AB,31.6,22.8,,LL,,,,,,,
2007,D,106,299864,2646490,617,616,712,UNKNOWN,,2,32,22.1,AB,31.5,22,B,,,,LL,"I just had 2 in my notes, and also in the wall papers says only two.",,,,,,
2007,D,107,299962,2646470,613,615,710,HATCH,2,3,31.8,22.9,B,30.8,22.6,AB,31.4,22.7,,LL,,,,,,,
2007,D,108,300042,2646178,613,609,704,HATCH,3,3,31.1,22.7,C,32.1,22.6,B,31.9,23.5,C,LL,,,,,,,
2007,D,109,300128,2646523,613,612,707,HATCH,2,3,31.8,22.7,D,31.6,22.4,B,31.3,23,B,LL,one egg missing.,,,,,,
2007,D,110,300096,2646663,617,620,624,UNHATCH,0,3,31,23.1,AB,30,23.1,,30.7,23.3,,LL,,,,,,,
2007,D,111,299924,2646134,619,611,706,HATCH,2,3,31.8,22.9,C,30.8,22.9,D,31.5,22.8,C,LL,,,,,,,
2007,D,302,299954,2646100,707,706,712,UNKNOWN,,3,31.6,22.6,B,32.6,22.8,AB,31.1,22.7,C,MC,,,,,,,
2007,E,1,300245,2646867,429,417,512,HATCH,3,3,31.7,22.5,F,31.9,21.5,F,30.7,21.8,F,CK,,,,,,,
2007,E,2,300434,2646720,612,607,702,HATCH,3,3,31.3,22.4,C,32,22.2,C,32.1,22.5,C,CK,,,,,,,
2007,E,3,301205,2646007,614,612,707,HATCH,2,3,30,22.4,B,30.2,22.4,B,28.9,22.4,C,CK,,,,,,,
2007,E,4,300544,2646645,619,611,706,HATCH,2,3,31,23.3,D,30.9,22.8,C,30.6,23,D,CK,,,,,,,
2007,E,5,300333,2646729,624,,701,ABAN,0,2,30.8,22.6,,31,22.1,,,,,CK,,,,,,,
2007,E,101,300312,2646835,527,530,624,HATCH,2,3,30.4,22.9,AB,30.9,23,A,,,,LL,,,,,,,
2007,E,102,301044,2646083,608,602,627,HATCH,3,3,31,23.1,D,31.4,23.1,D,32.4,23.1,C,LL,,,,,,,
2007,E,103,301067,2646079,608,529,611,PREDATED,0,1,30.2,21.7,E,,,,,,,LL,,,,,,,
2007,E,301,300211,2646956,524,524,618,HATCH,3,3,31,23.3,A,29.3,23,AB,30.8,23.5,B,MC,,,,,,,
2007,E,302,301683,2645756,619,,625,UNHATCH,0,2,31,22.5,F,30.3,22.3,F,,,,MC,,,,,,,
2007,E,303,,,619,525,619,HATCH,3,3,,,,,,,,,,MC,the coordinates of E303 estan in the GPS.,,,,,,
2007,E,304,301080,2646059,621,620,712,UNKNOWN,,3,28.2,22.4,B,29.3,22.3,AB,31.7,22.5,B,MC,,,,,,,
2007,E,305,300250,2646930,621,616,712,UNKNOWN,,3,32.2,23.4,D,30.7,23.2,D,31.6,22.9,C,MC,,,,,,,
2007,E,306,300451,2646733,625,626,712,UNKNOWN,,3,29.9,22.1,AB,31.5,22.3,B,30.8,22.3,,MC,,,,,,,
2007,F,101,299981,2647001,617,526,620,HATCH,3,3,31.7,22.2,F,32.1,22.2,F,30.7,22.1,F,LL,,,,,,,
2008,A,1,300537,2645926,421,420,515,HATCH,3,3,29.9,22,B,30.1,21.6,C,30.1,22,AB,LL,,,,,,,
2008,A,2,300842,2645115,422,427,522,HATCH,2,3,30.7,22,AB,31.4,22.1,,31.7,22.3,,LL,"JUST ONE EGG IN THE NEST, WHEN FOUND.",,,,,,
2008,A,3,300654,2645547,426,426,521,HATCH,2,3,30.9,22.4,B,30.6,22.1,AB,26,20.4,AB,LL,WAS ABANDONED THE DAY THAT HATCH. CF A2,,,,,,
2008,A,4,301368,2645022,426,421,516,HATCH,2,3,31.1,22.4,D,29.5,22.4,C,30.5,22,E,LL,ONE CHICK DIED WHILE BEING PROCESS.,,,,,,
2008,A,5,300926,2645456,427,424,519,HATCH,3,3,30,22.6,D,29.5,23,C,29.4,22.8,C,LL,CF A6,,,,,,
2008,A,6,300797,2645834,427,423,518,HATCH,3,3,31.4,22.8,C,31.1,23.1,D,31.5,22.7,E,LL,CF A5,,,,,,
2008,A,7,300930,2645635,429,428,507,FLOODED,0,3,33.7,22.8,AB,33.8,22.9,B,33,22.6,B,LL,"FLOODED WHEN FOUND, BIRD STILL INCUBATING UNTIL 0503",,,,,,
2008,A,8,300997,2645642,430,428,601,UNHATCHED,0,3,32.9,22,C,30.9,22,B,31.3,22.3,B,LL,,,,,,,
2008,A,9,301376,2644789,501,501,526,HATCH,2,3,32.4,22.5,AB,32,22.8,B,30.8,22.2,C,LL,,,,,,,
2008,A,10,300941,2645474,504,511,605,HATCH,3,3,31.3,22.7,AB,31.5,22.9,,31.2,23,,LL,,,,,,,
2008,A,11,300529,2645655,505,503,518,PREDATED,0,3,31.6,21.7,B,31.6,22.1,C,32.1,21.8,D,LL,,,,,,,
2008,A,12,300844,2645562,506,505,512,FLOODED,0,1,32,21.5,AB,,,,,,,LL,FLOODED,,,,,,
2008,A,13,300663,2645382,507,506,520,ABANDONED,0,2,30.5,22.6,AB,,,,,,,LL,,,,,,,
2008,A,14,300660,2645605,510,512,606,HATCH,3,3,31,22,B,31.4,22.6,AB,31,22.4,,LL,,,,,,,
2008,A,15,301240,2644916,517,512,525,ABANDONED,0,2,33,23,C,34.9,22.5,D,,,,LL,,,,,,,
2008,A,16,300627,2645710,512,511,531,PREDATED,0,2,32,22.4,C,31.7,21.5,AB,,,,LL,,,,,,,
2008,A,17,300729,2645302,512,515,609,HATCH,1,2,33.5,22.6,B,34.1,22.6,,,,,LL,,,,,,,
2008,A,18,300944,2645607,520,422,517,HATCH,1,2,32.5,22.5,B,28.5,20.8,,,,,LL,,,,,,,
2008,A,19,301233,2644915,520,519,613,HATCH,2,2,29.2,22.9,B,30.9,22.2,B,,,,LL,,,,,,,
2008,A,20,301303,2644843,522,521,615,HATCH,2,3,31,23,AB,30.1,22.8,B,29.4,22.8,AB,LL,CF B3,,,,,,
2008,A,22,300841,2645398,526,529,623,HATCH,1,3,34.2,21.2,AB,32.9,21,,28.6,21.1,,LL,,,,,,,
2008,A,23,301294,2644947,529,529,623,HATCH,3,3,30.2,23.1,AB,30,22.9,B,29.7,22.8,B,LL,CF B106,,,,,,
2008,A,24,301201,2645155,605,605,630,HATCH,1,3,30.1,23,B,29.9,22.8,C,30.5,22.8,AB,LL,,,,,,,
2008,A,25,300934,2645412,611,609,704,HATCH,2,3,30.1,22.7,B,30.5,22.7,AB,30.4,22.5,C,LL,,,,,,,
2008,A,101,300684,2646013,428,416,511,ABANDONED,0,3,30.4,22,D,31.2,22.6,D,30.6,22.2,C,MC,,,,,,,
2008,A,102,300541,2645668,504,505,530,HATCH,3,3,31.1,22.9,C,31.4,22.9,B,31.4,22.4,AB,MC,,,,,,,
2008,A,103,300601,2645458,506,507,601,HATCH,3,3,29.7,22.4,C,31.8,22.2,D,31,22.4,C,MC,,,,,,,
2008,A,104,300317,2645532,529,529,623,HATCH,2,2,31.6,23.2,B,31.5,23.1,C,,,,MC,,,,,,,
2008,A ,21,300809,2645637,523,525,619,HATCH,3,3,30.6,23,AB,31.1,22.9,B,30.6,22.8,,LL,,,,,,,
2008,B,1,300364,2645756,424,427,428,PREDATED,0,1,30.6,22.9,AB,,,,,,,LL,CRUSHED BY COWS,,,,,,
2008,B,2,300109,2645868,509,513,607,HATCH,2,2,29.7,23.5,AB,31,23.5,,,,,LL,,,,,,,
2008,B,3,300239,2645838,515,520,614,HATCH,3,3,30.6,23,AB,32,22.7,,30.8,23,,LL,CF A20,,,,,,
2008,B,4,300308,2645871,515,510,527,ABANDONED,0,3,32.3,22.6,,31.2,22.5,B,30.4,22.8,C,LL,EGG BROKEN AND ROTTEN BUT MALE STILL INCUBATING. 05/20/08 WAS FOUND WITH 2 MORE EGGS.,,,,,,
2008,B,101,300438,2645669,427,429,524,HATCH,1,3,32.7,22.6,B,31.5,22.7,B,32.1,22.8,C,MC,,,,,,,
2008,B,102,299051,2646900,502,501,504,PREDATED,0,3,31.8,21.9,AB,32.2,21,D,31.2,22,C,MC,,,,,,,
2008,B,103,300168,2645811,502,504,529,HATCH,2,3,29.9,22.4,B,31.5,22.8,C,31.3,22.5,,MC,,,,,,,
2008,B,104,300064,2646024,503,425,520,ABANDONED,0,2,31,22.7,D,,,,,,,MC,2nd egg trampled by cows,,,,,,
2008,B,105,300102,2646003,520,524,618,HATCH,2,3,32,23.2,AB,31.4,23.5,,33.1,23.2,,MC,,,,,,,
2008,B,106,300099,2646030,527,528,622,HATCH,3,3,29.9,22.2,AB,31.1,22.1,B,31,22.1,,MC,,,,,,,
2008,B,107,299171,2646794,614,609,701,PREDATED,0,3,31.5,22.9,D,31.8,22.7,D,32.3,22.6,C,MC,,,,,,,
2008,B,201,299037,2646968,614,609,706,FLOODED,0,3,31.7,22,AB,30.8,22,B,31.8,22.6,C,AAT,,,,,,,
2008,C,1,300235,2646186,527,530,624,HATCH,3,3,30.5,22,AB,32.1,21.6,B,31.9,21.9,,LL,,,,,,,
2008,C,101,300461,2646213,423,422,516,ABANDONED,0,3,30.5,23,AB,32.2,23,B,31.9,22.8,C,MC,2 eggs broken by cows.,,,,,,
2008,C,102,300407,2646282,423,416,511,HATCH,2,3,29.6,22.6,F,29.6,22.6,F,30.7,22.5,E,MC,,,,,,,
2008,C,103,300452,2646374,423,414,509,HATCH,3,3,29.4,21.4,D,31.3,21.9,F,30.3,21.8,E,MC,,,,,,,
2008,C,104,300462,2646486,424,416,511,HATCH,3,3,31.2,22.6,F,30.2,22.3,C,31.4,22.5,E,MC,,,,,,,
2008,C,105,300196,2646121,425,427,512,ABANDONED,0,1,32.9,22.9,B,32.6,22.8,,32.7,22.5,,MC,,,,,,,
2008,C,106,300400,2645983,502,501,519,PREDATED,0,3,31,22.3,AB,30.3,22,C,30.1,22.1,B,MC,,,,,,,
2008,C,107,300329,2646222,504,507,527,PREDATED,0,1,31.4,22.8,AB,32.2,22.5,,32.7,22.6,,MC,,,,,,,
2008,C,108,,,509,508,531,PREDATED,0,3,31.6,22.8,AB,30.5,22.4,C,30.8,22.4,C,MC,missing coordinate,,,,,,
2008,C,109,300484,2646435,525,525,619,HATCH,2,3,31,23.1,C,31,23.2,B,30.5,23.5,C,MC,,,,,,,
2008,C,110,300448,2645986,527,525,619,HATCH,2,3,30,21.8,C,31.7,22.4,B,30.5,22.5,C,MC,,,,,,,
2008,C,111,300375,2646171,528,601,626,HATCH,3,3,30.9,22.6,B,31.5,22.4,C,31.3,22.4,,MC,,,,,,,
2008,C,112,300477,2646486,531,529,623,HATCH,3,3,31.9,22.1,C,31.8,22.5,C,33.2,22.3,B,MC,,,,,,,
2008,C,113,300407,2646434,606,609,704,ABANDONED,0,3,29.8,22.8,D,31.5,22.5,C,31.1,22.7,C,MC,FLLODED,,,,,,
2008,C,114,300452,2646066,608,609,704,HATCH,2,3,32.1,22.7,B,30.7,22.9,C,31.2,22.9,B,MC,One chick dead in the nests.,,,,,,
2008,C,115,300343,2645963,609,610,706,HATCH,3,3,30.4,22.3,B,29.9,22.1,AB,30.5,22.5,,MC,,,,,,,
2008,D,1,299943,2646230,602,603,628,HATCH,3,3,31.7,22.1,AB,32.1,21.6,B,30.7,22.5,AB,LL,,,,,,,
2008,D,2,299988,2646247,610,611,704,FLOODED,0,3,31.9,22.3,B,30.8,22.3,B,31.8,22,,LL,FLOODED,,,,,,
2008,D,3,300051,2646359,610,609,704,HATCH,3,3,31.1,23.2,B,31.2,23,AB,31.5,23,C,LL,,,,,,,
2008,D,4,300103,2646653,610,608,703,HATCH,2,3,31.2,22.9,B,22.2,22.6,AB,33.7,22.4,C,LL,,,,,,,
2008,D,5,299924,2646180,623,624,704,FLOODED,0,3,32.1,22.5,B,31.6,22.8,AB,30.9,22.4,,LL,FLOODED,,,,,,
2008,D,6,300178,2646656,625,623,704,FLOODED,0,3,30.5,22.8,D,30.5,23,B,30.4,22.8,C,LL,FLOODED,,,,,,
2008,D,101,300088,2647001,424,422,428,PREDATED,0,3,31.2,22.5,B,31.2,22.3,B,32.2,22.4,C,MC,,,,,,,
2008,D,102,300148,2646861,426,424,519,HATCH,2,2,30.6,22.1,C,31.5,22.2,B,,,,MC,,,,,,,
2008,D,103,300026,2646701,612,613,630,ABANDONED,0,3,29,22.4,AB,30.4,22.5,B,29.2,22.5,,MC,COVERRED FOR DUST.,,,,,,
2008,D,104,299701,2646406,614,609,704,FLOODED,0,3,30.3,22.6,C,31,23.1,C,31,22.5,B,MC,FLOODED,,,,,,
2008,D,105,299911,2646799,629,624,704,FLOODED,0,3,30.3,22,C,29.8,22.4,D,28.5,22.1,D,MC,FLOODED,,,,,,
2008,D,201,300127,2646862,610,602,627,HATCH,2,3,31,23,D,32,23,D,31,23,C,AAT,,,,,,,
2008,D,202,300357,2646551,611,606,703,FLOODED,0,3,30,23,B,31,23,B,32,22,C,AAT,,,,,,,
2008,D,203,300318,2646289,613,608,705,FLOODED,0,1,30,22,AB,31,22,C,29.6,22,C,AAT,flotation eggs 2 and 3: 621,,,,,,
2008,D,204,299909,2646562,613,612,709,FLOODED,0,1,31,22,A,30,22,C,30,22,B,AAT,flotation eggs 2 and 3: 621,,,,,,
2008,E,101,301080,2646055,505,506,531,HATCH,3,3,31.6,23.1,C,32.1,23.1,D,32.4,23.5,B,MC,,,,,,,
2008,E,102,301259,2645874,505,507,601,HATCH,3,3,30.1,22.6,AB,30.2,22.6,B,30.2,22.5,,MC,,,,,,,
2008,F,101,300459,2646774,507,502,515,PREDATED,0,3,30.6,21.6,C,29.4,21.9,D,29.7,21.9,C,MC,,,,,,,
2008,F,102,300523,2646693,508,507,523,ABANDONED,0,3,32.4,22.4,AB,33.5,22.4,B,32.8,21.7,C,MC,,,,,,,
2009,A,1,300682,2645806,425,420,515,HATCH,2,2,31.1,22.3,C,30.3,22.5,B,,,,MC,,,,,,,
2009,A,2,300977,2645577,429,424,514,ABAN,0,3,31.1,22.2,D,31.1,21.7,C,31.4,22,C,MC,,,,,,,
2009,A,3,301061,2645429,429,422,517,HATCH,1,3,29.4,22.5,C,30.2,22.7,C,29.3,22.6,D,MC,,,,,,,
2009,A,4,301279,2644805,501,501,526,HATCH,3,3,31.3,22.7,AB,31.7,23.2,B,31.3,23.1,C,MC,,,,,,,
2009,A,5,301361,2644865,507,502,527,HATCH,2,3,30.6,22.5,D,30,22.3,C,31,22.3,C,MC,,,,,,,
2009,A,6,301314,2645325,507,502,527,HATCH,1,3,32.2,22.6,C,31,22.7,D,31.8,22.4,C,MC,,,,,,,
2009,A,7,301016,2645392,507,503,528,HATCH,1,2,31.3,22,C,31.4,22.3,C,,,,MC,,,,,,,
2009,A,8,300958,2645451,507,510,604,HATCH,2,3,29.5,22.7,B,28.6,22.9,B,29.7,23,AB,MC,,,,,,,
2009,A,9,300699,2645493,509,510,518,FLOOD,0,3,31.6,22,B,31.1,22.3,AB,32,21.9,,MC,,,,,,,
2009,A,101,301316,2644827,513,510,604,HATCH,3,3,29.8,22.7,AB,30.9,22.6,C,30.3,22.8,B,CK,,,,,,,
2009,A,102,300706,2645674,604,608,607,PRED,0,1,,,A,,,,,,,CK,,,,,,,
2009,A,103,301009,2645492,610,614,624,FLOOD,0,3,30.5,21.9,A,29.6,22.8,,28.9,22.8,,CK,2nd & 3rd egg found on 617,,,,,,
2009,A,201,301457,2644818,513,422,517,HATCH,3,3,30.6,22.5,F,30.6,22.4,F,31.2,21.9,F,KA,,,,,,,
2009,A,202,301457,2644818,516,517,518,FLOOD,0,2,32.3,23.4,AB,31.7,23.4,AB,,,,KA,,,,,,,
2009,A,203,301129,2644839,525,527,621,HATCH,3,3,31.1,22.5,F,30.2,22.4,F,31.4,22.2,D,KA,,,,,,,
2009,A,204,301098,2645510,530,525,621,FLOOD,0,3,30.3,20.9,F,31.1,22.9,D,30.3,22.9,C,KA,,,,,,,
2009,A,205,301171,2645153,614,609,624,FLOOD,0,3,32.5,22.7,D,32.6,22.9,C,33.3,22.5,C,KA,,,,,,,
2009,A,206,300806,2645666,615,612,707,HATCH,2+,3,31,22.6,F,31.3,22.4,B,30.6,22.3,AB,KA,"nest flooded on 708, unclear whether last egg hatched and chick died or egg was flooded",,,,,,
2009,A,207,301243,2645229,625,617,712,UNKNOWN,,3,29.7,22.9,E,29.7,23.1,D,29.6,22.8,F,KA,,,,,,,
2009,B,1,300173,2645830,427,423,518,HATCH,1,2,31,22.1,C,31.4,22.2,D,,,,MC,,,,,,,
