"Sex_Age"	"estimate"	"species"	"iter"
"Female_Juvenile"	0.604991	"White-fronted"	58
"Male_Juvenile"	0.3948256	"White-fronted"	58
"Female_Chick"	0.499596478215667	"White-fronted"	58
"Male_Chick"	0.831567250978156	"White-fronted"	58
"Female_Adult"	0.9433905	"White-fronted"	59
"Male_Adult"	1	"White-fronted"	59
"Female_Juvenile"	0.5309869	"White-fronted"	59
"Male_Juvenile"	0.3940551	"White-fronted"	59
"Female_Chick"	0.354993494335449	"White-fronted"	59
"Male_Chick"	0.562413111880668	"White-fronted"	59
"Female_Adult"	0.9345494	"White-fronted"	60
"Male_Adult"	0.9493614	"White-fronted"	60
"Female_Juvenile"	0.4723644	"White-fronted"	60
"Male_Juvenile"	0.4433951	"White-fronted"	60
"Female_Chick"	0.354392685235328	"White-fronted"	60
"Male_Chick"	0.364834093411207	"White-fronted"	60
"Female_Adult"	0.9140929	"White-fronted"	61
"Male_Adult"	0.9703752	"White-fronted"	61
"Female_Juvenile"	0.528173	"White-fronted"	61
"Male_Juvenile"	0.463076	"White-fronted"	61
"Female_Chick"	0.331505753690996	"White-fronted"	61
"Male_Chick"	0.403812214804548	"White-fronted"	61
"Female_Adult"	0.9287882	"White-fronted"	62
"Male_Adult"	0.9189833	"White-fronted"	62
"Female_Juvenile"	0.5770685	"White-fronted"	62
"Male_Juvenile"	0.3725313	"White-fronted"	62
"Female_Chick"	0.535137549013915	"White-fronted"	62
"Male_Chick"	0.465604347939426	"White-fronted"	62
"Female_Adult"	0.957902	"White-fronted"	63
"Male_Adult"	0.9713919	"White-fronted"	63
"Female_Juvenile"	0.562811	"White-fronted"	63
"Male_Juvenile"	0.4128283	"White-fronted"	63
"Female_Chick"	0.299986906499116	"White-fronted"	63
"Male_Chick"	0.421033977504563	"White-fronted"	63
"Female_Adult"	0.8944781	"White-fronted"	64
"Male_Adult"	0.9275099	"White-fronted"	64
"Female_Juvenile"	0.5262281	"White-fronted"	64
"Male_Juvenile"	0.3614586	"White-fronted"	64
"Female_Chick"	0.0453862650507037	"White-fronted"	64
"Male_Chick"	0.463708512917045	"White-fronted"	64
"Female_Adult"	0.919535	"White-fronted"	65
"Male_Adult"	0.9202034	"White-fronted"	65
"Female_Juvenile"	0.5176224	"White-fronted"	65
"Male_Juvenile"	0.4693291	"White-fronted"	65
"Female_Chick"	0.385934325464396	"White-fronted"	65
"Male_Chick"	0.233271711404767	"White-fronted"	65
"Female_Adult"	0.9196478	"White-fronted"	66
"Male_Adult"	0.9112648	"White-fronted"	66
"Female_Juvenile"	0.5170128	"White-fronted"	66
"Male_Juvenile"	0.381422	"White-fronted"	66
"Female_Chick"	0.370915546706252	"White-fronted"	66
"Male_Chick"	0.523985474002801	"White-fronted"	66
"Female_Adult"	0.9199143	"White-fronted"	67
"Male_Adult"	0.9712561	"White-fronted"	67
"Female_Juvenile"	0.49612	"White-fronted"	67
"Male_Juvenile"	0.4794984	"White-fronted"	67
"Female_Chick"	0.105348730859914	"White-fronted"	67
"Male_Chick"	0.544957429626153	"White-fronted"	67
"Female_Adult"	0.9249062	"White-fronted"	68
"Male_Adult"	0.9245047	"White-fronted"	68
"Female_Juvenile"	0.5944436	"White-fronted"	68
"Male_Juvenile"	0.2708397	"White-fronted"	68
"Female_Chick"	0.383418947568268	"White-fronted"	68
"Male_Chick"	0.368390659151198	"White-fronted"	68
"Female_Adult"	0.9173127	"White-fronted"	69
