"Phi"	"p"	"model"	"npar"	"AICc"	"DeltaAICc"	"weight"	"Deviance"	"species"	"iter"
"~age * sex"	"~Quadratic + age"	"Phi(~age * sex)p(~Quadratic + age)"	7	1078.81234341085	68.9072769365937	0	342.97893	"White-fronted"	5
"~age * sex"	"~Quadratic + age + sex"	"Phi(~age * sex)p(~Quadratic + age + sex)"	8	1080.20820248447	70.3031360102129	0	342.32489	"White-fronted"	5
"~age * sex"	"~Quadratic * sex"	"Phi(~age * sex)p(~Quadratic * sex)"	8	1097.68800248447	87.782936010213	0	359.80462	"White-fronted"	5
"~age * sex"	"~Quadratic"	"Phi(~age * sex)p(~Quadratic)"	6	1098.18523095975	88.2801644854933	0	364.39547	"White-fronted"	5
"~age * sex"	"~Quadratic + sex"	"Phi(~age * sex)p(~Quadratic + sex)"	7	1099.70124341085	89.7961769365936	0	363.86789	"White-fronted"	5
"~age * sex"	"~age"	"Phi(~age * sex)p(~age)"	6	1116.52953095975	106.624464485493	0	382.73977	"White-fronted"	5
"~age * sex"	"~age * sex"	"Phi(~age * sex)p(~age * sex)"	8	1117.49220248447	107.587136010213	0	379.60884	"White-fronted"	5
"~age * sex"	"~age + sex"	"Phi(~age * sex)p(~age + sex)"	7	1117.65884341085	107.753776936594	0	381.82544	"White-fronted"	5
"~age * sex"	"~1"	"Phi(~age * sex)p(~1)"	5	1137.84013570325	127.935069228987	0	406.0877	"White-fronted"	5
"~age * sex"	"~sex"	"Phi(~age * sex)p(~sex)"	6	1139.34223095975	129.437164485493	0	405.55242	"White-fronted"	5
"~age * sex"	"~time + age + sex"	"Phi(~age * sex)p(~time + age + sex)"	12	984.489721485148	0	0.896045226969162	219.99195	"White-fronted"	6
"~age * sex"	"~age + time"	"Phi(~age * sex)p(~age + time)"	11	988.946305864909	4.4565843797609	0.0965150252549703	226.52846	"White-fronted"	6
"~age * sex"	"~time * age * sex"	"Phi(~age * sex)p(~time * age * sex)"	28	994.304772372881	9.81505088773292	0.00662245034599616	195.56931	"White-fronted"	6
"~age * sex"	"~age * time"	"Phi(~age * sex)p(~age * time)"	16	998.49165448505	14.0019329999013	0.000816298149289415	225.60508	"White-fronted"	6
"~age * sex"	"~sex * time"	"Phi(~age * sex)p(~sex * time)"	16	1012.70205448505	28.2123329999014	6.70038347782037e-07	239.81548	"White-fronted"	6
"~age * sex"	"~sex + time"	"Phi(~age * sex)p(~sex + time)"	11	1014.68623586491	30.1965143797609	2.48450655477713e-07	252.26839	"White-fronted"	6
"~age * sex"	"~time"	"Phi(~age * sex)p(~time)"	10	1017.06941210526	32.5796906201147	7.54640313016064e-08	256.72465	"White-fronted"	6
"~age * sex"	"~Time * age * sex"	"Phi(~age * sex)p(~Time * age * sex)"	12	1023.20101148515	38.71129	3.517872650276e-09	258.70324	"White-fronted"	6
"~age * sex"	"~age * Time"	"Phi(~age * sex)p(~age * Time)"	8	1024.87896557377	40.389244088622	1.52025700360157e-09	268.66002	"White-fronted"	6
"~age * sex"	"~Time + age + sex"	"Phi(~age * sex)p(~Time + age + sex)"	8	1029.45536557377	44.965644088622	1.54228409299883e-10	273.23635	"White-fronted"	6
"~age * sex"	"~age + Time"	"Phi(~age * sex)p(~age + Time)"	7	1029.74220605565	45.2524845704979	1.3362193609156e-10	275.57602	"White-fronted"	6
"~age * sex"	"~Quadratic * age * sex"	"Phi(~age * sex)p(~Quadratic * age * sex)"	12	1040.24785148515	55.7581299999999	6.99207117763835e-13	275.7501	"White-fronted"	6
"~age * sex"	"~sex * Time"	"Phi(~age * sex)p(~sex * Time)"	8	1041.10106557377	56.611344088622	4.56386464225057e-13	284.88209	"White-fronted"	6
"~age * sex"	"~sex + Time"	"Phi(~age * sex)p(~sex + Time)"	7	1042.95690605565	58.4671845704979	1.80443862606476e-13	288.79072	"White-fronted"	6
"~age * sex"	"~Time"	"Phi(~age * sex)p(~Time)"	6	1043.04295490196	58.5532334168124	1.72845009786029e-13	290.92273	"White-fronted"	6
