"Phi"	"p"	"model"	"npar"	"AICc"	"DeltaAICc"	"weight"	"Deviance"	"species"	"iter"
"~age * sex"	"~sex"	"Phi(~age * sex)p(~sex)"	6	5634.64680277699	821.813119809175	0	1170.1018	"Kentish (Tuzla)"	5
"~age * sex"	"~1"	"Phi(~age * sex)p(~1)"	5	5637.09539716714	824.261714199323	0	1174.5573	"Kentish (Tuzla)"	5
"~age * sex"	"~time * age * sex"	"Phi(~age * sex)p(~time * age * sex)"	24	4991.78638644303	0	0.989889705347257	332.1751	"Kentish (Tuzla)"	6
"~age * sex"	"~age * time"	"Phi(~age * sex)p(~age * time)"	14	5000.95461833011	9.16823188707986	0.0101095203081552	361.5599	"Kentish (Tuzla)"	6
"~age * sex"	"~time + age + sex"	"Phi(~age * sex)p(~time + age + sex)"	11	5020.5576281768	28.771241733768	5.59746061491672e-07	387.2061	"Kentish (Tuzla)"	6
"~age * sex"	"~age + time"	"Phi(~age * sex)p(~age + time)"	10	5022.47505669705	30.6886702540178	2.14598525475775e-07	391.13568	"Kentish (Tuzla)"	6
"~age * sex"	"~sex * time"	"Phi(~age * sex)p(~sex * time)"	14	5060.59791833011	68.8115318870796	1.13071333172332e-15	421.20324	"Kentish (Tuzla)"	6
"~age * sex"	"~Quadratic * age * sex"	"Phi(~age * sex)p(~Quadratic * age * sex)"	12	5064.15351166068	72.3671252176518	0	428.78874	"Kentish (Tuzla)"	6
"~age * sex"	"~sex + time"	"Phi(~age * sex)p(~sex + time)"	10	5067.27885669704	75.4924702540175	0	435.9395	"Kentish (Tuzla)"	6
"~age * sex"	"~Quadratic * age"	"Phi(~age * sex)p(~Quadratic * age)"	8	5068.6263460668	76.8399596237678	0	441.30797	"Kentish (Tuzla)"	6
"~age * sex"	"~time"	"Phi(~age * sex)p(~time)"	9	5068.78849630039	77.0021098573588	0	439.46021	"Kentish (Tuzla)"	6
"~age * sex"	"~Quadratic + age + sex"	"Phi(~age * sex)p(~Quadratic + age + sex)"	8	5074.1878460668	82.4014596237685	0	446.86951	"Kentish (Tuzla)"	6
"~age * sex"	"~Quadratic + age"	"Phi(~age * sex)p(~Quadratic + age)"	7	5077.20210507726	85.4157186342354	0	451.89264	"Kentish (Tuzla)"	6
"~age * sex"	"~Quadratic * sex"	"Phi(~age * sex)p(~Quadratic * sex)"	8	5114.4770460668	122.690659623768	0	487.15868	"Kentish (Tuzla)"	6
"~age * sex"	"~Quadratic + sex"	"Phi(~age * sex)p(~Quadratic + sex)"	7	5117.19080507726	125.404418634235	0	491.88128	"Kentish (Tuzla)"	6
"~age * sex"	"~Quadratic"	"Phi(~age * sex)p(~Quadratic)"	6	5120.03157241379	128.245185970765	0	496.72985	"Kentish (Tuzla)"	6
"~age * sex"	"~Time * age * sex"	"Phi(~age * sex)p(~Time * age * sex)"	12	5219.02811166068	227.241725217652	0	583.66332	"Kentish (Tuzla)"	6
"~age * sex"	"~age * Time"	"Phi(~age * sex)p(~age * Time)"	8	5226.4437460668	234.657359623769	0	599.12541	"Kentish (Tuzla)"	6
"~age * sex"	"~Time + age + sex"	"Phi(~age * sex)p(~Time + age + sex)"	8	5245.0989460668	253.312559623768	0	617.78058	"Kentish (Tuzla)"	6
"~age * sex"	"~age + Time"	"Phi(~age * sex)p(~age + Time)"	7	5248.14330507726	256.356918634236	0	622.83385	"Kentish (Tuzla)"	6
"~age * sex"	"~sex * Time"	"Phi(~age * sex)p(~sex * Time)"	8	5271.9283460668	280.141959623768	0	644.61001	"Kentish (Tuzla)"	6
"~age * sex"	"~sex + Time"	"Phi(~age * sex)p(~sex + Time)"	7	5275.61820507726	283.831818634236	0	650.30875	"Kentish (Tuzla)"	6
"~age * sex"	"~Time"	"Phi(~age * sex)p(~Time)"	6	5278.56597241379	286.779585970766	0	655.26421	"Kentish (Tuzla)"	6
"~age * sex"	"~age + sex"	"Phi(~age * sex)p(~age + sex)"	7	5808.98260507726	817.196218634235	0	1183.6731	"Kentish (Tuzla)"	6
"~age * sex"	"~age * sex"	"Phi(~age * sex)p(~age * sex)"	8	5810.9025460668	819.116159623768	0	1183.5842	"Kentish (Tuzla)"	6
"~age * sex"	"~age"	"Phi(~age * sex)p(~age)"	6	5811.59727241379	819.810885970765	0	1188.2955	"Kentish (Tuzla)"	6
"~age * sex"	"~sex"	"Phi(~age * sex)p(~sex)"	6	5823.87997241379	832.093585970765	0	1200.5782	"Kentish (Tuzla)"	6
"~age * sex"	"~1"	"Phi(~age * sex)p(~1)"	5	5825.7153471594	833.928960716377	0	1204.4202	"Kentish (Tuzla)"	6
"~age * sex"	"~time * age * sex"	"Phi(~age * sex)p(~time * age * sex)"	24	5023.25771134279	0	0.991233062882542	348.80188	"Kentish (Tuzla)"	7
"~age * sex"	"~age * time"	"Phi(~age * sex)p(~age * time)"	14	5032.71544025506	9.45772891227352	0.00875903054145942	378.47673	"Kentish (Tuzla)"	7
"~age * sex"	"~age + time"	"Phi(~age * sex)p(~age + time)"	10	5047.43292495154	24.1752136087516	5.57949438780895e-06	401.24976	"Kentish (Tuzla)"	7
"~age * sex"	"~time + age + sex"	"Phi(~age * sex)p(~time + age + sex)"	11	5049.18203019391	25.92431885112	2.3269200812081e-06	400.98667	"Kentish (Tuzla)"	7
"~age * sex"	"~Quadratic * age"	"Phi(~age * sex)p(~Quadratic * age)"	8	5068.84735607528	45.5896447324976	1.24884980397139e-10	426.68527	"Kentish (Tuzla)"	7
"~age * sex"	"~Quadratic * age * sex"	"Phi(~age * sex)p(~Quadratic * age * sex)"	12	5071.81865054032	48.5609391975304	2.82684382006537e-11	421.60996	"Kentish (Tuzla)"	7
"~age * sex"	"~sex * time"	"Phi(~age * sex)p(~sex * time)"	14	5074.26764025506	51.0099289122736	8.30826719766357e-12	420.02899	"Kentish (Tuzla)"	7
"~age * sex"	"~Quadratic + age"	"Phi(~age * sex)p(~Quadratic + age)"	7	5085.59999059214	62.3422792493557	2.87555610805863e-14	445.44678	"Kentish (Tuzla)"	7
"~age * sex"	"~time"	"Phi(~age * sex)p(~time)"	9	5086.42223388704	63.1645225442571	1.90622421930591e-14	442.25017	"Kentish (Tuzla)"	7
"~age * sex"	"~Quadratic + age + sex"	"Phi(~age * sex)p(~Quadratic + age + sex)"	8	5087.36495607528	64.1072447324977	1.18977396400047e-14	445.20284	"Kentish (Tuzla)"	7
