"Sex_Age"	"estimate"	"species"	"iter"
"Female_Chick"	0.158820371568417	"Kittlitz's"	24
"Male_Chick"	0.225914031678512	"Kittlitz's"	24
"Female_Adult"	0.7323179	"Kittlitz's"	25
"Male_Adult"	0.8377185	"Kittlitz's"	25
"Female_Juvenile"	0.481316	"Kittlitz's"	25
"Male_Juvenile"	0.2932017	"Kittlitz's"	25
"Female_Chick"	0.155225298102	"Kittlitz's"	25
"Male_Chick"	0.305788921694493	"Kittlitz's"	25
"Female_Adult"	0.8352421	"Kittlitz's"	26
"Male_Adult"	0.8441034	"Kittlitz's"	26
"Female_Juvenile"	0.5459076	"Kittlitz's"	26
"Male_Juvenile"	0.3586748	"Kittlitz's"	26
"Female_Chick"	0.137210714217657	"Kittlitz's"	26
"Male_Chick"	0.172888596520007	"Kittlitz's"	26
"Female_Adult"	0.8601491	"Kittlitz's"	27
"Male_Adult"	0.8321377	"Kittlitz's"	27
"Female_Juvenile"	0.4519395	"Kittlitz's"	27
"Male_Juvenile"	0.3079147	"Kittlitz's"	27
"Female_Chick"	0.088389015990083	"Kittlitz's"	27
"Male_Chick"	0.155256647714577	"Kittlitz's"	27
"Female_Adult"	0.8603374	"Kittlitz's"	28
"Male_Adult"	0.8329744	"Kittlitz's"	28
"Female_Juvenile"	0.429331	"Kittlitz's"	28
"Male_Juvenile"	0.3258357	"Kittlitz's"	28
"Female_Chick"	0.199984045590593	"Kittlitz's"	28
"Male_Chick"	0.304845454158403	"Kittlitz's"	28
"Female_Adult"	0.9030738	"Kittlitz's"	29
"Male_Adult"	0.7962553	"Kittlitz's"	29
"Female_Juvenile"	0.4612349	"Kittlitz's"	29
"Male_Juvenile"	0.3138373	"Kittlitz's"	29
"Female_Chick"	0.209482087868499	"Kittlitz's"	29
"Male_Chick"	0.144586318744494	"Kittlitz's"	29
"Female_Adult"	0.8925288	"Kittlitz's"	30
"Male_Adult"	0.8633792	"Kittlitz's"	30
"Female_Juvenile"	0.5212233	"Kittlitz's"	30
"Male_Juvenile"	0.4406473	"Kittlitz's"	30
"Female_Chick"	0.132271933197363	"Kittlitz's"	30
"Male_Chick"	0.146599929020089	"Kittlitz's"	30
"Female_Adult"	0.8231987	"Kittlitz's"	31
"Male_Adult"	0.8337121	"Kittlitz's"	31
"Female_Juvenile"	0.376032	"Kittlitz's"	31
"Male_Juvenile"	0.3631981	"Kittlitz's"	31
"Female_Chick"	0.0948312567239285	"Kittlitz's"	31
"Male_Chick"	0.177866366121597	"Kittlitz's"	31
"Female_Adult"	0.802401	"Kittlitz's"	32
"Male_Adult"	0.8155637	"Kittlitz's"	32
"Female_Juvenile"	0.3943761	"Kittlitz's"	32
"Male_Juvenile"	0.3556868	"Kittlitz's"	32
"Female_Chick"	0.104281457939121	"Kittlitz's"	32
"Male_Chick"	0.118986725738426	"Kittlitz's"	32
"Female_Adult"	0.9201968	"Kittlitz's"	33
"Male_Adult"	0.7589432	"Kittlitz's"	33
"Female_Juvenile"	0.4706236	"Kittlitz's"	33
"Male_Juvenile"	0.3217359	"Kittlitz's"	33
"Female_Chick"	0.109846231418073	"Kittlitz's"	33
"Male_Chick"	0.187831447526709	"Kittlitz's"	33
"Female_Adult"	0.7810186	"Kittlitz's"	34
"Male_Adult"	0.7939552	"Kittlitz's"	34
"Female_Juvenile"	0.4705185	"Kittlitz's"	34
"Male_Juvenile"	0.2671745	"Kittlitz's"	34
"Female_Chick"	0.143326546277877	"Kittlitz's"	34
"Male_Chick"	0.156235524136175	"Kittlitz's"	34
"Female_Adult"	0.8669695	"Kittlitz's"	35
"Male_Adult"	0.7744391	"Kittlitz's"	35
"Female_Juvenile"	0.4033185	"Kittlitz's"	35
"Male_Juvenile"	0.351707	"Kittlitz's"	35
"Female_Chick"	0.118176163436767	"Kittlitz's"	35
"Male_Chick"	0.126505212353411	"Kittlitz's"	35
"Female_Adult"	0.8987383	"Kittlitz's"	36
"Male_Adult"	0.7925172	"Kittlitz's"	36
"Female_Juvenile"	0.5316701	"Kittlitz's"	36
"Male_Juvenile"	0.3501542	"Kittlitz's"	36
"Female_Chick"	0.194097301341119	"Kittlitz's"	36
"Male_Chick"	0.130665758694527	"Kittlitz's"	36
"Female_Adult"	0.8308164	"Kittlitz's"	37
"Male_Adult"	0.7694643	"Kittlitz's"	37
"Female_Juvenile"	0.4684369	"Kittlitz's"	37
"Male_Juvenile"	0.3298571	"Kittlitz's"	37
"Female_Chick"	0.12268340005169	"Kittlitz's"	37
"Male_Chick"	0.162115683591977	"Kittlitz's"	37
"Female_Adult"	0.8916455	"Kittlitz's"	38
"Male_Adult"	0.8646655	"Kittlitz's"	38
"Female_Juvenile"	0.4224069	"Kittlitz's"	38
"Male_Juvenile"	0.3388535	"Kittlitz's"	38
"Female_Chick"	0.0760471216954386	"Kittlitz's"	38
"Male_Chick"	0.217066650782558	"Kittlitz's"	38
"Female_Adult"	0.9284448	"Kittlitz's"	39
"Male_Adult"	0.7892416	"Kittlitz's"	39
"Female_Juvenile"	0.5260349	"Kittlitz's"	39
"Male_Juvenile"	0.3397385	"Kittlitz's"	39
"Female_Chick"	0.121163998350184	"Kittlitz's"	39
"Male_Chick"	0.164538906365642	"Kittlitz's"	39
"Female_Adult"	0.885671	"Kittlitz's"	40
"Male_Adult"	0.7631161	"Kittlitz's"	40
"Female_Juvenile"	0.4771802	"Kittlitz's"	40
"Male_Juvenile"	0.3277671	"Kittlitz's"	40
"Female_Chick"	0.150538368672545	"Kittlitz's"	40
"Male_Chick"	0.230661590337941	"Kittlitz's"	40
"Female_Adult"	0.8251598	"Kittlitz's"	41
"Male_Adult"	0.8361055	"Kittlitz's"	41
"Female_Juvenile"	0.5212584	"Kittlitz's"	41
"Male_Juvenile"	0.3087899	"Kittlitz's"	41
"Female_Chick"	0.167863654539561	"Kittlitz's"	41
"Male_Chick"	0.241445729633885	"Kittlitz's"	41
"Female_Adult"	0.8705043	"Kittlitz's"	42
"Male_Adult"	0.8485751	"Kittlitz's"	42
"Female_Juvenile"	0.3938241	"Kittlitz's"	42
"Male_Juvenile"	0.2362572	"Kittlitz's"	42
"Female_Chick"	0.0909200729298182	"Kittlitz's"	42
"Male_Chick"	0.237681962080721	"Kittlitz's"	42
"Female_Adult"	0.8246558	"Kittlitz's"	43
"Male_Adult"	0.8164949	"Kittlitz's"	43
"Female_Juvenile"	0.5011039	"Kittlitz's"	43
"Male_Juvenile"	0.2914632	"Kittlitz's"	43
"Female_Chick"	0.166615873373483	"Kittlitz's"	43
"Male_Chick"	0.30141013719374	"Kittlitz's"	43
"Female_Adult"	0.8849809	"Kittlitz's"	44
"Male_Adult"	0.8429118	"Kittlitz's"	44
"Female_Juvenile"	0.3626835	"Kittlitz's"	44
"Male_Juvenile"	0.4539138	"Kittlitz's"	44
"Female_Chick"	0.0816224113492579	"Kittlitz's"	44
"Male_Chick"	0.171292320495461	"Kittlitz's"	44
"Female_Adult"	0.8660982	"Kittlitz's"	45
"Male_Adult"	0.8128387	"Kittlitz's"	45
"Female_Juvenile"	0.4535277	"Kittlitz's"	45
"Male_Juvenile"	0.3768356	"Kittlitz's"	45
"Female_Chick"	0.105619409064486	"Kittlitz's"	45
"Male_Chick"	0.213012897668598	"Kittlitz's"	45
"Female_Adult"	0.8643763	"Kittlitz's"	46
"Male_Adult"	0.8290837	"Kittlitz's"	46
"Female_Juvenile"	0.5109931	"Kittlitz's"	46
"Male_Juvenile"	0.3804262	"Kittlitz's"	46
"Female_Chick"	0.107920706036312	"Kittlitz's"	46
"Male_Chick"	0.212159237589747	"Kittlitz's"	46
"Female_Adult"	0.8047734	"Kittlitz's"	47
"Male_Adult"	0.7974089	"Kittlitz's"	47
"Female_Juvenile"	0.4081746	"Kittlitz's"	47
"Male_Juvenile"	0.2566255	"Kittlitz's"	47
"Female_Chick"	0.139365721963908	"Kittlitz's"	47
"Male_Chick"	0.081717257482106	"Kittlitz's"	47
"Female_Adult"	0.8811934	"Kittlitz's"	48
"Male_Adult"	0.7687319	"Kittlitz's"	48
"Female_Juvenile"	0.5103896	"Kittlitz's"	48
"Male_Juvenile"	0.3697166	"Kittlitz's"	48
"Female_Chick"	0.119440244919461	"Kittlitz's"	48
"Male_Chick"	0.126098580602386	"Kittlitz's"	48
"Female_Adult"	0.9001425	"Kittlitz's"	49
"Male_Adult"	0.8400075	"Kittlitz's"	49
"Female_Juvenile"	0.5197927	"Kittlitz's"	49
"Male_Juvenile"	0.3361651	"Kittlitz's"	49
"Female_Chick"	0.154436216969065	"Kittlitz's"	49
"Male_Chick"	0.163456705264714	"Kittlitz's"	49
"Female_Adult"	0.8633288	"Kittlitz's"	50
"Male_Adult"	0.8605354	"Kittlitz's"	50
"Female_Juvenile"	0.4355371	"Kittlitz's"	50
"Male_Juvenile"	0.2894621	"Kittlitz's"	50
"Female_Chick"	0.140761090220317	"Kittlitz's"	50
"Male_Chick"	0.239904218904752	"Kittlitz's"	50
"Female_Adult"	0.8137291	"Kittlitz's"	51
"Male_Adult"	0.7827498	"Kittlitz's"	51
"Female_Juvenile"	0.5112213	"Kittlitz's"	51
"Male_Juvenile"	0.3088995	"Kittlitz's"	51
"Female_Chick"	0.114331116581506	"Kittlitz's"	51
"Male_Chick"	0.180088159501398	"Kittlitz's"	51
"Female_Adult"	0.8862021	"Kittlitz's"	52
"Male_Adult"	0.8777225	"Kittlitz's"	52
