"Phi"	"p"	"model"	"npar"	"AICc"	"DeltaAICc"	"weight"	"Deviance"	"species"	"iter"
"~age * sex"	"~sex * time"	"Phi(~age * sex)p(~sex * time)"	16	610.266687549857	0	0.960842823311841	197.44168	"Madagascar"	5
"~age * sex"	"~sex + time"	"Phi(~age * sex)p(~sex + time)"	11	617.447873033708	7.18118548385041	0.0265019442525538	215.43115	"Madagascar"	5
"~age * sex"	"~time + age + sex"	"Phi(~age * sex)p(~time + age + sex)"	12	619.116493239437	8.84980568957917	0.0115064528507408	214.96247	"Madagascar"	5
"~age * sex"	"~Quadratic + sex"	"Phi(~age * sex)p(~Quadratic + sex)"	7	625.821471111111	15.5547835612537	0.000402692941030832	232.23521	"Madagascar"	5
"~age * sex"	"~time"	"Phi(~age * sex)p(~time)"	10	626.920206498599	16.653518948742	0.0002324805684227	227.02881	"Madagascar"	5
"~age * sex"	"~Quadratic * sex"	"Phi(~age * sex)p(~Quadratic * sex)"	8	626.989714206128	16.7230266562707	0.000224539758858346	231.31345	"Madagascar"	5
"~age * sex"	"~Quadratic + age + sex"	"Phi(~age * sex)p(~Quadratic + age + sex)"	8	627.762994206128	17.4963066562707	0.00015253785444201	232.08674	"Madagascar"	5
"~age * sex"	"~age + time"	"Phi(~age * sex)p(~age + time)"	11	628.846983033708	18.5802954838504	8.87140589986328e-05	226.83026	"Madagascar"	5
"~age * sex"	"~time * age * sex"	"Phi(~age * sex)p(~time * age * sex)"	28	631.593800471976	21.3271129221189	2.24661483423711e-05	191.52809	"Madagascar"	5
"~age * sex"	"~Quadratic * age * sex"	"Phi(~age * sex)p(~Quadratic * age * sex)"	12	632.925683239437	22.6589956895792	1.1542873971983e-05	228.77166	"Madagascar"	5
"~age * sex"	"~sex + Time"	"Phi(~age * sex)p(~sex + Time)"	7	634.824531111111	24.5578435612537	4.46667524407533e-06	241.23827	"Madagascar"	5
"~age * sex"	"~sex * Time"	"Phi(~age * sex)p(~sex * Time)"	8	635.951604206128	25.6849166562706	2.54239815496445e-06	240.27534	"Madagascar"	5
"~age * sex"	"~age * time"	"Phi(~age * sex)p(~age * time)"	16	636.363817549857	26.09713	2.06886700991788e-06	223.53881	"Madagascar"	5
"~age * sex"	"~Time + age + sex"	"Phi(~age * sex)p(~Time + age + sex)"	8	636.875064206128	26.6083766562706	1.60220017030576e-06	241.1988	"Madagascar"	5
"~age * sex"	"~Quadratic"	"Phi(~age * sex)p(~Quadratic)"	6	637.039886980609	26.7731994307519	1.47545498089818e-06	245.53205	"Madagascar"	5
"~age * sex"	"~Quadratic * age"	"Phi(~age * sex)p(~Quadratic * age)"	8	638.251494206128	27.9848066562706	8.0506101540142e-07	242.57523	"Madagascar"	5
"~age * sex"	"~Quadratic + age"	"Phi(~age * sex)p(~Quadratic + age)"	7	639.118051111111	28.8513635612537	5.21985399708504e-07	245.53179	"Madagascar"	5
"~age * sex"	"~Time * age * sex"	"Phi(~age * sex)p(~Time * age * sex)"	12	641.130753239437	30.8640656895792	1.90811981549127e-07	236.97673	"Madagascar"	5
"~age * sex"	"~Time"	"Phi(~age * sex)p(~Time)"	6	643.038696980609	32.772009430752	7.3502298867262e-08	251.53086	"Madagascar"	5
"~age * sex"	"~age * Time"	"Phi(~age * sex)p(~age * Time)"	8	644.679184206128	34.4124966562706	3.23648536483408e-08	249.00292	"Madagascar"	5
"~age * sex"	"~age + Time"	"Phi(~age * sex)p(~age + Time)"	7	645.112551111111	34.8458635612536	2.60596884776965e-08	251.52629	"Madagascar"	5
"~age * sex"	"~sex"	"Phi(~age * sex)p(~sex)"	6	713.970306980609	103.703619430752	0	322.46247	"Madagascar"	5
"~age * sex"	"~1"	"Phi(~age * sex)p(~1)"	5	714.874395856354	104.607708306496	0	325.4335	"Madagascar"	5
"~age * sex"	"~age + sex"	"Phi(~age * sex)p(~age + sex)"	7	715.372071111111	105.105383561254	0	321.78581	"Madagascar"	5
"~age * sex"	"~age"	"Phi(~age * sex)p(~age)"	6	716.370306980609	106.103619430752	0	324.86247	"Madagascar"	5
"~age * sex"	"~age * sex"	"Phi(~age * sex)p(~age * sex)"	8	717.273684206128	107.006996656271	0	321.59742	"Madagascar"	5
"~age * sex"	"~time + age + sex"	"Phi(~age * sex)p(~time + age + sex)"	12	536.824711736527	0	0.593113694999976	157.70361	"Madagascar"	6
"~age * sex"	"~sex + time"	"Phi(~age * sex)p(~sex + time)"	11	538.773059701493	1.94834796496559	0.223902821836597	161.79803	"Madagascar"	6
"~age * sex"	"~sex * time"	"Phi(~age * sex)p(~sex * time)"	16	539.193614848485	2.36890311195782	0.181441729603367	151.35816	"Madagascar"	6
"~age * sex"	"~time"	"Phi(~age * sex)p(~time)"	10	550.335271904762	13.510560168235	0.000690807569628514	175.49354	"Madagascar"	6
"~age * sex"	"~age + time"	"Phi(~age * sex)p(~age + time)"	11	550.520729701493	13.6960179649656	0.000629630037997853	173.5457	"Madagascar"	6
"~age * sex"	"~Quadratic * sex"	"Phi(~age * sex)p(~Quadratic * sex)"	8	554.213335502959	17.3886237664316	9.93679378596184e-05	183.60033	"Madagascar"	6
"~age * sex"	"~Quadratic * age * sex"	"Phi(~age * sex)p(~Quadratic * age * sex)"	12	555.859801736527	19.03509	4.36235171058308e-05	176.7387	"Madagascar"	6
"~age * sex"	"~time * age * sex"	"Phi(~age * sex)p(~time * age * sex)"	28	556.931708238994	20.1069965024667	2.55246113291218e-05	141.63781	"Madagascar"	6
"~age * sex"	"~Quadratic + age + sex"	"Phi(~age * sex)p(~Quadratic + age + sex)"	8	557.448775502959	20.6240637664316	1.97096724958615e-05	186.83577	"Madagascar"	6
"~age * sex"	"~Quadratic + sex"	"Phi(~age * sex)p(~Quadratic + sex)"	7	557.634053480826	20.809341744299	1.79658101568845e-05	189.1167	"Madagascar"	6
"~age * sex"	"~age * time"	"Phi(~age * sex)p(~age * time)"	16	558.063634848485	21.2389231119579	1.44932037423173e-05	170.22818	"Madagascar"	6
"~age * sex"	"~Quadratic"	"Phi(~age * sex)p(~Quadratic)"	6	566.963428823529	30.1387170870024	1.69277287294909e-07	200.5294	"Madagascar"	6
"~age * sex"	"~Time + age + sex"	"Phi(~age * sex)p(~Time + age + sex)"	8	567.885125502959	31.0604137664316	1.06771366203234e-07	197.27212	"Madagascar"	6
"~age * sex"	"~Quadratic + age"	"Phi(~age * sex)p(~Quadratic + age)"	7	568.046633480826	31.2219217442989	9.84881065235734e-08	199.52927	"Madagascar"	6
"~age * sex"	"~sex + Time"	"Phi(~age * sex)p(~sex + Time)"	7	568.102123480826	31.277411744299	9.57931131814535e-08	199.58477	"Madagascar"	6
"~age * sex"	"~sex * Time"	"Phi(~age * sex)p(~sex * Time)"	8	568.789805502959	31.9650937664317	6.79213069200196e-08	198.1768	"Madagascar"	6
"~age * sex"	"~Time * age * sex"	"Phi(~age * sex)p(~Time * age * sex)"	12	569.497991736527	32.67328	4.76678261958774e-08	190.37689	"Madagascar"	6
"~age * sex"	"~Quadratic * age"	"Phi(~age * sex)p(~Quadratic * age)"	8	569.757915502959	32.9332037664316	4.18584958653618e-08	199.14491	"Madagascar"	6
"~age * sex"	"~Time"	"Phi(~age * sex)p(~Time)"	6	576.040958823529	39.2162470870024	1.8089980411601e-09	209.60693	"Madagascar"	6
"~age * sex"	"~age + Time"	"Phi(~age * sex)p(~age + Time)"	7	576.939363480826	40.114651744299	1.1543885327744e-09	208.42201	"Madagascar"	6
"~age * sex"	"~age * Time"	"Phi(~age * sex)p(~age * Time)"	8	578.784545502959	41.9598337664316	4.58855370221334e-10	208.17154	"Madagascar"	6
"~age * sex"	"~age + sex"	"Phi(~age * sex)p(~age + sex)"	7	618.552783480826	81.728071744299	0	250.03543	"Madagascar"	6
"~age * sex"	"~sex"	"Phi(~age * sex)p(~sex)"	6	619.911628823529	83.0869170870025	0	253.4776	"Madagascar"	6
"~age * sex"	"~age * sex"	"Phi(~age * sex)p(~age * sex)"	8	620.021305502959	83.1965937664316	0	249.4083	"Madagascar"	6
"~age * sex"	"~age"	"Phi(~age * sex)p(~age)"	6	622.005448823529	85.1807370870024	0	255.57142	"Madagascar"	6
