year,site,nest,easting,northing,found_date,found_time,laying_date,clutch_size,end_date,fate,no_chicks,length1,breadth1,weight1,float1,length2,breadth2,weight2,float2,length3,breadth3,weight3,float3,observer,comments,species
1999,C2,204,,,525,,528,3,-1,-1,-1,32.8,23.6,-1,-1,30.5,24.1,-1,-1,32,23.8,-1,-1,AK,,
1999,C2,205,,,525,,520,3,-1,-1,-1,33.1,23.4,-1,C,34,23.3,-1,B,34,22.6,-1,CD,AK,,
1999,C2,206,,,525,,529,3,-1,-1,-1,32.1,23.3,-1,-1,31.6,23.6,-1,-1,33.7,23.5,-1,-1,AK,,
1999,C2,207,,,525,,523,3,616,HATC,2,-1,-1,-1,B,-1,-1,-1,AB,-1,-1,-1,B,AK,"MEASURES ONLY FROM TWO EGGS, IDS UNKNOWN",
1999,C2,208,,,525,,528,3,620,HATC,3,31.9,23.6,-1,-1,32.2,24.2,-1,-1,33.4,24.3,-1,-1,AK,,
1999,C2,209,,,525,,529,3,622,HATC,3,32.6,23.5,-1,-1,32.2,23.6,-1,-1,33.9,23.6,-1,-1,AK,,
1999,C2,210,,,526,,523,3,616,HATC,3,31.3,23.5,-1,C,31.3,23.8,-1,B,32.5,23.7,-1,B,AK,,
1999,C2,211,,,526,,524,3,-1,-1,-1,32.4,22.3,-1,B,32,22.2,-1,A,32.5,22.5,-1,B,AK,,
1999,C2,212,,,526,,529,3,621,HATC,MIN. 1,32.5,23.1,-1,-1,31.7,23.2,-1,-1,32.9,22.7,-1,-1,AK,,
1999,C2,213,,,526,,519,3,605,PRED,,-1,-1,-1,D,-1,-1,-1,C,-1,-1,-1,D,AK,,
1999,C2,214,,,531,,521,3,-1,HATC,3,30.5,22.7,-1,F,31.1,23.3,-1,F,33,22.2,-1,D,AK,,
1999,C2,216,,,603,,601,3,611,PRED,,-1,-1,-1,B,-1,-1,-1,B,-1,-1,-1,A,AK,,
1999,C2,217,,,606,,606,3,-1,-1,-1,30.8,23.2,-1,-1,30.6,23.4,-1,-1,31.3,22.9,-1,-1,AK,,
1999,C2,218,,,606,,607,3,-1,-1,-1,33.4,22.9,-1,-1,33,22.7,-1,-1,34.8,23,-1,-1,AK,,
1999,C2,219,,,606,,530,3,621,HATC,MIN. 2,33.6,23.1,-1,D,33.7,22.7,-1,D,34.4,22.7,-1,C,AK,,
1999,C2,220,,,607,,530,3,-1,-1,-1,-1,-1,-1,D,-1,-1,-1,D,-1,-1,-1,D,AK,,
1999,C2,221,,,607,,609,3,-1,-1,-1,33.6,23.7,-1,-1,32.6,23.8,-1,-1,33.5,23.8,-1,-1,AK,,
1999,C2,223,,,608,,611,3,-1,-1,-1,31.6,23.3,-1,-1,33.2,23.2,-1,-1,32.4,23.7,-1,-1,AK,,
1999,C2,224,,,616,,614,3,-1,-1,-1,-1,-1,-1,B,-1,-1,-1,AB,-1,-1,-1,B,AK,,
1999,C2,225,,,616,,613,3,-1,-1,-1,31.8,23.2,-1,B,31.9,23.1,-1,C,32.5,22.8,-1,B,AK,,
1999,C2,226,,,616,,-1,3,-1,-1,-1,31.8,23,-1,F,32,22.8,-1,F,32.1,22.7,-1,F,AK,,
1999,C2,227,,,616,,608,3,-1,-1,-1,32.1,23,-1,D,33,22.7,-1,D,31.6,22.3,-1,D,AK,,
1999,C2,228,,,616,,-1,3,621,HATC,3,-1,-1,-1,F,-1,-1,-1,F,-1,-1,-1,F,AK,,
1999,C3,1,,,417,,,3,,,,32.0061,22.786335,,D,32.697,22.93242,,D,31.9074,22.83503,,B,TS,,
1999,C3,4,,,423,,423,3,,,,30.4269,22.64025,,,29.8347,21.325485,,,30.87105,22.1533,,,TS,,
1999,C3,5,,,421,,,3,,,,31.8087,22.64025,,C,33.53595,22.25069,,B,31.2165,22.54286,,C,TS,,
1999,C3,6,,,423,,,3,,,,31.4139,22.34808,,C,31.3152,22.34808,,B,31.85805,22.34808,,B,TS,,
1999,C3,7,,,428,,427,3,,,,30.2295,22.1533,,,29.736,22.494165,,,29.3412,22.05591,,B,TS,,
1999,C3,11,,,426,,426,3,,,,33.3879,22.64025,,,33.684,22.34808,,,33.2892,22.1533,,,TS,,
1999,C3,12,,,428,,,3,,,,31.3152,22.883725,,LF,32.94375,22.54286,,LF,32.2035,22.93242,,LF,TS,,
1999,C3,13,,,428,,,3,,,,31.3152,22.34808,,C,31.2165,22.1533,,C,30.723,22.34808,,C,TS,,
1999,C3,14,,,429,,,3,,,,31.66065,23.51676,,D,32.1048,23.61415,,D,31.71,23.02981,,D,TS,,
1999,C3,15,,,501,,,3,,,,32.9931,23.80893,,C,32.3022,23.51676,,C,31.9074,23.41937,,D,TS,,
1999,C3,16,,,501,,,3,,,,30.9204,22.25069,,D,30.723,22.201995,,D,30.47625,22.1533,,C,TS,,
1999,C3,17,,,501,,425,3,,,,,,,C,,,,C,,,,D,TS,,
1999,C3,18,,,503,,,3,,,,33.0918,21.66635,,D,32.05545,22.1533,,AB,31.3152,22.44547,,B,TS,,
1999,C3,19,,,513,,,3,,,2,32.5983,23.02981,,C,31.8087,22.73764,,C,32.2035,23.32198,,B,TS,,
1999,C3,22,,,526,,514,3,,,,33.5853,23.41937,,LF,33.5853,23.22459,,LF,33.4866,22.786335,,LF,TS,,
1999,C3,23,,,531,,,3,,,,32.2035,23.22459,,D,31.3152,22.688945,,D,32.4996,22.54286,,C,TS,,
1999,C3,25,,,608,,,3,,,,32.4996,23.41937,,LF,31.9074,23.32198,,LF,32.4996,23.22459,,LF,TS,,
1999,C3,26,,,608,,,3,,,,30.3282,22.981115,,D,32.2035,22.494165,,D,30.5256,22.299385,,D,TS,,
1999,C3,27,,,610,,,3,,,,32.697,23.468065,,SF,33.1905,22.981115,,SF,32.2035,23.32198,,SF,TS,,
1999,C3,28,,,610,,,3,,,,33.4866,23.02981,,LF,32.2035,22.83503,,LF,32.2035,22.83503,,LF,TS,,
1999,C3,29,,,610,,,3,,,,32.0061,23.90632,,LF,31.9074,23.71154,,LF,32.5983,23.1272,,LF,TS,,
1999,D1,1,,,414,,415,3,-1,PRED,,30.5,21.4,-1,-1,30.9,22.3,-1,-1,30.5,21.6,-1,-1,AK,,
1999,D1,2,,,414,,411,3,423,PRED,,-1,-1,-1,B,-1,-1,-1,C,-1,-1,-1,B,AK,,
1999,D1,3,,,414,,-1,3,417,PRED,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,AK,,
1999,D1,4,,,414,,412,3,510,HATC,3,33.1,22.2,-1,B,31.7,22.2,-1,B,33,21.6,-1,B,AK,,
1999,D1,5,,,414,,419,3,517,FAILED,,31.6,22.6,-1,-1,31.6,22.7,-1,-1,31.5,22.5,-1,-1,AK,,
1999,D1,6,,,416,,413,3,419,PRED,,-1,-1,-1,C,-1,-1,-1,B,-1,-1,-1,B,AK,,
1999,D1,8,,,419,,420,3,516,HATC,3,31.3,22.4,-1,-1,31.9,22.9,-1,-1,31.9,22.4,-1,-1,AK,,
1999,D1,9,,,422,,425,3,520,HATC,3,29.8,22.4,-1,-1,30.8,22,-1,-1,30.7,21.8,-1,-1,AK,,
1999,D1,11,,,425,,423,3,509,PRED,,-1,-1,-1,B,-1,-1,-1,B,-1,-1,-1,B,AK,,
1999,D1,12,,,425,,422,3,510,PRED,,32.1,23,-1,C,32.2,23.1,-1,B,31.8,23.3,-1,B,AK,,
1999,D1,13,,,427,,430,2,523,HATC,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,AK,,
1999,D1,15,,,427,,430,3,-1,-1,-1,32.4,22.1,-1,-1,33.5,22.5,-1,-1,33.4,22.1,-1,-1,AK,,
1999,D1,18,,,428,,427,3,-1,PPRED,-1,30.8,22.1,-1,AB,30.9,22.3,-1,B,31.3,22.4,-1,AB,AK,,
1999,D1,20,,,513,,514,3,525,PRED,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,AK,,
1999,D1,21,,,515,,518,3,611,HATC,MIN. 1,30.6,23,-1,-1,31.4,23.2,-1,-1,32.5,22.9,-1,-1,AK,,
1999,D1,22,,,515,,514,3,524,PRED,,-1,-1,-1,AB,-1,-1,-1,A,-1,-1,-1,AB,AK,,
1999,D1,23,,,520,,-1,,523,PRED,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,AK,,
1999,D1,24,,,520,,513,3,521,PRED,,-1,-1,-1,D,-1,-1,-1,C,-1,-1,-1,D,AK,,
1999,D1,28,,,526,,524,3,-1,-1,-1,-1,-1,-1,B,-1,-1,-1,B,-1,-1,-1,A,AK,,
1999,D2,2,,,414,,417,3,501,PRED,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,AK,,
1999,D2,3,,,414,,409,3,418,PRED,,-1,-1,-1,C,-1,-1,-1,C,-1,-1,-1,C,AK,,
1999,D2,4,,,414,,412,3,419,PRED,,-1,-1,-1,B,-1,-1,-1,B,-1,-1,-1,B,AK,,
1999,D2,5,,,414,,412,3,510,PRED,,33.4,23.2,-1,B,31.9,23.3,-1,B,32.9,23.6,-1,B,AK,,
1999,D2,8,,,414,,415,3,422,PRED,,32,23.3,-1,-1,33.3,23.6,-1,-1,31.4,23.4,-1,-1,AK,,
1999,D2,9,,,415,,409,3,421,PRED,,30.5,22.6,-1,C,30,22.8,-1,C,29.6,22.3,-1,D,AK,,
1999,D2,19,,,418,,422,3,509,PRED,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,AK,,
1999,D2,21,,,419,,417,3,510,HATC,3,31.5,23.7,-1,AB,32.1,23.9,-1,B,32.8,23.3,-1,B,AK,,
1999,D2,25,,,427,,430,3,512,PRED,,33.2,22.8,-1,-1,32.2,22.2,-1,-1,33.1,22.3,-1,-1,AK,,
1999,D2,26,,,427,,427,3,510,PRED,,32,22.6,-1,AB,32.6,23,-1,A,32.8,23.2,-1,A,AK,,
1999,D2,28,,,427,,425,3,509,PRED,,33,22.8,-1,B,31.9,22.3,-1,AB,31.9,22.6,-1,B,AK,,
1999,D2,31,,,427,,430,3,509,PRED,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,AK,,
1999,D2,33,,,427,,430,3,513,PRED,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,AK,,
1999,D2,34,,,427,,430,3,514,PRED,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,AK,,
1999,D2,36,,,427,,425,3,519,HATC,3,31.2,21.8,-1,C,32.12,22,-1,B,31.6,21.1,-1,B,AK,FLOATED ON 428,
1999,D2,38,,,428,,426,3,509,PRED,,32.7,22.8,-1,B,33.1,22.5,-1,B,33.4,22.4,-1,B,AK,,
1999,D2,39,,,430,,427,3,521,HATC,MIN. 2,30.8,21.9,-1,AB,32.5,22.5,-1,C,31.6,22.3,-1,B,AK,,
1999,D2,40,,,502,,429,3,513,PRED,,-1,-1,-1,B,-1,-1,-1,C,-1,-1,-1,B,AK,,
1999,D2,41,,,505,,429,3,-1,-1,-1,-1,-1,-1,F,-1,-1,-1,C,-1,-1,-1,B,AK,,
1999,D2,43,,,507,,430,3,523,HATC,-1,32.5,22.7,-1,D,33.1,22.8,-1,D,32.2,22.8,-1,C,AK,,
1999,D2,44,,,507,,506,3,530,PRED,,29.8,22.4,-1,AB,30.6,22.8,-1,A,29.9,22.5,-1,B,AK,,
1999,D2,45,,,507,,507,3,513,PRED,,-1,-1,-1,AB,-1,-1,-1,A,-1,-1,-1,A,AK,,
1999,D2,47,,,510,,508,3,513,PRED,,-1,-1,-1,B,-1,-1,-1,B,-1,-1,-1,B,AK,,
1999,D2,48,,,510,,512,3,519,PRED,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,AK,,
1999,D2,49,,,510,,-1,3,518,HATC,3,-1,-1,-1,F,-1,-1,-1,F,-1,-1,-1,F,AK,,
1999,D2,50,,,513,,514,3,518,PRED,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,AK,,
1999,D2,51,,,515,,512,3,-1,-1,-1,32.1,22.6,-1,B,32.3,22.4,-1,C,31.5,22.1,-1,B,AK,,
1999,D2,52,,,515,,504,3,-1,ABAN,,31,22.4,-1,F,31.5,22.4,-1,F,31.7,22.7,-1,E,AK,,
1999,D2,54,,,516,,-1,3,-1,HATC,3,32.2,23.6,-1,F,31.5,23.6,-1,F,33.2,22.3,-1,F,AK,,
1999,D2,55,,,516,,-1,3,-1,-1,-1,34.9,22.8,-1,F,33.1,22.9,-1,F,34.7,23,-1,F,AK,,
1999,D2,56,,,517,,514,3,529,PRED,,31.5,22.6,-1,B,31.5,22.7,-1,C,31.9,22.4,-1,B,AK,,
1999,D2,58,,,519,,515,3,524,PRED,,-1,-1,-1,C,-1,-1,-1,B,-1,-1,-1,C,AK,,
1999,D2,59,,,519,,522,3,612,-1,-1,32.6,23,-1,-1,32.4,22.7,-1,-1,33,22.6,-1,-1,AK,,
1999,D2,60,,,519,,517,3,531,PRED,,-1,-1,-1,B,-1,-1,-1,B,-1,-1,-1,B,AK,,
1999,D2,61,,,519,,517,3,528,PRED,,-1,-1,-1,B,-1,-1,-1,B,-1,-1,-1,B,AK,,
1999,D2,62,,,519,,518,3,612,-1,-1,34,22.9,-1,A,33.1,23.3,-1,AB,33.4,22.8,-1,B,AK,,
1999,D2,64,,,520,,522,3,612,-1,-1,32,23.3,-1,-1,31.2,23.1,-1,-1,31.5,23.1,-1,-1,AK,,
1999,D2,65,,,520,,522,3,612,-1,-1,32.4,23.4,-1,-1,32,23.6,-1,-1,32.7,22.5,-1,-1,AK,,
1999,D3,1,,,501,,421,3,,,,,,,D,,,,D,,,,D,IS,,
1999,D3,2,,,506,,503,3,,,,31.4139,23.1272,,B,31.4139,22.786335,,D,32.2035,22.73764,,D,IS,,
1999,D3,3,,,506,,426,3,,,,,,,F,,,,D,,,,D,IS,,
1999,D3,4,,,501,,428,3,,,,,,,B,,,,C,,,,D,IS,,
1999,D3,6,,,604,,,3,,,,30.6243,22.54286,,SF,30.4269,22.007215,,SF,29.9334,21.812435,,SF,TS,,
2000,C1,1,,,525,,525,2,605,Pred,,30.1,22.5,,A,29.7,22.6,,,,,,,IS,found with one egg,
2000,C1,2,,,525,,522,3,529,Pred,,33,23,,AB,33.3,22.9,,B,33.9,22,,B,IS,,
2000,C1,3,,,525,,525,3,606,Pred,,31.4,24.1,,A,31.5,24.5,,A,30,24.6,,B,IS,,
2000,C1,4,,,526,,523,3,,,,33.2,23.2,,B,33,23.5,,B,32.5,23.1,,B,IS,,
2000,C1,5,,,527,,524,3,529,Pred,,32.3,22.9,,B,35.6,25.3,,C,31.2,22.9,,B,IS,,
2000,C1,6,,,615,,608,3,617,Aband,,33.1,22.9,,C,31.6,22.8,,C,31,22.6,,C,IS,,
2000,C1,7,,,616,,616,3,,,,32.3,23.2,,A,32,23.2,,B,31.9,23.5,,B,IS,,
2000,C1,8,,,616,,615,3,,,,30.3,24.2,,AB,31.4,23.9,,A,28.7,25.1,,AB,IS,,
2000,C2,1,,,520,,513,3,603,Pred,,34.8,22.2,,D,32.3,22.6,,C,34.5,22.3,,C,IS,K-C,
2000,C2,2,,,520,,<506,2,602,Hatch,2,31.6,23.4,,F,32.5,22.8,,F,,,,,IS,,
2000,C2,3,,,521,,,3,524,Pred,,,,,,,,,,,,,,IS,,
2000,C2,4,,,521,,<507,2,602,Flood,,29.9,22.5,,F,28.7,23.3,,F,,,,,IS,,
2000,C2,5,,,521,,,1,524,Aband,,,,,,,,,,,,,,IS,,
2000,C2,6,,,521,,,3,524,Aband,,,,,,,,,,,,,,IS,,
2000,C2,7,,,521,,518,3,605,Pred,,31.4,22.6,,C,33,22.4,,B,32.4,22,,C,IS,,
2000,C2,8,,,521,,511,3,601,Pred,,32.1,23.1,,F,32.8,23.3,,D,33.5,23.5,,F,IS,K-C,
2000,C2,9,,,522,,522,3,,,,32,22.9,,A,31,22.9,,,31.5,22.9,,,IS,,
2000,C2,10,,,522,,522,3,611,Hatch,3,30.9,23.3,,C,31.6,23.6,,B,31.4,23.2,,C,IS,K-R,
2000,C2,11,,,522,,,1,525,Aband,,,,,,,,,,,,,,IS,found with one egg,
2000,C2,12,,,522,,515,3,531,Pred,,31.7,21.7,,F,31.3,22,,C,32.8,21.8,,D,IS,,
2000,C2,13,,,524,,524,3,614,Pred,,31.3,23.1,,B,31.4,23.5,,A,31.8,23.7,,A,IS,K-K,
2000,C2,14,,,524,,531,3,,,,30.4,22.6,,A,30.5,22.9,,,29.8,22.7,,,IS,found with one egg,
2000,C2,15,,,524,,524,1,526,Pred,,31.6,22.5,,A,,,,,,,,,IS,found with one egg,
2000,C2,16,,,524,,521,2,525,Pred,,32.4,22.3,,B,33.4,22.4,,B,,,,,IS,found with two egg,
2000,C2,17,,,524,,521,2,614,Hatch,2,31.7,22.2,,A,32.5,22.5,,B,,,,,IS,,
2000,C2,18,,,525,,524,3,608,Pred,,30.5,23.3,,B,30.5,23.2,,AB,30.3,22.9,,B,IS,,
2000,C2,19,,,525,,511,3,531,Pred,,30.8,22.2,,F,30.9,21.9,,F,30.5,21.9,,F,IS,K-R,
2000,C2,20,,,526,,,3,611,Hatch,3,31.6,22.3,,F,30.2,23,,D,31.7,22.9,,B,IS,K-K,
2000,C2,21,,,527,,531,3,,,,29.9,22.5,,A,31.1,22.7,,,30.3,22.9,,,IS,found with one egg,
2000,C2,22,,,602,,530,3,608,Pred,,30.9,22.7,,B,31.2,23.4,,B,31.5,23.5,,B,IS,,
2000,C2,23,,,602,,602,3,,,,31.7,22.6,,B,31.9,22.4,,AB,33.4,22.6,,A,IS,K-R,
2000,C2,24,,,602,,531,3,,,,31.4,22.4,,C,30.8,22.7,,B,31.1,22.2,,B,IS,K-C,
2000,C2,25,,,603,,531,2,612,Pred,,32.9,22.9,,C,32.5,22.3,,B,,,,,IS,,
2000,C2,26,,,603,,531,3,,,,33.2,22.6,,B,31.5,22,,C,31.8,22.5,,C,IS,K-K,
2000,C2,27,,,603,,524,3,606,Aband,,29.5,22.4,,D,30,22.3,,D,30,22.6,,C,IS,,
2000,C2,28,,,603,,531,3,,,,30.5,23,,B,30.7,22.5,,C,30.5,22.7,,B,IS,K-R,
2000,C2,29,,,603,,531,3,,,,30.4,23.1,,B,32,23,,C,31,22.8,,B,IS,,
2000,C2,30,,,603,,605,3,,,,31.2,23,,B,31.3,23.6,,B,31.6,23.4,,,IS,found with two egg,
2000,C2,31,,,605,,602,3,606,Pred,,30.4,22.6,,B,31.3,23.2,,C,31,23,,C,IS,,
2000,C2,32,,,605,,529,3,608,Pred,,33.5,23,,C,33.1,22.8,,C,33.2,23.2,,D,IS,,
2000,C2,33,,,605,,,1,608,Pred,,30.6,23.7,,A,,,,,,,,,IS,found with one egg,
2000,C2,34,,,606,,603,3,,,,31.7,22.8,,B,31.5,23,,B,32.3,22.9,,B,IS,,
2000,C2,35,,,609,,602,3,,,,32.4,22.6,,D,32.6,22.4,,C,33.1,22.6,,C,IS,K-C,
2000,C2,36,,,609,,606,3,,,,31,22.9,,B,30.4,22.6,,B,30.9,23.1,,B,IS,,
2000,C2,37,,,609,,614,3,616,Pred,,33.5,22.8,,A,32.9,22.8,,,32.3,23.3,,,IS,,
2000,C2,38,,,609,,612,3,,,,31,22.3,,A,31.3,22.6,,,30.6,22.8,,,IS,found with one egg,
2000,C2,39,,,609,,602,3,,,,30.9,23.2,,D,32,23.1,,C,31.9,23.3,,C,IS,K-R,
2000,C2,40,,,609,,612,3,618,Pred,,31.5,22.9,,A,32.8,22.6,,,32,23,,,IS,,
2000,C2,41,,,609,,606,1,,,,32.3,23,,B,,,,,,,,,IS,,
2000,C2,42,,,609,,606,2,618,Pred,,32,23.4,,B,32.4,23.5,,E,,,,,IS,,
2000,C2,43,,,609,,606,3,,,,31.4,22.9,,B,32.1,22.3,,B,30.8,22.8,,B,IS,,
2000,C2,44,,,609,,525,3,619,Hatch,3,31.8,22.8,,F,31.6,22.6,,F,31.9,22.8,,F,IS,K-K,
2000,C2,45,,,609,,606,2,,,,29.7,23.1,,B,31.8,22.9,,B,,,,,IS,,
2000,C2,46,,,610,,614,3,619,Pred,,31.9,24.1,,A,30.9,23.9,,,30.8,23.5,,,IS,,
2000,C2,47,,,612,,616,3,,,,31.9,23.4,,A,34,23.3,,,33.8,23.2,,,IS,,
2000,C2,48,,,615,,,1,,,,30,23,,A,,,,,,,,,IS,,
2000,C2,49,,,615,,,1,,,,30,23,,A,,,,,,,,,IS,,
2000,C2,50,,,616,,,1,618,Pred,,31.6,22.2,,A,,,,,,,,,IS,,
2000,C2,51,,,616,,618,2,,,,35,23.7,,A,35,23,,B,,,,,IS,,
2000,C3,1,,,520,,,1,525,Pred,,,,,,,,,,,,,,IS,,
2000,C3,2,,,520,,517,3,527,Pred,,31.3,22.7,,B,30.8,22.9,,B,29.7,22.9,,B,IS,,
2000,C3,3,,,524,,521,3,529,Pred,,32,23,,B,30.2,22.6,,B,31.6,22.8,,B,IS,,
2000,C3,4,,,603,,531,3,606,Pred,,31.4,22.4,,D,30.4,22.5,,C,31.8,22.4,,B,IS,,
2000,C3,5,,,603,,520,3,609,Pred,,30.6,22.3,,F,31.3,22.2,,F,31.1,22.2,,F,IS,,
2000,C3,6,,,603,,,2,609,Pred,,31.8,23,,A,29.3,23,,B,,,,,IS,found with two egg,
2000,C3,7,,,605,,605,3,616,Pred,,32.7,23.6,,A,29.8,23.6,,B,31,23.5,,AB,IS,,
2000,C3,8,,,605,,602,3,,,,32.7,22.9,,C,32.3,23.1,,B,32.7,22.9,,B,IS,,
2000,C3,9,,,606,,606,3,,,,32.9,23.8,,B,31.9,23.2,,AB,32.6,23.5,,A,IS,,
2000,C3,10,,,606,,608,3,,,,32.2,22.7,,B,32.4,22.9,,B,32.1,22.7,,,IS,found with two egg,
2000,C3,11,,,606,,603,3,608,Pred,,29.8,22.4,,B,31.9,22.7,,B,33.3,22.5,,B,IS,,
2000,C3,12,,,610,,,1,612,Pred,,35,22.8,,A,,,,,,,,,IS,,
2000,C3,13,,,610,,609,3,616,Pred,,33.9,23.1,,AB,32.9,22.8,,AB,34,23.2,,B,IS,,
2000,C3,14,,,614,,,2,615,Pred,,34.4,23,,A,31.2,22.6,,B,,,,,IS,,
2000,C3,15,,,616,,,2,617,Pred,,,,,,,,,,,,,,IS,,
2000,C3,16,,,616,,525,3,619,Hatch,2,32.7,23.8,,F,32.7,23.8,,F,33.3,23.6,,F,IS,K-K,
2000,C3,17,,,619,,616,3,,,,31.7,22.2,,B,30,22.7,,B,34.2,22.8,,C,IS,,
2000,D1,101,,,525,,506,3,531,Hatch,3,30.8,22.6,,F,30.9,22.2,,F,30.7,22.1,,F,IS,K-C,
2000,D1,102,,,525,,531,3,605,Pred,,31,23.5,,A,30.6,23.6,,,31.2,23.6,,,IS,found with one egg,
2000,D1,103,,,525,,510,2,605,Hatch,2,32.8,22.9,,F,31.9,22.4,,F,,,,,IS,,
2000,D1,104,,,527,,<513,3,531,Pred,,33.1,22.5,,F,32.5,22.4,,F,33.9,22.4,,F,IS,,
2000,D1,105,,,531,,,1,601,Pred,,30.6,22.8,,A,,,,,,,,,IS,found with one egg,
2001,A,1,,,515,,,2,518,,,30.7,22.7,,F,30.4,22.5,,D,,,,,OK,,
2001,A,2,,,515,,,3,524,,,32.4,22.9,,D,31.3,23.4,,D,32.6,23.3,,D,OK,,
2001,A,3,,,518,,,3,630,FAILED,,33,23,,D,32.6,22.9,,F,32.7,23.3,,D,OK,"3/2 was broken,failed.have seen19.6.2001the tile of the egg.think hatched",
2001,A,4,,,518,,,2,609,,,31.5,22.8,,B,32.4,22.5,,C,,,,,OK,,
2001,A,5,,,524,,,3,609,,,32.8,23.4,,D,31.5,22.8,,D,31.7,22.9,,D,OK,,
2001,A,6,,,524,,,3,704,FAILED,,33.6,22.7,,AB,33.8,22.9,,B,33.2,22.8,,C,OK,,
2001,A,7,,,602,,,2,619,,,32.4,22.7,,AB,31.9,22.3,,AB,,,,,OK,,
2001,A,8,,,609,,,2,619,,,32.1,22.7,,D,32.4,22.4,,D,,,,,OK,,
2001,B,1,,,517,,,3,518,,,32,23.3,,F,31.5,23.8,,F,31.9,23.6,,F,OK,,
2001,B,2,,,518,,,3,602,,,31.9,22.5,,C,32.6,22.8,,C,31.9,22.2,,C,OK,9.6.2001the nest was crushed.,
2001,B,3,,,524,,,3,602,PREDATOR,,32.3,22.4,,E,32,22.8,,E,32.5,22.6,,E,OK,,
2001,B,4,,,524,,,2,602,,,33.4,22.8,,D,32.7,22.5,,D,,,,,OK,,
2001,B,5,,,615,,,2,619,,,31.8,22.6,,E,30.5,22.5,,E,,,,,OK,,
2001,B,6,,,615,,,3,619,,,31.9,22.8,,E,32.7,22.9,,D,32,22.4,,D,OK,,
2001,B,7,,,704,,,1,,,,31.8,22.5,,AB,,,,,,,,,OK,,
2001,B,8,,,704,,,3,,,,32.2,22.9,,AB,32.5,22.4,,B,32.7,22.2,,B,OK,,
2001,C,1,,,503,,,3,517,,,30.9,22.3,,F,30.6,21.4,,F,32.3,22.3,,F,OK,,
2001,C,2,,,503,,,3,517,,,34,23.1,,D,34.3,23,,D,33.7,22.4,,D,OK,,
2001,C,3,,,518,,,3,523,,,31.5,22.9,,D,30.6,22.5,,D,32.4,22.9,,D,OK,,
2001,C,4,,,518,,,2,608,,,31,23.3,,AB,32,23,,E,,,,,OK,,
2001,C,5,,,518,,,3,614,,1,30.4,22.6,,AB,30.5,23,,D,31.3,22.7,,AB,OK,5/1 HATCHED.5/2 PREDATOR,
2001,C,6,,,523,,,1,608,FAILED,,30.8,23.2,,,,,,,,,,,OK,,
2001,C,7,,,523,,,2,608,,,33.3,23.8,,AB,33.4,23.7,,A,,,,,OK,,
2001,C,8,,,523,,,3,608,,,33,23,,C,32,22.5,,C,33.5,21.8,,D,OK,,
2001,C,9,,,523,,,3,620,,,31,22.8,,A,31.5,23,,D,30.5,22.6,,E,OK,,
2001,C,10,,,523,,,3,608,,,30,23.3,,E,29.8,22,,E,31.4,23,,E,OK,,
2001,C,11,,,614,,,3,620,,,33.6,23.9,,B,33.1,23.8,,C,33.1,23,,D,OK,,
2001,C,12,,,614,,,3,629,HATCHED,,30.4,22.5,,D,31.6,22,,D,31,22,,D,OK,12/2WAS THERE AND 1 CH?CK,
2001,C,13,,,620,,,3,705,HATCHED,3,31.8,23.8,,F,31.6,23.7,,F,31.8,24.2,,F,OK,,
2001,C,14,,,629,,,3,706,,,32,23.3,,F,31.5,23.4,,E,31,23,,F,OK,,
2001,D,1,,,503,,,1,517,,,29.7,22.8,,F,,,,,,,,,OK,,
2001,D,2,,,503,,,2,523,,,30.9,22.6,,B,30.3,23,,AB,31,22.6,,E,OK,,
2001,D,3,,,503,,,1,517,,,29.8,21.6,,F,,,,,,,,,OK,,
2001,D,4,,,503,,,1,517,,,30.7,22.5,,C,,,,,,,,,OK,,
2001,D,5,,,517,,,3,523,,,31.9,23,,F,32,23.7,,F,31.2,23.7,,F,OK,,
2001,D,6,,,517,,,1,518,FAILED,,32.5,23.6,,B,,,,,,,,,OK,,
2001,D,7,,,517,,,3,523,PREDATOR,,32.9,23.8,,E,31.8,23.2,,D,32.7,23.4,,E,OK,,
2001,D,8,,,517,,,2,608,,,33.4,23.8,,C,32.8,23.2,,D,,,,,OK,,
2001,D,9,,,517,,,1,523,HATCHED,1,32.4,23.5,,A,,,,,,,,,OK,,
2001,D,10,,,517,,,3,608,,,30.6,23.2,,AB,31,22,,B,30.8,23,,D,OK,,
2001,D,11,,,517,,,2,614,HATCHED,,31.5,22.7,,F,32.9,22.9,,F,,,,,OK,23.5.2001there is a chick,
2001,D,12,,,517,,,3,629,PREDATOR,1,31.4,22.9,,D,30.9,22.7,,D,31.5,23.3,,D,OK,,
