year,site,nest,exp,type,manip,laying_date,hatching_date,male,female,parent1,parent2,parent3,chick1,chick2,chick3,species,comments
1996,A,-7,U,,U,,,,,,,,85554,,,,
1996,A,-6,U,,U,,,,83580,,,,83952,83953,83954,,
1996,A,-5,ParCare,602,MC,,602,83873,83874,,,,83875,83876,83877,,
1996,A,-4,U,,U,,,,,,,,83687,,,,
1996,A,-3,U,,U,,,,,,,,83673,83674,,,
1996,A,-2,U,,U,,,,,,,,83670,83671,83672,,
1996,A,-1,U,,U,,,,83342,,,,83343,83344,83345,,
1996,A,1,ParCare,504,BC,,504,83614,83616,,,,83611,83612,83615,,
1996,A,6,ParCare,510,FC,,510,83665,83666,,,,83667,83668,83669,,
1996,A,12,ParCare,519,BC,,519,83765,83761,,,,83762,83763,83764,,
1996,A,14,ParCare,516,MC,,516,83751,83752,,,,83753,83754,83755,,
1996,A,19,U,,U,,,83617,83613,,,,83618,83619,83620,,
1996,A,27,ParCare,523,FC,,523,83778,83779,,,,83777,83780,83781,,
1996,A,41,ParCare,525,MC,,525,83796,83795,,,,83793,83797,83798,,
1996,A,48,,,,,,83665,83342,,,,,,,,
1996,A,50,ParCare,623,MC,,623,85511,85515,,,,85512,85513,85514,,
1996,A,54,ParCare,604,BC,,604,83884,83881,,,,83883,83885,83886,,
1996,A,55,ParCare,613,MC,,613,83920,83921,,,,83922,83923,83924,,
1996,A,57,ParCare,611,BC,,611,83901,83900,,,,83902,83903,83904,,
1996,A,59,ParCare,608,FC,,608,83896,83894,,,,83892,83893,83895,,
1996,A,62,U,,U,,,,,,,,83937,,,,
1996,A,63,U,,U,,,,,,,,85517,,,,
1996,A,66,U,,U,,,83765,83761,,,,85537,,,,
1996,A,580,U,,U,,,,,,,,83938,83939,,,
1996,B,-20,U,,U,,,83979,,,,,83968,83969,83970,,
1996,B,-19,U,,U,,,,85538,,,,,,,,
1996,B,-18,U,,U,,,,,,,,85570,,,,
1996,B,-17,U,,U,,,,,,,,85569,,,,
1996,B,-16,U,,U,,,,,,,,85568,,,,
1996,B,-15,U,,U,,,,,,,,85567,,,,
1996,B,-14,U,,U,,,,,,,,85566,,,,
1996,B,-13,U,,U,,,,,,,,85564,85565,,,
1996,B,-12,U,,U,,,,,,,,85557,,,,
1996,B,-11,U,,U,,,,,,,,85556,,,,
1996,B,-10,U,,U,,,,,,,,85555,,,,
1996,B,-9,U,,U,,,83696,,,,,85543,85544,,,
1996,B,-8,U,,U,,,,,,,,85535,,,,
1996,B,-7,U,,U,,,,,,,,83572,,,,
1996,B,-6,ParCare,606,FC,,531,83887,83888,,,,83889,83890,83891,,
1996,B,-5,U,,U,,,,,,,,83878,83879,83880,,
1996,B,-4,U,,U,,,,,,,,83871,83872,,,
1996,B,-3,ParCare,520,BC,,519,83770,83771,,,,83766,83767,83769,,
1996,B,-2,ParCare,515,MC,,510,83696,83697,,,,83698,83699,83700,,
1996,B,-1,U,,U,,,,,,,,83675,83676,,,
1996,B,1,MateRem,416,MR,411,,83551,83552,,,,,,,,
1996,B,12,U,,U,,,,83328,,,,,,,,
1996,B,31,MateRem,419,FR,410,,83331,83329,,,,,,,,
1996,B,39,MateRem,421,MR,417,,83561,83560,,,,,,,,
1996,B,50,MateRem,424,FR,415,,83335,83334,,,,,,,,
1996,B,52,MateRem,426,MR,416,,83562,83336,,,,,,,,
1996,B,60,ParCare,504,FC,428,504,83606,83607,,,,83608,83609,83610,,
1996,B,70,,,,,524,,,,,,83807,83808,83809,,
1996,B,80,MateRem,505,MR,501,,83577,83576,,,,,,,,
1996,B,83,U,,U,504,,83591,83329,,,,,,,,
1996,B,88,MateRem,508,FR,430,,83579,83580,,,,,,,,
1996,B,96,MateRem,510,FR,504,,83586,83587,,,,,,,,
1996,B,97,U,,U,507,,83551,,,,,,,,,
1996,B,102,MateRem,512,FR,505,,83679,83590,,,,,,,,
1996,B,119,MateRem,514,FR,513,,83595,83594,,,,,,,,
1996,B,132,MateRem,520,FR,508,,83801,83802,,,,,,,,
1996,B,137,U,,U,519,,83331,83552,,,,,,,,
1996,B,138,U,,U,519,613,83551,83813,,,,,,,,
1996,B,141,U,,U,,,83882,,,,,,,,,
1996,B,144,U,,U,521,,83562,83816,,,,,,,,
1996,B,145,MateRem,522,MR,519,,83803,83804,,,,,,,,
1996,B,147,ParCare,614,BC,520,614,83926,83815,,,,83925,83927,83928,,
1996,B,160,MateRem,529,FR,525,,83817,83818,,,,,,,,
1996,B,170,MateRem,603,FR,526,,83823,83821,,,,,,,,
1996,B,176,U,,U,513,607,83820,83334,,,,83826,83827,,,
1996,B,177,U,,U,603,,83606,83846,,,,,,,,
1996,B,180,U,,U,602,,83577,,,,,,,,,
1996,B,183,U,,U,604,702,83803,83843,,,,,,,,
1996,B,187,MateRem,608,MR,531,,83832,83831,,,,,,,,
1996,B,196,U,,U,608,,83839,83818,,,,,,,,
1996,B,202,U,611,U,608,,83335,,,,,,,,,
1996,B,213,U,,U,,,,83644,,,,83637,83638,,,
1996,B,214,U,,U,,,,,,,,83603,83604,83605,,
1996,B,217,U,,U,,,,,,,,83639,83640,83641,,
1996,B,218,MateRem,502,MR,428,,83346,83347,,,,,,,,
1996,B,222,U,,U,,,,,,,,83654,83655,83656,,
1996,B,223,U,,U,,,83856,,,,,83799,83800,83851,,
1996,B,225,ParCare,522,MC,,522,83774,83775,,,,83772,83773,83776,,
1996,B,226,ParCare,508,FC,,508,83652,83653,,,,83649,83650,83651,,
1996,B,238,U,,U,,,,,,,,83788,83794,,,
1996,B,247,ParCare,524,BC,,524,83784,83785,,,,83782,83786,83787,,
1996,B,248,U,,U,,,83591,83329,,,,,,,,
1996,B,251,ParCare,618,FC,,618,83960,83957,,,,83956,83958,83959,,
1996,B,255,MateRem,611,MR,603,,83841,83840,,,,,,,,
1996,B,256,U,,U,,,83774,83898,,,,85521,85524,,,
1996,B,257,U,,U,,,83825,,,,,,,,,
1996,B,260,ParCare,611,MC,,611,83905,83906,,,,83907,83908,83909,,
1996,B,261,MateRem,613,FR,601,,,83845,,,,,,,,
1996,B,266,ParCare,628,FC,,628,85528,85527,,,,85529,85530,85531,,
1996,B,268,U,,U,,,83897,83616,,,,,,,,
1996,B,270,ParCare,615,FC,,615,83936,83933,,,,83929,83934,83935,,
1996,B,271,U,,U,,,,,,,,83955,,,,
1996,B,273,U,,U,608,,,83587,,,,,,,,
1996,B,274,U,,U,,,,,,,,83961,83962,,,
1996,B,275,U,,U,,,,85518,,,,85519,85520,,,
1996,B,276,U,,U,,,83971,83607,,,,,,,,
1996,B,277,ParCare,622,BC,,622,85502,83977,,,,83978,85501,85503,,
1996,B,279,U,,U,,,,85522,,,,85523,85525,,,
1996,B,280,U,,U,607,702,83562,,,,,85532,85533,85534,,
1996,B,281,U,,U,,,,85526,,,,,,,,
1996,B,282,U,,U,,,85540,85539,,,,85541,,,,
1996,B,305,MateRem,613,FR,608,,83985,83844,,,,,,,,
1996,B,306,ParCare,617,MC,,617,83950,83951,,,,83948,83949,83980,,
1996,B,309,ParCare,611,FC,,611,83911,83910,,,,83912,83913,83914,,
1996,B,312,U,,U,610,,,83590,,,,,,,,
1996,B,323,MateRem,616,MR,609,,83981,83990,,,,,,,,
1996,B,330,U,,U,616,,83984,83804,,,,,,,,
1996,C,-8,U,,U,,,,83567,,,,85571,,,,
1996,C,-7,U,,U,,,,,,,,85563,,,,
1996,C,-6,U,,U,,,,,,,,85560,,,,
1996,C,-5,U,,U,,,,,,,,85559,,,,
1996,C,-4,U,,U,,,,,,,,85558,,,,
1996,C,-3,U,,U,,,,,,,,83899,,,,
1996,C,-2,U,,U,,,83684,,,,,83678,83685,83686,,
1996,C,-1,U,,U,,,,,,,,83340,83341,,,
1996,C,4,MateRem,416,FR,408,,83554,83553,,,,,,,,
1996,C,23,MateRem,417,MR,415,,83555,83822,,,,,,,,
1996,C,25,MateRem,419,FR,413,,83559,83558,,,,,,,,
1996,C,42,MateRem,503,FR,424,,83569,83570,,,,,,,,
1996,C,43,MateRem,428,FR,423,,83339,83565,,,,,,,,
1996,C,44,MateRem,501,FR,424,,83566,83567,,,,,,,,
1996,C,45,MateRem,504,MR,424,,83574,83575,,,,,,,,
1996,C,54,MateRem,426,MR,423,,83563,83564,,,,,,,,
1996,C,65,MateRem,509,MR,430,,83581,83582,,,,,,,,
1996,C,66,MateRem,509,FR,430,,83584,83583,,,,,,,,
1996,C,68,MateRem,511,MR,430,,83589,83588,,,,,,,,
1996,C,78,U,,U,501,,83578,83553,,,,,,,,
1996,C,93,MateRem,513,MR,506,,83593,83592,,,,,,,,
1996,C,128,MateRem,524,MR,515,,83805,83806,,,,,,,,
1996,C,133,U,,U,512,,83563,83570,,,,,,,,
1996,C,134,MateRem,518,MR,517,,83598,83597,,,,,,,,
1996,C,146,MateRem,526,FR,520,,83811,83812,,,,,,,,
1996,C,162,U,,U,528,,83563,83570,,,,,,,,
1996,C,167,U,,U,531,627,83555,83623,,,,83992,83993,,,
1996,C,168,U,,U,531,625,83598,83829,,,,83989,,,,
1996,C,186,U,,U,605,,83593,,,,,,,,,
1996,C,188,U,,U,606,701,83805,83812,,,,83999,,,,
1996,C,190,MateRem,608,MR,607,,83833,83830,,,,,,,,
1996,C,191,MateRem,610,MR,605,,83835,83836,,,,,,,,
1996,C,194,U,,U,,,83561,,,,,,,,,
1996,C,197,U,,U,610,,83563,83570,,,,,,,,
1996,C,198,MateRem,612,FR,608,,83983,83842,,,,,,,,
1996,C,199,U,,U,607,629,83559,83847,,,,83994,83996,,,
1996,C,224,U,,U,512,608,83554,83567,,,,,,,,
1996,C,300,U,,U,608,629,83569,83849,,,,83997,,,,
1996,C,316,U,,U,531,625,83574,83982,,,,83987,83988,,,
1996,C,318,MateRem,615,MR,604,,83848,83998,,,,,,,,
1996,C,325,MateRem,616,FR,608,,83986,83850,,,,,,,,
1996,C,332,U,,U,620,,83995,83842,,,,,,,,
1996,C,333,,,,608,626,,83645,,,,,,,,
1996,D,-20,U,,U,,,,,,,,83931,83932,83942,,
1996,D,-18,U,,U,,,,,,,,85561,85562,,,
1996,D,-17,U,,U,,,,,,,,85553,,,,
1996,D,-16,U,,U,,,,,,,,85552,,,,
1996,D,-15,U,,U,,,,,,,,85551,,,,
1996,D,-14,U,,U,,,,,,,,85550,,,,
1996,D,-13,U,,U,,,,,,,,85549,,,,
1996,D,-12,U,,U,,,,,,,,85547,85548,,,
1996,D,-11,U,,U,,,,,,,,85545,85546,,,
1996,D,-10,U,,U,,,,,,,,84000,,,,
1996,D,-9,U,,U,,,,,,,,85542,,,,
1996,D,-8,U,,U,,,,,,,,83768,,,,
1996,D,-7,ParCare,518,FC,,515,83756,83757,,,,83758,83759,83760,,
1996,D,-6,ParCare,514,BC,,513,83692,83691,,,,83693,83694,83695,,
1996,D,-5,U,,U,,,,,,,,83662,83663,83664,,
1996,D,-4,U,,U,,,,,,,,83648,83690,,,
1996,D,-3,U,,U,,,,,,,,83647,83677,,,
1996,D,-2,ParCare,505,MC,,503,83621,83623,,,,83624,83625,83626,,
1996,D,-1,U,,U,,,,,,,,83332,83333,,,
1996,D,1,ParCare,507,BC,,506,83646,83645,,,,83631,83632,83633,,
1996,D,5,ParCare,509,MC,,509,83660,83661,,,,83657,83658,83659,,
1996,D,8,ParCare,506,BC,,506,83643,83642,,,,83634,83635,83636,,
1996,D,9,U,,U,,,,83689,,,,83688,,,,
1996,D,10,ParCare,506,FC,,506,83627,83628,,,,83622,83629,83630,,
1996,D,12,ParCare,504,MC,,502,83601,83602,,,,83348,83349,83350,,
1996,D,18,U,,U,,,,83789,,,,83790,83791,83792,,
1996,D,20,U,,U,,512,,83681,,,,83680,83682,83683,,
1996,D,21,U,,U,,,,,,,,83783,,,,
1996,D,27,ParCare,529,BC,,529,83866,83867,,,,83868,83869,83870,,
1996,D,28,U,,U,,,,,,,,83862,,,,
1996,D,33,U,,U,,,,83852,,,,83853,83854,83855,,
1996,D,44,ParCare,527,FC,,527,83857,83858,,,,83859,83860,83861,,
1996,D,45,U,,U,,,,,,,,83940,,,,
1996,D,46,U,,U,,,,,,,,83863,83864,83865,,
1996,D,48,ParCare,612,MC,,611,83918,83919,,,,83915,83916,83917,,
1996,D,53,U,,U,,,83643,83642,,,,,,,,
1996,D,56,ParCare,623,BC,,623,85516,85507,,,,85508,85509,85510,,
1996,D,57,U,,U,,,83646,83691,,,,85536,,,,
1996,D,58,ParCare,621,MC,,621,83972,83973,,,,83966,83967,83974,,
1996,D,63,U,,U,,,,,,,,83930,,,,
1996,D,64,U,,U,,,83963,83964,,,,83942,83943,83965,,
1996,D,66,ParCare,622,FC,,622,85504,85505,,,,83975,83976,85506,,
1996,D,68,U,,U,,,,83628,,,,,,,,
1996,D,500,ParCare,616,BC,,616,83944,83945,,,,83941,83946,83947,,
1996,F,1,U,,U,,,83337,83338,,,,,,,,
1996,,-1000,,,,,,85960,,,,,,,,,
1997,A,-17,U,,U,,602,,,,,,25224,,,,
1997,A,-16,U,,U,,616,25222,83336,,,,25223,,,,
1997,A,-15,U,,U,,602,,,,,,25218,,,,
1997,A,-14,U,,U,,605,,,,,,25209,,,,
1997,A,-13,U,,U,,607,,,,,,25096,,,,
1997,A,-12,U,,U,,607,,24937,,,,24934,24935,24936,,
1997,A,-11,FlightCos,607,Female,,604,24929,24928,,,,24930,24931,24932,,
1997,A,-10,U,,U,,602,,,,,,24913,,,,
1997,A,-9,U,,U,,528,,,,,,24903,24904,,,
1997,A,-8,U,,U,,525,24893,,,,,24890,24891,24892,,
1997,A,-7,FlightCos,528,Contro,430,524,83619,24884,,,,24885,24886,24887,,
1997,A,-6,FlightCos,521,Female,,518,24680,24681,,,,24682,24683,24684,,
1997,A,-5,U,,U,,520,24679,,,,,24675,24676,24677,,
1997,A,-4,U,,U,,517,,,,,,24666,,,,
1997,A,-3,U,,U,,502,,,,,,85599,,,,
1997,A,-2,U,,U,,426,,,,,,85594,85595,,,
1997,A,-1,U,,U,,417,,,,,,85574,85575,85576,,
1997,A,2,U,,U,,,85577,83666,,,,,,,,
1997,A,8,U,,U,,,85578,83900,,,,,,,,
1997,A,12,U,,U,423,,83884,83881,,,,,,,,
1997,A,14,U,,U,,,,,,,,24658,,,,
1997,A,17,U,,U,,,,83957,,,,,,,,
1997,A,18,U,,U,,,85580,85579,,,,,,,,
1997,A,20,U,,U,,,85581,85582,,,,,,,,
1997,A,35,U,,U,501,,,83874,,,,,,,,
1997,A,46,FlightCos,526,Female,501,526,24877,24878,,,,24870,24871,24872,,
1997,A,53,FlightCos,525,Female,,525,24859,24860,,,,24861,24862,24863,,
1997,A,64,U,,U,507,,83884,83881,,,,,,,,
1997,A,65,FlightCos,525,Male,501,524,24853,24692,,,,24854,24855,24856,,
1997,A,66,FlightCos,520,Contro,,520,24669,24670,,,,24668,24671,,,
1997,A,69,U,,U,,525,,,,,,24857,24858,,,
1997,A,80,FlightCos,522,Contro,,522,24688,24678,,,,24689,24690,24691,,
1997,A,83,U,,U,,522,,,,,,24686,24687,,,
1997,A,84,U,,U,511,,83665,83342,,,,,,,,
1997,A,85,U,,U,,,83614,83616,,,,,,,,
1997,A,91,FlightCos,601,Male,,601,24902,24898,,,,24899,24900,24901,,
1997,A,96,FlightCos,524,Female,,524,24697,24698,,,,24699,24700,24851,,
1997,A,101,U,,U,,,83778,,,,,,,,,
1997,A,105,U,,U,516,,83873,83874,,,,,,,,
1997,A,108,U,,U,611,,,24692,,,,,,,,
1997,A,109,U,,U,614,,25092,24878,,,,,,,,
1997,A,111,U,,U,610,,83920,24681,,,,,,,,
1997,B,-144,U,,U,,,,25067,,,,,,,,
1997,B,-100,U,,U,,616,,,,,,25191,25192,25193,,
1997,B,-31,U,,U,,609,,,,,,25225,,,,
1997,B,-30,U,,U,,602,,,,,,25013,25014,,,
1997,B,-29,U,,U,,616,,,,,,25219,25220,25221,,
1997,B,-28,U,,U,,607,85555,,,,,25216,25217,,,
1997,B,-27,U,,U,,601,,,,,,25212,25214,,,
1997,B,-26,U,,U,,606,,,,,,25210,25211,,,
1997,B,-25,U,,U,,611,,25204,,,,25205,25206,25208,,
1997,B,-24,U,,U,,611,83554,,,,,25100,,,,
1997,B,-22,U,,U,,619,25203,25202,,,,25097,25098,25201,,
1997,B,-21,U,,U,524,618,85583,85572,,,,25093,25094,25095,,
1997,B,-20,U,,U,,614,,,,,,25089,25090,25091,,
1997,B,-19,U,,U,,611,,25215,,,,25088,,,,
1997,B,-18,U,,U,,614,,,,,,25083,25084,25085,,
1997,B,-17,U,,U,,606,83984,25078,,,,25079,25080,,,
1997,B,-16,U,,U,,609,25075,83802,,,,25076,25077,,,
1997,B,-15,U,,U,,608,,,,,,25071,25072,25073,,
1997,B,-14,FlightCos,611,Contro,,607,25066,25074,,,,25068,25069,25070,,
1997,B,-13,U,,U,,603,,,,,,25063,25064,25065,,
1997,B,-12,U,,U,,610,,,,,,25061,25062,,,
1997,B,-11,FlightCos,609,Male,,605,25054,25055,,,,25056,25057,25058,,
1997,B,-10,U,,U,,607,24941,24942,,,,24943,24944,24945,,
1997,B,-9,U,,U,,604,,24933,,,,24919,24920,24921,,
1997,B,-8,U,,U,,530,24912,,,,,24911,,,,
1997,B,-7,FlightCos,602,Female,,530,24905,24906,,,,24907,24908,24909,,
1997,B,-6,U,,U,,522,,,,,,24876,,,,
1997,B,-5,FlightCos,526,Contro,430,525,24864,24865,,,,24866,24867,24868,,
1997,B,-4,U,,U,,512,24655,85539,,,,24656,24657,,,
1997,B,-3,FlightCos,517,Male,,516,24654,85600,,,,24651,24652,24653,,
1997,B,-2,U,,U,,504,85597,,,,,85596,,,,
1997,B,-1,FlightCos,428,Contro,403,428,85587,85588,,,,85584,85585,85586,,
1997,B,2,FlightCos,430,Female,405,430,85583,85572,,,,85589,85590,85591,,
1997,B,3,U,,U,,,83331,85573,,,,,,,,
1997,B,7,U,,U,,,,24673,,,,,,,,
1997,B,16,U,,U,,522,,24672,,,,24852,,,,
1997,B,22,FlightCos,523,Male,,523,24693,24674,,,,24694,24695,24696,,
1997,B,25,U,,U,,,,83843,,,,,,,,
1997,B,35,U,519,U,,519,83803,85593,,,,,,,,
1997,B,42,U,,U,,,,83831,,,,,,,,
1997,B,48,FlightCos,519,Male,,519,24661,24662,,,,24663,24664,24665,,
1997,B,49,U,,U,,,,83552,,,,,,,,
1997,B,52,U,,U,,,85592,,,,,,,,,
1997,B,56,U,,U,,523,83981,83990,,,,24873,24874,24875,,
1997,B,57,U,,U,,527,24881,24882,,,,24879,24880,24883,,
1997,B,59,U,,U,,,,85522,,,,,,,,
1997,B,61,U,,U,,,85598,83804,,,,,,,,
1997,B,70,FlightCos,606,Contro,,606,24914,24915,,,,24916,24917,24918,,
1997,B,71,U,,U,,,24667,83888,,,,,,,,
1997,B,74,FlightCos,531,Male,,530,24895,24897,,,,24888,24889,24896,,
1997,B,76,U,,U,,,,83816,,,,,,,,
1997,B,78,U,,U,,,83577,,,,,,,,,
1997,B,79,FlightCos,609,Contro,,609,24949,24950,,,,25051,25052,25053,,
1997,B,88,U,,U,,,24660,83329,,,,,,,,
1997,B,92,U,,U,,605,83606,83347,,,,25013,25014,25015,,
1997,B,93,U,,U,,610,,,,,,25059,25060,,,
1997,B,98,U,,U,,,,,,,,24938,,,,
1997,B,99,U,,U,,,83905,24869,,,,25081,25082,,,
1997,B,100,FlightCos,607,Male,,607,24922,24923,,,,24924,24925,24926,,
1997,B,104,U,,U,,,,,,,,24927,,,,
1997,B,107,U,,U,,,83696,24685,,,,,,,,
1997,B,108,FlightCos,608,Female,,608,24946,24948,,,,24939,24940,24947,,
1997,B,109,U,,U,530,,,85588,,,,,,,,
1997,B,118,U,,U,,,24910,83818,,,,,,,,
1997,B,121,U,,U,,,,,,,,25227,,,,
1997,B,122,U,,U,,,,83813,,,,,,,,
1997,B,123,U,,U,611,,25087,24865,,,,,,,,
1997,B,125,U,,U,616,,25213,24806,,,,,,,,
1997,B,126,U,,U,617,,,24884,,,,,,,,
1997,C,-5,,,,,,,,,,,24995,,,,
1997,C,-4,,,,,,,,,,,24986,,,,
1997,C,-3,,,,,,,,,,,24979,,,,
1997,C,-2,U,,U,,,24975,,,,,24974,24976,,,
1997,C,-1,,,,,519,,,,,,24795,,,,
1997,C,4,U,,U,,,,,,,,24703,24704,,,
1997,C,5,U,,U,,,24702,24701,,,,,,,,
1997,C,9,U,,U,427,,83824,24724,,,,,,,,
1997,C,10,U,,U,430,,24746,83819,,,,,,,,
1997,C,13,U,,U,,,,24733,,,,,,,,
1997,C,14,U,,U,427,,24721,83570,,,,,,,,
1997,C,15,ClutchRem,,C1,427,,24705,24707,,,,,,,,
1997,C,16,ClutchRem,,CR,427,,24708,24706,,,,,,,,
1997,C,17,ClutchRem,,C1,423,519,24712,24716,,,,24768,24769,24770,,
1997,C,18,U,,U,,,,24729,,,,,,,,
1997,C,24,U,,U,426,,,83829,,,,,,,,
1997,C,25,ClutchRem,,CR,429,,24718,24720,,,,,,,,
1997,C,26,U,,U,424,,24751,24731,,,,,,,,
1997,C,27,U,,U,,,,,,,,24709,24710,,,
1997,C,33,U,,U,502,,83684,24732,,,,,,,,
1997,C,34,U,,U,502,,83569,83849,,,,,,,,
1997,C,35,ClutchRem,,CR,424,,24711,24715,,,,,,,,
1997,C,38,U,,U,424,,24723,83686,,,,,,,,
1997,C,39,U,,U,504,,,24728,,,,,,,,
1997,C,42,U,,U,507,,,83642,,,,,,,,
1997,C,44,U,,U,,,24750,24749,,,,,,,,
1997,C,45,U,,U,429,,83568,24719,,,,,,,,
1997,C,46,U,,U,501,524,83995,83847,,,,24787,24788,24789,,
