"ch"	"Ring"	"Year"	"Hatch_Date_simp"	"Day_of_Season"	"Sex"	"ID"	"Hatch_brood_size"
".............1...0..0.00.00"	"DH83333"	"1996"	409	-6	"M"	"1996_D_-1"	NA
"1.100000001.00100.0.000.000"	"DH83348"	"1996"	502	17	"M"	"1996_D_12"	"3"
".0100.000.0.000.000.0.00000"	"DH83619"	"1996"	503	18	"M"	"1996_A_19"	"3"
"1000010.00000.0.000.0010.01"	"DH83635"	"1996"	506	21	"F"	"1996_D_8"	"3"
"0.00.000000001.00000.0.000."	"DH83677"	"1996"	429	14	"F"	"1996_D_-3"	NA
"0000001000000000000.000.000"	"DH83686"	"1996"	507	22	"F"	"1996_C_-2"	NA
"10.000.0.00010..00000..0.00"	"DH83753"	"1996"	516	31	"F"	"1996_A_14"	"3"
".1000.000000.0000000..00.0."	"DH83855"	"1996"	525	40	"M"	"1996_D_33"	"3"
"100.000000.0000000..00.1.00"	"DH83860"	"1996"	527	42	"M"	"1996_D_44"	"3"
"1000.........0............."	"DH83992"	"1996"	627	73	"M"	"1996_C_167"	"3"
"000000000000000.0.0.0.1...."	"DH85555"	"1996"	618	64	"M"	"1996_B_-10"	NA
"0000.........1............."	"DH85560"	"1996"	627	73	"M"	"1996_C_-6"	NA
"10.00000000000000000000.000"	"DJ24773"	"1997"	520	35	"F"	"1997_D_5"	"2"
"100000000010000000000000000"	"DJ24787"	"1997"	524	39	"F"	"1997_C_46"	"3"
"100000000010000000000000000"	"DJ24788"	"1997"	524	39	"M"	"1997_C_46"	"3"
"100000000010000000000000000"	"DJ24789"	"1997"	524	39	"M"	"1997_C_46"	"3"
"000.00100000100000000000000"	"DJ24795"	"1997"	519	34	"M"	"1997_C_-1"	NA
"00001000000000000000.000000"	"DJ24840"	"1997"	523	38	"M"	"1997_D_41"	"3"
"00010000000100.000000..0.0."	"DJ24854"	"1997"	522	37	"F"	"1997_A_65"	""
"000000100.000000..0.0.000.0"	"DJ24903"	"1997"	527	42	"F"	"1997_A_-9"	NA
"010001000000000000000000000"	"DJ24957"	"1997"	527	42	"M"	"1997_C_61"	"3"
"1000000000000000000000000.."	"DJ24966"	"1997"	531	46	"F"	"1997_C_85"	"2"
"0010000000000000000000000.."	"DJ24974"	"1997"	531	46	"F"	"1997_C_-1"	NA
"000010000001000000000000000"	"DJ24976"	"1997"	529	44	"F"	"1997_C_-1"	NA
"00001000000000000000000000."	"DJ24979"	"1997"	530	45	"M"	"1997_C_-1"	NA
"10000000000000000.........."	"DJ24984"	"1997"	608	54	"M"	"1997_C_113"	"2"
"10000000000000000.........."	"DJ24985"	"1997"	608	54	"F"	"1997_C_113"	"2"
"0000000011000000000000000.."	"DJ24986"	"1997"	531	46	"M"	"1997_C_-1"	NA
"10000000000000000.........."	"DJ24987"	"1997"	608	54	"M"	"1997_C_76"	"3"
"10000000000000000.........."	"DJ24988"	"1997"	608	54	"F"	"1997_C_76"	"3"
"000000000000000100000000000"	"DJ24995"	"1997"	525	40	"M"	"1997_C_-1"	NA
"100000000000000............"	"DJ24996"	"1997"	610	56	"F"	"1997_C_63"	"3"
"100000000000000............"	"DJ24997"	"1997"	610	56	"F"	"1997_C_131"	"3"
"100001000000000............"	"DJ24998"	"1997"	610	56	"M"	"1997_C_131"	"3"
"100001000000000............"	"DJ24999"	"1997"	610	56	"M"	"1997_C_131"	"3"
"100000000000000............"	"DJ25000"	"1997"	610	56	"F"	"1997_C_63"	"3"
"0000000100000000000.000000."	"DJ25001"	"1997"	524	39	"M"	"1997_D_-1"	NA
"0000100000000000.000000.000"	"DJ25002"	"1997"	527	42	"F"	"1997_D_-1"	NA
"11000000000.000000.0000000."	"DJ25003"	"1997"	601	47	"F"	"1997_D_40"	"3"
"1000000000.000000.0000000.0"	"DJ25004"	"1997"	602	48	"F"	"1997_D_40"	"3"
"1000000000.000000.0000000.0"	"DJ25005"	"1997"	602	48	"M"	"1997_D_40"	"3"
"100000.000000.0000000.0...."	"DJ25024"	"1997"	606	52	"F"	"1997_D_59"	"3"
"100000.000000.0000000.0...."	"DJ25027"	"1997"	606	52	"M"	"1997_D_59"	"3"
"01.000000.0000000.0........"	"DJ25040"	"1997"	610	56	"M"	"1997_D_67"	"2"
"00.000100000000000100000.01"	"DJ25057"	"1997"	603	49	"M"	"1997_B_-11"	NA
"0000.000010000000000000000."	"DJ25065"	"1997"	601	47	"M"	"1997_B_-13"	NA
".000000010000000000000.000."	"DJ25080"	"1997"	605	51	"F"	"1997_B_-17"	NA
"1000000.0.................."	"DJ25112"	"1997"	620	66	"M"	"1997_D_76"	"3"
"100000000000000............"	"DJ25152"	"1997"	610	56	"F"	"1997_C_-1"	NA
"100000000000000............"	"DJ25153"	"1997"	610	56	"F"	"1997_C_127"	"3"
"100000000000000............"	"DJ25154"	"1997"	610	56	"M"	"1997_C_127"	"3"
"100000000000000............"	"DJ25155"	"1997"	610	56	"M"	"1997_C_127"	"3"
"10000000000000............."	"DJ25156"	"1997"	611	57	"M"	"1997_C_107"	"3"
"10000000000000............."	"DJ25159"	"1997"	611	57	"M"	"1997_C_107"	"3"
"1000000000000.............."	"DJ25160"	"1997"	612	58	"F"	"1997_C_107"	"3"
"100000000000..............."	"DJ25161"	"1997"	613	59	"F"	"1997_C_98"	"3"
"1000......................."	"DJ25182"	"1997"	621	67	"M"	"1997_C_130"	"3"
"1.........................."	"DJ25195"	"1997"	624	70	"F"	"1997_C_120"	"3"
"100.0......................"	"DJ25198"	"1997"	624	70	"F"	"1997_D_92"	""
"00000000000000001000.000..."	"DJ25216"	"1997"	607	53	"F"	"1997_B_-28"	NA
"......1...00000.00.00.0.000"	"DJ25228"	"1998"	409	-6	"F"	"1998_B_-1"	NA
".....0.000010.0000000000000"	"DJ25229"	"1998"	414	-1	"F"	"1998_C_-1"	NA
"........0.000010.0100000000"	"DJ25230"	"1998"	411	-4	"M"	"1998_C_-1"	NA
"00.0001000000000000000000.0"	"DJ25233"	"1998"	425	10	"M"	"1998_C2_-1"	NA
"0..0.0001000000000000000000"	"DJ25234"	"1998"	423	8	"M"	"1998_D1_-1"	NA
".0.000100000000000000000000"	"DJ25235"	"1998"	425	10	"M"	"1998_D1_-1"	NA
"0..0.0001000000000000000000"	"DJ25236"	"1998"	423	8	"F"	"1998_D1_-1"	NA
"000000.00000100000000000000"	"DJ25238"	"1998"	421	6	"M"	"1998_C2_-2"	NA
"000100100001000000000100000"	"DJ25243"	"1998"	502	17	"M"	"1998_D1_7"	""
"100000000100001.00000100000"	"DJ25244"	"1998"	505	20	"M"	"1998_C3_3"	"3"
"010100001000000000000000000"	"DJ25247"	"1998"	505	20	"M"	"1998_D1_7"	""
"100000000001000000010000000"	"DJ25248"	"1998"	506	21	"M"	"1998_D2_10"	"3"
"..0.000010.0000000000000000"	"DJ25249"	"1998"	417	2	"M"	"1998_C_-1"	NA
"100000000000.00000000000000"	"DJ25254"	"1998"	508	23	"M"	"1998_C3_101"	"3"
"100000000000.00000000000000"	"DJ25255"	"1998"	508	23	"F"	"1998_C3_101"	"3"
"100000000000.00000000000000"	"DJ25256"	"1998"	508	23	"F"	"1998_C3_101"	"3"
"1000000.0000000000000000000"	"DJ25258"	"1998"	513	28	"M"	"1998_C2_1"	"3"
"100000.00000000000000000000"	"DJ25261"	"1998"	514	29	"F"	"1998_C2_1"	"3"
"100000.00000000000000000000"	"DJ25262"	"1998"	514	29	"M"	"1998_C2_1"	"3"
"100000.00000000000000000000"	"DJ25264"	"1998"	514	29	"M"	"1998_C1_3"	"3"
"0000000010.0000000000000000"	"DJ25265"	"1998"	510	25	"M"	"1998_C2_-101"	NA
"0000000010.0000000000000000"	"DJ25266"	"1998"	510	25	"M"	"1998_C2_-101"	NA
"000000010.00000000000000000"	"DJ25267"	"1998"	511	26	"M"	"1998_C2_-101"	NA
"100100000000000001000000000"	"DJ25275"	"1998"	524	39	"F"	"1998_C1_116"	"3"
"100000000000000000000000000"	"DJ25276"	"1998"	524	39	"M"	"1998_C2_108"	"2"
"100100000000000000000000000"	"DJ25278"	"1998"	524	39	"M"	"1998_C1_116"	"3"
"100100000000000001000000000"	"DJ25279"	"1998"	524	39	"F"	"1998_C1_116"	"3"
"010000000010000000000100000"	"DJ25280"	"1998"	524	39	"F"	"1998_C2_108"	"2"
"100000000000100000000000000"	"DJ25282"	"1998"	527	42	"M"	"1998_B3_101"	"3"
"100000000000000000000010000"	"DJ25285"	"1998"	528	43	"M"	"1998_C2_109"	"3"
"100000000000000000000000000"	"DJ25286"	"1998"	528	43	"M"	"1998_C2_106"	"3"
"100000000001000000100000000"	"DJ25287"	"1998"	528	43	"M"	"1998_C2_106"	"3"
"100000000010000000000000000"	"DJ25289"	"1998"	530	45	"F"	"1998_C2_109"	"3"
"100000001000000100000000000"	"DJ25290"	"1998"	530	45	"F"	"1998_C3_5"	"3"
"001000000001000000000000000"	"DJ25291"	"1998"	528	43	"M"	"1998_C2_109"	"3"
"100000000100000000000000000"	"DJ25292"	"1998"	531	46	"M"	"1998_C2_109"	"3"
"100000000000000000000000000"	"DJ25298"	"1998"	601	47	"M"	"1998_C2_110"	"2"
"001000000000000000000000000"	"DJ25299"	"1998"	530	45	"F"	"1998_C1_-2"	NA
"000100000000000000000000000"	"DJ25300"	"1998"	529	44	"F"	"1998_C1_-2"	NA
"000001000000000000000000000"	"DJ25301"	"1998"	527	42	"F"	"1998_C1_-2"	NA
"100000000000000000000000000"	"DJ25303"	"1998"	604	50	"F"	"1998_C2_10"	"3"
"100000000000000000000000000"	"DJ25304"	"1998"	604	50	"M"	"1998_C2_10"	"3"
"100000000000000000000000000"	"DJ25305"	"1998"	604	50	"M"	"1998_C2_117"	"2"
"100000000000000000000000000"	"DJ25306"	"1998"	604	50	"M"	"1998_C2_117"	"2"
"100000000000000100000100000"	"DJ25307"	"1998"	604	50	"M"	"1998_C2_10"	"3"
"001000000010000000001000000"	"DJ25308"	"1998"	603	49	"M"	"1998_C2_6"	NA
"100000001000000000000000000"	"DJ25310"	"1998"	605	51	"M"	"1998_C1_6"	"3"
"100000000000000000000000000"	"DJ25311"	"1998"	605	51	"F"	"1998_C1_6"	"3"
".1000000000..000.0..0...0.0"	"DJ25313"	"1998"	607	53	"M"	"1998_D1_18"	"3"
".1000000000..001.0..0...0.1"	"DJ25314"	"1998"	607	53	"F"	"1998_D1_18"	"3"
"100000000000000000000000000"	"DJ25315"	"1998"	608	54	"F"	"1998_C1_105"	"3"
"100000000010000010000000000"	"DJ25318"	"1998"	609	55	"F"	"1998_C2_123"	"3"
"100000000000001000000000000"	"DJ25319"	"1998"	609	55	"F"	"1998_C2_133"	"3"
"10000000000000000000000000."	"DJ25320"	"1998"	610	56	"F"	"1998_C2_123"	"3"
"10000000000001000000000000."	"DJ25321"	"1998"	610	56	"F"	"1998_C2_133"	"3"
"10000000000000000000000000."	"DJ25322"	"1998"	610	56	"M"	"1998_C2_133"	"3"
"10000000000000010000000000."	"DJ25323"	"1998"	610	56	"F"	"1998_C2_133"	"3"
"1000000010000010000000000.."	"DJ25324"	"1998"	611	57	"M"	"1998_C2_120"	"3"
"1000000000000000000000000.."	"DJ25325"	"1998"	611	57	"M"	"1998_C2_120"	"3"
"0010000000000000.000.0..0.."	"DJ25326"	"1998"	611	57	"M"	"1998_B2_-5"	NA
"0000010000000000000.000.0.."	"DJ25327"	"1998"	608	54	"F"	"1998_B2_-5"	NA
"0000010000000000000.000.0.."	"DJ25328"	"1998"	608	54	"M"	"1998_B2_-5"	NA
"100000001000000001000..0..."	"DJ25333"	"1998"	615	61	"F"	"1998_C2_132"	"3"
"10000000000000000000..0...."	"DJ25334"	"1998"	616	62	"F"	"1998_C1_120"	"3"
"10000001000000001000..0...."	"DJ25335"	"1998"	616	62	"M"	"1998_C2_132"	"3"
"10000001000000001000..0...."	"DJ25336"	"1998"	616	62	"M"	"1998_C2_132"	"3"
"10000001000000000000..0...."	"DJ25337"	"1998"	616	62	"M"	"1998_C1_120"	"3"
"1010000000000000000..0....."	"DJ25339"	"1998"	617	63	"M"	"1998_C2_128"	"3"
"1010000001000000000..0....."	"DJ25340"	"1998"	617	63	"M"	"1998_C2_128"	"3"
"1000000000000000000..0....."	"DJ25341"	"1998"	617	63	"F"	"1998_C2_128"	"3"
"100000000000000000..0......"	"DJ25343"	"1998"	618	64	"F"	"1998_C3_105"	"3"
"100000000000000000..0......"	"DJ25344"	"1998"	618	64	"F"	"1998_C3_105"	"3"
"100000000000000000..0......"	"DJ25345"	"1998"	618	64	"M"	"1998_C3_11"	"3"
"01000000000000000..0......."	"DJ25346"	"1998"	619	65	"F"	"1998_C3_11"	"3"
"01000000000000000..0......."	"DJ25347"	"1998"	619	65	"F"	"1998_C3_11"	"3"
"1000000000000000..0........"	"DJ25348"	"1998"	620	66	"F"	"1998_C2_129"	"3"
"1000000000000000..0........"	"DJ25349"	"1998"	620	66	"F"	"1998_C2_129"	"3"
"000001000000000000..0......"	"DJ25350"	"1998"	618	64	"F"	"1998_C1_-101"	NA
"100000000001000000010000000"	"DJ25351"	"1998"	506	21	"F"	"1998_D2_10"	"3"
"100100000000000000000000000"	"DJ25352"	"1998"	506	21	"M"	"1998_D2_10"	"3"
"101000000000000000000000000"	"DJ25355"	"1998"	507	22	"M"	"1998_D1_3"	"3"
"100000100000000000000000000"	"DJ25356"	"1998"	507	22	"M"	"1998_D1_507"	"3"
"100000000000000000000000000"	"DJ25357"	"1998"	507	22	"F"	"1998_D1_507"	"3"
"100000000010.00000100000000"	"DJ25360"	"1998"	508	23	"F"	"1998_C3_2"	"3"
"100000000010.00000000000000"	"DJ25361"	"1998"	508	23	"F"	"1998_C3_2"	"3"
"100000000000.00000000000000"	"DJ25362"	"1998"	508	23	"F"	"1998_C3_2"	"3"
"010000100000000000000000000"	"DJ25365"	"1998"	507	22	"F"	"1998_D1_507"	"3"
"001000000000000000010000000"	"DJ25369"	"1998"	507	22	"M"	"1998_D1_3"	"3"
"001000000000000000010000000"	"DJ25370"	"1998"	507	22	"F"	"1998_D1_3"	"3"
"010000000000000000000000000"	"DJ25372"	"1998"	508	23	"F"	"1998_D2_2"	"3"
"100000000000000000000000000"	"DJ25373"	"1998"	509	24	"F"	"1998_D2_2"	"3"
"010000000000000000000000000"	"DJ25374"	"1998"	508	23	"M"	"1998_D2_2"	"3"
"10000000000000000000000000."	"DJ25375"	"1998"	512	27	"M"	"1998_D1_1"	"3"
"010000000000000000000000000"	"DJ25376"	"1998"	511	26	"M"	"1998_D1_1"	"3"
"010000000000000000000000000"	"DJ25377"	"1998"	511	26	"M"	"1998_D1_1"	"3"
"1000000000010000000100000.0"	"DJ25378"	"1998"	513	28	"F"	"1998_D1_6"	"3"
"1000000000010000000000000.0"	"DJ25379"	"1998"	513	28	"M"	"1998_D1_6"	"3"
"1000000000010000000100000.0"	"DJ25380"	"1998"	513	28	"F"	"1998_D1_6"	"3"
"100000000000000000000000.00"	"DJ25383"	"1998"	514	29	"M"	"1998_D2_8"	"3"
"100000000000000000000000.00"	"DJ25384"	"1998"	514	29	"F"	"1998_D2_8"	"3"
"100000000000000000000000.00"	"DJ25385"	"1998"	514	29	"M"	"1998_D2_8"	"3"
"100000.00000000000000000000"	"DJ25386"	"1998"	514	29	"F"	"1998_C1_3"	"3"
"100000.00100000001000000000"	"DJ25387"	"1998"	514	29	"M"	"1998_C1_3"	"3"
"0....100.000100000000100000"	"DJ25391"	"1998"	511	26	"M"	"1998_B3_-1"	NA
"0....100.000000000000100000"	"DJ25392"	"1998"	511	26	"M"	"1998_B3_-1"	NA
".00....100.0001000000001000"	"DJ25393"	"1998"	509	24	"F"	"1998_B3_-1"	NA
"010.00000000000000000000000"	"DJ25398"	"1998"	517	32	"M"	"1998_C1_2"	NA
"010.00000000000000000000000"	"DJ25399"	"1998"	517	32	"F"	"1998_C1_2"	NA
"10.000000000000000000000000"	"DJ25400"	"1998"	518	33	"M"	"1998_C1_2"	NA
"100000000001000000000000000"	"DJ25405"	"1998"	521	36	"F"	"1998_C1_103"	"3"
"100000000010000000000000001"	"DJ25406"	"1998"	521	36	"F"	"1998_C1_103"	"3"
"10000000001000000.000010000"	"DJ25407"	"1998"	521	36	"F"	"1998_D2_12"	"3"
"10000000001000000.000000000"	"DJ25408"	"1998"	521	36	"F"	"1998_D2_12"	"3"
"10000000001000000.000010000"	"DJ25409"	"1998"	521	36	"F"	"1998_D2_12"	"3"
"100000001000000.0010000000."	"DJ25412"	"1998"	523	38	"F"	"1998_D3_7"	"3"
"100010000000000000000000000"	"DJ25413"	"1998"	523	38	"M"	"1998_C1_116"	"3"
"100010000000000.0010000000."	"DJ25414"	"1998"	523	38	"M"	"1998_D3_7"	"3"
"....000.0000010000000000000"	"DJ25419"	"1998"	512	27	"F"	"1998_B3_-2"	NA
"....000.0000010000000000000"	"DJ25420"	"1998"	512	27	"M"	"1998_B3_-2"	NA
"...000.00000100000000000000"	"DJ25421"	"1998"	513	28	"M"	"1998_B3_-2"	NA
"001010000000000000000000000"	"DJ25423"	"1998"	523	38	"M"	"1998_B2_-2"	NA
"010100000010000010000000000"	"DJ25424"	"1998"	524	39	"M"	"1998_B2_-2"	NA
"001010000001000001000000000"	"DJ25425"	"1998"	523	38	"F"	"1998_B2_-2"	NA
"0.0000001000000000000000000"	"DJ25426"	"1998"	518	33	"F"	"1998_B2_-1"	NA
"010000000100000000000000000"	"DJ25427"	"1998"	525	40	"M"	"1998_B1_-1"	NA
"001000000000000000000000000"	"DJ25428"	"1998"	524	39	"M"	"1998_B1_-1"	NA
"100000000000000000000000000"	"DJ25430"	"1998"	526	41	"M"	"1998_B1_-1"	NA
"100000000010000000000000000"	"DJ25435"	"1998"	527	42	"M"	"1998_B3_101"	"3"
"10000000000.0000000000..000"	"DJ25436"	"1998"	527	42	"M"	"1998_D3_8"	"3"
"10000000001.0000000000..000"	"DJ25437"	"1998"	527	42	"F"	"1998_D3_8"	"3"
"10000000000.0000000000..000"	"DJ25438"	"1998"	527	42	"M"	"1998_D3_8"	"3"
"100000000000100000000001000"	"DJ25439"	"1998"	527	42	"F"	"1998_B3_101"	"3"
"000100000000000000000000000"	"DJ25440"	"1998"	525	40	"M"	"1998_B1_-2"	NA
"000001000000000000000000000"	"DJ25441"	"1998"	523	38	"F"	"1998_B1_-2"	NA
"000100000000000000000000000"	"DJ25442"	"1998"	525	40	"F"	"1998_B1_-2"	NA
"100000000000000001000000001"	"DJ25444"	"1998"	529	44	"F"	"1998_B1_2"	"3"
"100000000000000000000000001"	"DJ25445"	"1998"	529	44	"M"	"1998_B1_2"	"3"
"010000000000000000000000000"	"DJ25446"	"1998"	529	44	"F"	"1998_B1_-3"	NA
"000000010000000000000000000"	"DJ25447"	"1998"	523	38	"M"	"1998_B1_-3"	NA
"100000000001000010000000010"	"DJ25448"	"1998"	530	45	"F"	"1998_B1_2"	"3"
"100000001000000100000001000"	"DJ25449"	"1998"	530	45	"M"	"1998_C3_5"	"3"
"100000001000000100100001000"	"DJ25450"	"1998"	530	45	"M"	"1998_C3_5"	"3"
"10000.0000000000..000.0..0."	"DJ27211"	"1998"	602	48	"F"	"1998_D2_21"	"3"
"100.0..0...0.000..00......."	"DJ27231"	"1998"	620	66	"F"	"1998_D2_30"	"3"
"100.0..0...0.000..00......."	"DJ27232"	"1998"	620	66	"M"	"1998_D2_30"	"3"
"100.0..0...0.000..00......."	"DJ27233"	"1998"	620	66	"F"	"1998_D2_30"	"3"
"1000000000000..0..........."	"DJ27251"	"1998"	623	69	"F"	"1998_C1_-101"	NA
"1000000000000..0..........."	"DJ27252"	"1998"	623	69	"M"	"1998_C1_-101"	NA
"000001000.000.0..0..00....."	"DJ27253"	"1998"	618	64	"F"	"1998_B2_-101"	NA
"001000.000.0..0..00........"	"DJ27254"	"1998"	621	67	"F"	"1998_B2_-101"	NA
"0001000.000.0..0..00......."	"DJ27255"	"1998"	620	66	"M"	"1998_B2_-101"	NA
"10000000000..0............."	"DJ27256"	"1998"	625	71	"F"	"1998_C2_130"	"3"
"00000010000000000..0......."	"DJ27257"	"1998"	619	65	"M"	"1998_C3_105"	"3"
"010000000000000000000000000"	"DJ27276"	"1999"	503	18	"F"	"1999_B1_141"	""
"100000000000000000000000000"	"DJ27277"	"1999"	504	19	"F"	"1999_B1_141"	""
"100000000000000000000000000"	"DJ27287"	"1999"	510	25	"M"	"1999_C1_-1"	NA
"100000000000000000000000000"	"DJ27288"	"1999"	510	25	"M"	"1999_C1_-1"	NA
"100000000000000000000000000"	"DJ27292"	"1999"	511	26	"F"	"1999_C1_13"	"3"
"100000000000000000000000000"	"DJ27293"	"1999"	511	26	"M"	"1999_C1_13"	"3"
"100000000000000000000000000"	"DJ27294"	"1999"	511	26	"M"	"1999_C1_13"	"3"
"100000000000000000000000000"	"DJ27296"	"1999"	511	26	"M"	"1999_C1_103"	"3"
"100000000000000000000000000"	"DJ27297"	"1999"	511	26	"F"	"1999_C1_103"	"3"
"100000000000000000000000000"	"DJ27300"	"1999"	516	31	"F"	"1999_C1_117"	NA
"010000000000000000000000000"	"DJ27301"	"1999"	516	31	"F"	"1999_C1_117"	NA
"101000000000000000000000000"	"DJ27305"	"1999"	519	34	"F"	"1999_C1_21"	"3"
"101000000000000000000000000"	"DJ27306"	"1999"	519	34	"F"	"1999_C1_21"	"3"
"100000000000000000000000000"	"DJ27312"	"1999"	528	43	"F"	"1999_C1_28"	"3"
"100000000000000000000000000"	"DJ27313"	"1999"	528	43	"M"	"1999_C1_28"	"3"
"100000000000000000000000000"	"DJ27314"	"1999"	529	44	"M"	"1999_C1_34"	"3"
"100000000000000000000000000"	"DJ27316"	"1999"	529	44	"F"	"1999_C1_34"	"3"
"010000000000000000000000000"	"DJ27317"	"1999"	528	43	"F"	"1999_C1_28"	"3"
"10000000000000000000000.000"	"DJ27319"	"1999"	602	48	"F"	"1999_B2_302"	"3"
"01000000000000000000000.000"	"DJ27321"	"1999"	602	48	"M"	"1999_B2_302"	"3"
"100000000000000000000000000"	"DJ27325"	"1999"	529	44	"F"	"1999_C1_34"	"3"
"100000000.0000000.0000....."	"DJ27337"	"1999"	617	63	"M"	"1999_C1_36"	"3"
"100000000.0000000.0000....."	"DJ27338"	"1999"	617	63	"M"	"1999_C1_36"	"3"
"100000000.0000000.0000....."	"DJ27339"	"1999"	617	63	"F"	"1999_C1_36"	"3"
