"population" "no_chicks" "clutch_size" "year" "male" "female" "family_ID"
"KPT" 0 "3" 1999 NA NA "family_1774"
"KPT" NA "3" 1999 NA NA "family_1775"
"KPT" 0 "3" 1999 "bird_3518" NA "family_1781"
"KPT" 0 "3" 1999 NA NA "family_1779"
"KPT" 0 "3" 1999 NA NA "family_1780"
"KPT" 0 "3" 1999 "bird_3979" "bird_2620" "family_1783"
"KPT" 0 "3" 1999 "bird_3948" "bird_3947" "family_1816"
"KPT" 0 "3" 1999 NA "bird_2619" "family_1832"
"KPT" 0 "3" 1999 "bird_3980" "bird_3923" "family_1841"
"KPT" 0 "3" 1999 "bird_3986" "bird_3984" "family_1849"
"KPT" 0 "3" 1999 "bird_2992" "bird_3983" "family_1788"
"KPT" 0 "3" 1999 "bird_3982" "bird_3981" "family_1789"
"KPT" 0 "3" 1999 "bird_3987" "bird_3985" "family_1801"
"KPT" 0 "3" 1999 "bird_4028" "bird_3988" "family_1811"
"KPT" 0 "3" 1999 NA NA "family_1812"
"KPT" 0 "3" 1999 "bird_3999" "bird_4000" "family_1813"
"KPT" 0 "3" 1999 "bird_2684" "bird_4002" "family_1814"
"KPT" 0 "3" 1999 "bird_3992" "bird_3993" "family_1815"
"KPT" 0 "3" 1999 "bird_4003" "bird_4001" "family_1817"
"KPT" 0 "3" 1999 "bird_4005" "bird_4006" "family_1818"
"KPT" 0 "3" 1999 "bird_4004" "bird_2720" "family_1819"
"KPT" 0 "3" 1999 NA NA "family_1820"
"KPT" 0 "3" 1999 "bird_2507" "bird_3364" "family_1821"
"KPT" 0 "3" 1999 "bird_4007" "bird_3377" "family_1822"
"KPT" 2 "3" 1999 NA "bird_2823" "family_1823"
"KPT" 0 "3" 1999 "bird_3552" "bird_3549" "family_1824"
"KPT" 2 "3" 1999 NA NA "family_1825"
"KPT" 0 "3" 1999 "bird_3692" "bird_3691" "family_1826"
"KPT" 0 "3" 1999 NA NA "family_1827"
"KPT" 0 "3" 1999 "bird_2510" "bird_4020" "family_1828"
"KPT" 0 "3" 1999 "bird_3143" "bird_4019" "family_1829"
"KPT" 0 "3" 1999 "bird_4018" "bird_4016" "family_1830"
"KPT" 0 "3" 1999 "bird_2965" "bird_4017" "family_1831"
"KPT" 0 "3" 1999 "bird_4003" "bird_3953" "family_1833"
"KPT" 0 "3" 1999 "bird_4021" "bird_3930" "family_1834"
"KPT" 0 "3" 1999 "bird_3987" "bird_2592" "family_1835"
"KPT" 0 "3" 1999 "bird_2893" "bird_3384" "family_1836"
"KPT" 0 "3" 1999 "bird_4023" "bird_2704" "family_1837"
"KPT" 0 "3" 1999 "bird_3732" "bird_3728" "family_1838"
"KPT" 0 "3" 1999 "bird_3995" "bird_4026" "family_1839"
"KPT" 2 "2" 1999 "bird_3999" "bird_4027" "family_1840"
"KPT" 3 "3" 1999 "bird_3596" "bird_3597" "family_1842"
"KPT" 0 "3" 1999 "bird_3700" "bird_3698" "family_1843"
"KPT" 0 "3" 1999 NA NA "family_1844"
"KPT" 0 "3" 1999 "bird_3131" "bird_2958" "family_1845"
"KPT" 0 "3" 1999 "bird_3553" "bird_3036" "family_1846"
"KPT" 0 "3" 1999 "bird_4028" "bird_3554" "family_1847"
"KPT" 3 "3" 1999 "bird_3786" "bird_3785" "family_1848"
"KPT" 0 "2" 1999 "bird_2507" "bird_2531" "family_1850"
"KPT" 0 "1" 1999 "bird_2510" "bird_2511" "family_1851"
"KPT" 0 "3" 1999 NA "bird_3783" "family_1852"
"KPT" 0 "3" 1999 "bird_3938" "bird_2906" "family_1784"
"KPT" 0 "3" 1999 NA NA "family_1786"
"KPT" 0 "3" 1999 NA "bird_3930" "family_1787"
"KPT" 0 "3" 1999 "bird_3952" "bird_3953" "family_1790"
"KPT" 0 "3" 1999 "bird_3596" "bird_3597" "family_1791"
"KPT" 0 "3" 1999 "bird_3629" "bird_3625" "family_1792"
"KPT" 0 "3" 1999 NA NA "family_1793"
"KPT" 0 "3" 1999 NA NA "family_1794"
"KPT" 0 "3" 1999 "bird_3640" "bird_3641" "family_1795"
"KPT" 0 "3" 1999 "bird_3687" "bird_3545" "family_1796"
"KPT" 0 "3" 1999 "bird_3687" "bird_3545" "family_1796"
"KPT" 0 "3" 1999 NA NA "family_1797"
"KPT" 0 "3" 1999 NA "bird_2908" "family_1798"
"KPT" 0 "1" 1999 "bird_3559" "bird_3560" "family_1799"
"KPT" 0 "2" 1999 NA NA "family_1800"
"KPT" 0 "3" 1999 NA "bird_3536" "family_1802"
"KPT" 0 "3" 1999 "bird_3813" "bird_3538" "family_1803"
"KPT" 0 "3" 1999 NA NA "family_1804"
"KPT" 0 "3" 1999 NA NA "family_1805"
"KPT" 0 "3" 1999 NA NA "family_1806"
"KPT" 0 "3" 1999 NA NA "family_1807"
"KPT" 0 "3" 1999 NA NA "family_1808"
"KPT" 0 "3" 1999 NA NA "family_1809"
"KPT" 0 "3" 1999 NA NA "family_1810"
"KPT" 0 "3" 1999 "bird_3602" "bird_3598" "family_1862"
"KPT" 0 "3" 1999 "bird_3116" "bird_3998" "family_1881"
"KPT" 0 "3" 1999 "bird_3995" "bird_3996" "family_1882"
"KPT" 0 "2" 1999 "bird_2992" "bird_3555" "family_1883"
"KPT" 0 "3" 1999 "bird_3990" "bird_3989" "family_1854"
"KPT" 0 "3" 1999 "bird_3994" "bird_3991" "family_1857"
"KPT" 0 "3" 1999 "bird_3013" "bird_2895" "family_1858"
"KPT" 0 "3" 1999 "bird_2719" "bird_2511" "family_1859"
"KPT" 0 "3" 1999 "bird_3997" "bird_3065" "family_1860"
"KPT" 0 "3" 1999 "bird_3679" "bird_3537" "family_1861"
"KPT" 0 "3" 1999 "bird_3994" "bird_4024" "family_1863"
"KPT" 0 "3" 1999 "bird_3386" "bird_4022" "family_1866"
"KPT" NA "2" 1999 NA NA "family_1867"
"KPT" 0 "3" 1999 NA "bird_3717" "family_1868"
"KPT" 0 "3" 1999 NA "bird_3012" "family_1869"
"KPT" 0 "3" 1999 "bird_2719" "bird_2675" "family_1870"
"KPT" 0 "2" 1999 "bird_3997" "bird_3782" "family_1871"
"KPT" 0 "3" 1999 "bird_3574" NA "family_1855"
"KPT" 0 "3" 1999 "bird_3591" "bird_3592" "family_1856"
"KPT" 0 "3" 1999 "bird_3667" "bird_3539" "family_1864"
"KPT" 0 "3" 1999 NA NA "family_1865"
"KPT" 0 "3" 1999 "bird_2746" "bird_2496" "family_1872"
"KPT" 3 "3" 1999 NA NA "family_1873"
"KPT" 0 "3" 1999 "bird_3393" "bird_3389" "family_1874"
"KPT" 0 "3" 1999 "bird_3394" "bird_3395" "family_1875"
"KPT" 0 "3" 1999 "bird_3396" "bird_4025" "family_1876"
"KPT" 0 "3" 1999 "bird_3407" "bird_3406" "family_1877"
"KPT" 0 "3" 1999 NA "bird_3656" "family_1878"
"KPT" 0 "3" 1999 "bird_3992" "bird_3411" "family_1879"
"KPT" 0 "3" 1999 "bird_3412" NA "family_1880"
"KPT" 0 "3" 1999 "bird_3324" "bird_2645" "family_1884"
"KPT" 0 "3" 1999 "bird_2919" "bird_3325" "family_1892"
"KPT" 0 "3" 1999 "bird_3330" "bird_3331" "family_1903"
"KPT" 0 "3" 1999 "bird_3329" "bird_2598" "family_1904"
"KPT" 0 "3" 1999 "bird_3336" "bird_3334" "family_1905"
"KPT" 0 "3" 1999 "bird_3332" "bird_2800" "family_1885"
"KPT" 0 "3" 1999 "bird_3335" "bird_3333" "family_1887"
"KPT" 0 "3" 1999 "bird_3346" "bird_3344" "family_1888"
"KPT" 0 "3" 1999 "bird_3345" "bird_3347" "family_1889"
"KPT" 0 "3" 1999 "bird_3352" "bird_3351" "family_1890"
"KPT" 0 "3" 1999 "bird_2724" "bird_3350" "family_1891"
"KPT" 0 "3" 1999 "bird_3646" "bird_3647" "family_1893"
"KPT" 0 "3" 1999 NA NA "family_1894"
"KPT" 0 "3" 1999 "bird_3632" "bird_3633" "family_1895"
"KPT" 0 "3" 1999 NA "bird_3390" "family_1896"
"KPT" 0 "3" 1999 "bird_3329" NA "family_1897"
"KPT" 0 "3" 1999 "bird_3392" "bird_3388" "family_1898"
"KPT" 0 "3" 1999 "bird_3725" "bird_3719" "family_1899"
"KPT" 0 "2" 1999 "bird_2921" NA "family_1900"
"KPT" 0 "3" 1999 "bird_2743" "bird_3350" "family_1901"
"KPT" 0 "2" 1999 NA "bird_3413" "family_1902"
"KPT" 0 "3" 1999 NA "bird_2759" "family_1886"
"KPT" 0 "3" 1999 "bird_3164" "bird_3326" "family_1920"
"KPT" 0 "3" 1999 "bird_2782" "bird_3931" "family_1934"
"KPT" 0 "3" 1999 "bird_3327" "bird_2644" "family_1935"
"KPT" 0 "3" 1999 "bird_2597" "bird_3328" "family_1936"
"KPT" 0 "3" 1999 "bird_3337" "bird_3917" "family_1937"
"KPT" 0 "3" 1999 "bird_3374" "bird_3375" "family_1910"
"KPT" 0 "3" 1999 "bird_3797" "bird_2793" "family_1912"
"KPT" 3 "3" 1999 "bird_3356" "bird_3355" "family_1913"
"KPT" 0 "3" 1999 "bird_3340" "bird_3339" "family_1914"
"KPT" 0 "3" 1999 "bird_3341" "bird_3338" "family_1915"
"KPT" 0 "3" 1999 "bird_3349" "bird_3348" "family_1916"
"KPT" 3 "3" 1999 NA NA "family_1917"
"KPT" 0 "3" 1999 "bird_2787" "bird_3369" "family_1918"
"KPT" 3 "3" 1999 NA NA "family_1919"
"KPT" 0 "3" 1999 "bird_3370" "bird_3368" "family_1921"
"KPT" 0 "3" 1999 "bird_2782" "bird_3931" "family_1922"
"KPT" 0 "3" 1999 "bird_3376" "bird_3373" "family_1923"
"KPT" 3 "3" 1999 NA NA "family_1924"
"KPT" 3 "3" 1999 "bird_3337" "bird_2985" "family_1925"
"KPT" 0 "3" 1999 NA "bird_2535" "family_1926"
"KPT" 0 "2" 1999 NA "bird_3400" "family_1927"
"KPT" 0 "3" 1999 "bird_3397" NA "family_1928"
"KPT" 0 "3" 1999 "bird_3797" "bird_3398" "family_1929"
"KPT" 3 "3" 1999 NA "bird_3738" "family_1930"
"KPT" 3 "3" 1999 "bird_3370" "bird_3399" "family_1931"
"KPT" 0 "2" 1999 NA NA "family_1932"
"KPT" 0 "3" 1999 "bird_3131" "bird_3373" "family_1933"
"KPT" 3 "3" 1999 "bird_3361" "bird_3357" "family_1911"
"KPT" 0 "3" 1999 "bird_3285" "bird_3584" "family_1962"
"KPT" 0 "3" 1999 "bird_3971" "bird_2812" "family_1939"
"KPT" 0 "3" 1999 "bird_3565" "bird_3115" "family_1940"
"KPT" 0 "3" 1999 NA NA "family_1941"
"KPT" 0 "3" 1999 NA "bird_3150" "family_1942"
"KPT" 0 "3" 1999 "bird_3586" NA "family_1943"
"KPT" 0 "3" 1999 "bird_3607" "bird_3606" "family_1944"
"KPT" 0 "3" 1999 "bird_3912" "bird_3963" "family_1945"
"KPT" 0 "3" 1999 "bird_3976" "bird_3975" "family_1946"
"KPT" 0 "3" 1999 "bird_2806" "bird_2777" "family_1947"
"KPT" 0 "3" 1999 "bird_3618" "bird_3619" "family_1948"
"KPT" 0 "3" 1999 "bird_3657" "bird_3656" "family_1949"
"KPT" 1 "3" 1999 NA "bird_2789" "family_1950"
"KPT" NA "3" 1999 NA "bird_2789" "family_1950"
"KPT" 0 "3" 1999 "bird_3289" "bird_3287" "family_1951"
"KPT" 0 "3" 1999 "bird_3192" "bird_2959" "family_1952"
"KPT" 3 "3" 1999 "bird_3450" "bird_3128" "family_1953"
"KPT" 0 "3" 1999 "bird_3449" "bird_3146" "family_1954"
"KPT" 0 "3" 1999 "bird_3126" "bird_2769" "family_1955"
"KPT" 0 "3" 1999 "bird_3697" NA "family_1956"
"KPT" 0 "3" 1999 "bird_3176" "bird_3293" "family_1957"
"KPT" 0 "3" 1999 "bird_2801" "bird_3736" "family_1958"
"KPT" 0 "3" 1999 "bird_2839" "bird_2572" "family_1959"
"KPT" 0 "3" 1999 NA NA "family_1960"
"KPT" 0 "3" 1999 NA NA "family_1961"
"KPT" 1 "3" 1999 "bird_3455" "bird_3453" "family_1963"
"KPT" 0 "3" 1999 "bird_3166" "bird_3454" "family_1964"
"KPT" 0 "3" 1999 "bird_3793" "bird_3448" "family_1965"
"KPT" 0 "3" 1999 "bird_3474" "bird_3470" "family_1966"
"KPT" 2 "3" 1999 "bird_3480" "bird_3478" "family_1967"
"KPT" 3 "3" 1999 "bird_2767" "bird_2798" "family_1968"
"KPT" 3 "3" 1999 "bird_2770" "bird_2768" "family_1969"
"KPT" 3 "3" 1999 "bird_2526" "bird_2776" "family_1970"
"KPT" 0 "3" 1999 "bird_3462" "bird_3464" "family_1971"
"KPT" NA "3" 1999 "bird_3463" "bird_3465" "family_1972"
"KPT" 0 "3" 1999 "bird_2978" "bird_2623" "family_1973"
"KPT" 3 "3" 1999 "bird_2706" "bird_2538" "family_1974"
"KPT" 0 "3" 1999 "bird_3475" "bird_3469" "family_1975"
"KPT" 0 "3" 1999 "bird_3472" "bird_3468" "family_1976"
"KPT" 0 "3" 1999 "bird_3477" "bird_3479" "family_1977"
"KPT" NA "3" 1999 "bird_3618" "bird_3619" "family_1978"
"KPT" 0 "3" 1999 "bird_3476" "bird_3471" "family_1979"
"KPT" 0 "3" 1999 "bird_2612" "bird_3088" "family_1980"
"KPT" 0 "3" 1999 "bird_3081" "bird_2791" "family_1981"
"KPT" 0 "3" 1999 "bird_3414" NA "family_1982"
"KPT" 0 "3" 1999 "bird_3484" "bird_3122" "family_1983"
"KPT" 0 "3" 1999 "bird_3485" "bird_2679" "family_1984"
"KPT" 0 "3" 1999 "bird_3976" "bird_3230" "family_1985"
"KPT" 3 "3" 1999 "bird_3486" "bird_3487" "family_1986"
"KPT" 0 "3" 1999 "bird_3569" "bird_3570" "family_2000"
"KPT" 0 "3" 1999 NA NA "family_2001"
"KPT" 0 "3" 1999 NA NA "family_2002"
"KPT" 0 "3" 1999 NA NA "family_1987"
"KPT" 0 "3" 1999 "bird_3040" "bird_3942" "family_1988"
"KPT" 0 "3" 1999 "bird_3610" "bird_2998" "family_1989"
"KPT" 0 "3" 1999 "bird_3621" "bird_3620" "family_1990"
"KPT" 0 "3" 1999 NA NA "family_1991"
"KPT" 0 "3" 1999 NA NA "family_1992"
"KPT" 0 "3" 1999 NA "bird_3802" "family_1993"
"KPT" 0 "3" 1999 "bird_3105" "bird_3381" "family_1994"
"KPT" 0 "3" 1999 NA NA "family_1995"
"KPT" 0 "3" 1999 "bird_2635" "bird_3802" "family_1996"
"KPT" 0 "3" 1999 NA NA "family_1997"
"KPT" 0 "3" 1999 "bird_3712" "bird_3709" "family_1998"
"KPT" 0 "3" 1999 NA NA "family_1999"
"KPT" 0 "3" 1999 "bird_3305" "bird_3796" "family_2003"
"KPT" 0 "3" 1999 "bird_3289" "bird_3287" "family_2009"
"KPT" 0 "3" 1999 "bird_2509" "bird_3301" "family_2014"
"KPT" 3 "3" 1999 "bird_2853" "bird_3964" "family_2015"
"KPT" 0 "3" 1999 "bird_2714" "bird_3304" "family_2016"
"KPT" 0 "3" 1999 "bird_3300" NA "family_2017"
"KPT" 3 "3" 1999 "bird_2864" "bird_2882" "family_2018"
"KPT" 3 "3" 1999 "bird_3212" "bird_3307" "family_2019"
"KPT" 0 "3" 1999 NA "bird_3202" "family_2004"
"KPT" 0 "3" 1999 "bird_3309" "bird_3306" "family_2005"
"KPT" 2 "2" 1999 NA NA "family_2006"
"KPT" 0 "3" 1999 "bird_3315" "bird_3211" "family_2007"
"KPT" 0 "3" 1999 "bird_2573" "bird_2879" "family_2008"
"KPT" 0 "3" 1999 "bird_3444" "bird_3177" "family_2010"
"KPT" 0 "3" 1999 "bird_3804" "bird_3851" "family_2011"
"KPT" 0 NA 1999 NA "bird_2777" "family_2012"
"KPT" 0 "3" 1999 NA "bird_3237" "family_2013"
"KPT" 0 "3" 1999 NA "bird_3310" "family_2021"
"KPT" 0 "3" 1999 "bird_2658" "bird_2866" "family_2026"
"KPT" 0 "3" 1999 "bird_2570" NA "family_2033"
"KPT" 0 "3" 1999 NA "bird_3030" "family_2042"
"KPT" 0 "3" 1999 "bird_3303" "bird_3302" "family_2052"
"KPT" 0 "3" 1999 "bird_3274" "bird_2863" "family_2053"
"KPT" 0 "3" 1999 "bird_2865" "bird_3277" "family_2020"
"KPT" 3 "3" 1999 "bird_3308" "bird_3280" "family_2022"
"KPT" 0 "3" 1999 "bird_3025" "bird_2980" "family_2023"
"KPT" 0 "3" 1999 "bird_3187" "bird_3188" "family_2024"
"KPT" 0 "3" 1999 "bird_2888" "bird_2849" "family_2025"
"KPT" 0 "3" 1999 "bird_3316" "bird_3314" "family_2027"
"KPT" 0 "3" 1999 "bird_3426" "bird_3423" "family_2028"
"KPT" 0 "3" 1999 "bird_3274" "bird_2863" "family_2029"
"KPT" 3 "3" 1999 "bird_2871" "bird_3311" "family_2030"
"KPT" 0 "3" 1999 "bird_3312" "bird_3313" "family_2031"
"KPT" NA "3" 1999 "bird_2859" "bird_2862" "family_2032"
"KPT" 0 "3" 1999 "bird_3427" "bird_3420" "family_2034"
"KPT" 0 "3" 1999 "bird_3431" NA "family_2035"
"KPT" -1 "3" 1999 "bird_3425" "bird_3422" "family_2036"
"KPT" 0 "3" 1999 "bird_3024" "bird_3421" "family_2037"
"KPT" 0 "3" 1999 "bird_3424" "bird_3419" "family_2038"
"KPT" 0 "3" 1999 "bird_2977" "bird_2979" "family_2039"
"KPT" 0 "3" 1999 "bird_3435" "bird_2967" "family_2040"
"KPT" 3 "3" 1999 NA NA "family_2041"
"KPT" 0 "3" 1999 NA "bird_3432" "family_2043"
"KPT" 0 "3" 1999 "bird_2694" "bird_3009" "family_2044"
"KPT" 0 "3" 1999 "bird_3434" "bird_3433" "family_2045"
"KPT" 3 "3" 1999 "bird_3663" "bird_2692" "family_2046"
"KPT" 0 "3" 1999 NA NA "family_2047"
"KPT" 0 "3" 1999 "bird_3442" "bird_3885" "family_2048"
"KPT" 0 "3" 1999 "bird_3445" "bird_3060" "family_2049"
"KPT" 0 "3" 1999 NA "bird_3310" "family_2050"
"KPT" 0 "3" 1999 "bird_3279" "bird_3018" "family_2051"
"KPT" 0 "3" 1999 NA "bird_3517" "family_2054"
"KPT" 0 "3" 1999 NA NA "family_2055"
"KPM" NA "3" 2007 "bird_6186" "bird_6183" "family_461"
"KPM" 2 "2" 2007 "bird_170" "bird_6191" "family_467"
"KPM" NA "3" 2007 "bird_6197" "bird_6185" "family_477"
"KPM" NA "3" 2007 "bird_6199" "bird_6193" "family_485"
"KPM" NA "3" 2007 NA "bird_6184" "family_486"
"KPM" NA "3" 2007 NA "bird_174" "family_487"
"KPM" NA "3" 2007 "bird_6195" "bird_6182" "family_488"
"KPM" NA "3" 2007 NA "bird_6181" "family_489"
"KPM" NA "2" 2007 NA "bird_6194" "family_462"
"KPM" NA "2" 2007 "bird_6192" NA "family_463"
"KPM" NA "3" 2007 NA "bird_152" "family_464"
"KPM" 0 "2" 2007 NA "bird_6190" "family_465"
"KPM" 2 "3" 2007 "bird_154" "bird_6187" "family_466"
"KPM" NA "3" 2007 "bird_6198" "bird_6189" "family_468"
"KPM" 3 "3" 2007 "bird_6188" "bird_167" "family_469"
"KPM" NA "2" 2007 NA "bird_141" "family_470"
"KPM" NA "3" 2007 "bird_176" "bird_140" "family_471"
"KPM" 2 "3" 2007 "bird_226" "bird_150" "family_472"
"KPM" NA "3" 2007 NA "bird_153" "family_473"
"KPM" 0 "3" 2007 NA "bird_163" "family_474"
"KPM" 0 "2" 2007 "bird_179" NA "family_475"
"KPM" 0 "3" 2007 "bird_234" NA "family_476"
"KPM" 0 "2" 2007 "bird_181" "bird_187" "family_478"
"KPM" 2 "2" 2007 "bird_233" "bird_237" "family_479"
"KPM" 2 "2" 2007 "bird_232" "bird_229" "family_480"
"KPM" 2 "2" 2007 "bird_230" "bird_231" "family_481"
"KPM" NA "2" 2007 "bird_240" "bird_236" "family_482"
"KPM" 3 "3" 2007 "bird_244" "bird_188" "family_483"
"KPM" 0 "2" 2007 NA NA "family_484"
"KPM" 0 "3" 2008 NA "bird_261" "family_490"
"KPM" 0 "2" 2008 NA "bird_262" "family_491"
"KPM" 0 "3" 2008 NA "bird_263" "family_492"
"KPM" 3 "3" 2008 "bird_232" "bird_229" "family_526"
"KPM" NA "2" 2008 "bird_170" "bird_222" "family_535"
"KPM" NA "3" 2008 "bird_273" "bird_193" "family_540"
"KPM" 0 "1" 2008 NA "bird_192" "family_541"
"KPM" 0 "2" 2008 NA "bird_199" "family_542"
"KPM" 2 "3" 2008 "bird_272" "bird_207" "family_543"
"KPM" 3 "3" 2008 "bird_221" "bird_167" "family_527"
"KPM" 1 "3" 2008 "bird_240" "bird_236" "family_528"
"KPM" 0 "1" 2008 NA "bird_315" "family_529"
"KPM" NA "2" 2008 "bird_302" "bird_1408" "family_530"
"KPM" 3 "3" 2008 "bird_1388" "bird_1397" "family_531"
"KPM" 3 "3" 2008 "bird_1400" "bird_1396" "family_532"
"KPM" 3 "3" 2008 "bird_1429" "bird_1423" "family_533"
"KPM" 0 "3" 2008 "bird_159" "bird_1430" "family_534"
"KPM" 3 "3" 2008 "bird_1434" "bird_263" "family_536"
"KPM" 3 "3" 2008 "bird_1426" "bird_1428" "family_537"
"KPM" 2 NA 2008 "bird_1443" "bird_1442" "family_538"
"KPM" 1 NA 2008 "bird_1451" "bird_1450" "family_539"
"KPM" 2 "3" 2009 "bird_761" "bird_218" "family_631"
"KPM" 1 "2" 2009 "bird_762" "bird_760" "family_632"
"KPM" 3 "3" 2009 "bird_758" "bird_189" "family_633"
"KPM" 3 "3" 2009 "bird_139" "bird_1465" "family_634"
"KPM" 3 "3" 2009 "bird_240" "bird_236" "family_635"
"KPM" 1 "2" 2009 "bird_775" "bird_766" "family_557"
"KPM" 1 "3" 2009 "bird_170" "bird_222" "family_567"
"KPM" 1 "2" 2009 "bird_772" "bird_261" "family_578"
"KPM" 1 "3" 2009 "bird_194" "bird_781" "family_589"
"KPM" 0 "1" 2009 NA NA "family_591"
"KPM" 3 "3" 2009 "bird_769" "bird_192" "family_592"
"KPM" 2 "2" 2009 "bird_765" "bird_771" "family_593"
"KPM" 1 "3" 2009 NA "bird_273" "family_594"
"KPM" 2 "2" 2009 "bird_822" "bird_786" "family_595"
"KPM" NA "3" 2009 "bird_300" NA "family_596"
"KPM" 0 "3" 2009 NA NA "family_597"
"KPM" 2 "3" 2009 "bird_780" "bird_199" "family_602"
"KPM" NA "3" 2009 NA "bird_1428" "family_603"
"KPM" 0 "3" 2009 NA NA "family_604"
"KPM" 2 "3" 2009 "bird_782" NA "family_605"
"KPM" 1 "2" 2009 "bird_836" NA "family_606"
"KPM" NA "1" 2009 NA NA "family_607"
"KPM" 3 "3" 2009 "bird_797" "bird_810" "family_608"
"KPM" 0 "2" 2009 NA NA "family_609"
"KPM" 1 "2" 2009 "bird_828" "bird_812" "family_610"
"KPM" 3 "3" 2009 "bird_268" "bird_821" "family_611"
"KPM" 3 "3" 2009 "bird_1588" "bird_1590" "family_617"
"KPM" 3 "3" 2009 "bird_827" "bird_813" "family_618"
"KPM" 3 "3" 2009 "bird_221" "bird_167" "family_619"
"KPM" NA "2" 2009 NA "bird_837" "family_620"
"KPM" 2 "3" 2009 NA "bird_1509" "family_621"
"KPM" NA "3" 2009 "bird_1608" "bird_1612" "family_622"
"KPM" NA "2" 2009 NA "bird_1587" "family_623"
"KPM" NA "3" 2009 "bird_1592" "bird_1593" "family_624"
"KPM" 0 "3" 2009 "bird_1604" "bird_1423" "family_625"
"KPM" NA "3" 2009 "bird_221" "bird_167" "family_626"
"KPM" NA "3" 2009 "bird_302" "bird_1595" "family_627"
"KPM" NA "2" 2009 NA "bird_262" "family_628"
"KPM" 0 "3" 2009 NA "bird_1613" "family_629"
"KPM" 1 "3" 2009 "bird_776" "bird_1409" "family_630"
"KPM" 2 "2" 2009 "bird_755" "bird_757" "family_558"
"KPM" 1 "2" 2009 "bird_759" "bird_754" "family_559"
"KPM" 0 "2" 2009 NA "bird_764" "family_560"
"KPM" 0 "1" 2009 NA NA "family_561"
"KPM" 0 "2" 2009 NA NA "family_562"
"KPM" 0 "2" 2009 "bird_763" "bird_1467" "family_563"
"KPM" 2 "2" 2009 "bird_776" "bird_1409" "family_564"
"KPM" 1 "3" 2009 "bird_278" "bird_1466" "family_565"
"KPM" 3 "3" 2009 "bird_770" "bird_279" "family_566"
"KPM" 3 "3" 2009 "bird_183" "bird_182" "family_568"
"KPM" 2 "2" 2009 "bird_768" "bird_773" "family_569"
"KPM" 0 "3" 2009 NA NA "family_570"
"KPM" 0 "3" 2009 "bird_1468" "bird_753" "family_571"
"KPM" 3 "2" 2009 "bird_1478" "bird_774" "family_572"
"KPM" 0 "3" 2009 "bird_1470" NA "family_573"
"KPM" 1 "3" 2009 "bird_272" "bird_207" "family_574"
"KPM" 0 "3" 2009 "bird_232" "bird_229" "family_575"
"KPM" 3 "3" 2009 "bird_1421" "bird_1398" "family_576"
"KPM" 3 "3" 2009 "bird_1444" "bird_1445" "family_577"
"KPM" 1 "3" 2009 "bird_1472" "bird_1471" "family_579"
"KPM" NA "3" 2009 "bird_1469" "bird_1479" "family_580"
"KPM" 1 "2" 2009 "bird_159" "bird_1430" "family_581"
"KPM" 2 NA 2009 "bird_792" "bird_793" "family_582"
"KPM" NA "3" 2009 NA "bird_789" "family_583"
"KPM" NA "3" 2009 NA NA "family_584"
"KPM" NA "3" 2009 NA NA "family_585"
"KPM" NA "2" 2009 NA NA "family_586"
"KPM" NA "3" 2009 "bird_285" NA "family_587"
"KPM" 3 "3" 2009 "bird_247" NA "family_588"
"KPM" NA "1" 2009 NA "bird_1585" "family_590"
"KPM" NA "3" 2009 "bird_803" "bird_214" "family_598"
"KPM" NA "2" 2009 "bird_1505" NA "family_599"
"KPM" NA "1" 2009 "bird_274" NA "family_600"
"KPM" NA "3" 2009 NA "bird_1618" "family_601"
"KPM" 2 "3" 2009 NA "bird_1465" "family_612"
"KPM" NA "2" 2009 "bird_1516" "bird_1520" "family_613"
"KPM" NA "2" 2009 "bird_1521" "bird_1522" "family_614"
"KPM" 2 "3" 2009 "bird_1514" "bird_1515" "family_615"
"KPM" 2 "3" 2009 NA "bird_754" "family_616"
"KPM" 0 NA 2010 NA NA "family_636"
"KPM" NA "2" 2010 NA "bird_1639" "family_637"
"KPM" NA "3" 2010 NA "bird_1638" "family_638"
"KPM" 0 "1" 2010 NA NA "family_639"
"KPM" NA "2" 2010 NA NA "family_640"
"KPM" 0 NA 2010 NA NA "family_641"
"KPM" NA "3" 2010 "bird_1850" "bird_1640" "family_642"
"KPM" 0 "3" 2010 NA NA "family_678"
"KPM" 0 "3" 2010 NA NA "family_732"
"KPM" 0 "2" 2010 NA NA "family_754"
"KPM" 0 "3" 2010 NA NA "family_771"
"KPM" 1 "1" 2010 "bird_1883" "bird_1845" "family_782"
"KPM" 0 "2" 2010 NA NA "family_793"
"KPM" 3 "3" 2010 "bird_1850" NA "family_804"
"KPM" 0 "2" 2010 NA NA "family_815"
"KPM" 0 "2" 2010 "bird_170" "bird_170" "family_826"
"KPM" 0 "2" 2010 "bird_176" "bird_1587" "family_679"
"KPM" NA "3" 2010 "bird_240" "bird_236" "family_689"
"KPM" 0 "1" 2010 NA NA "family_700"
"KPM" 0 "3" 2010 NA "bird_1613" "family_711"
"KPM" 0 "2" 2010 NA NA "family_722"
"KPM" 2 "3" 2010 "bird_1655" "bird_1637" "family_727"
"KPM" 0 "1" 2010 NA NA "family_728"
"KPM" 0 "3" 2010 NA "bird_6149" "family_729"
"KPM" 0 "3" 2010 NA NA "family_730"
"KPM" 0 "3" 2010 NA NA "family_731"
