"population" "no_chicks" "clutch_size" "year" "male" "female" "family_ID"
"KPM" 0 "3" 2015 "bird_247" NA "family_1219"
"KPM" 3 "3" 2015 "bird_1657" "bird_1531" "family_1230"
"KPM" 0 "3" 2015 NA "bird_X" "family_1241"
"KPM" 2 "2" 2015 "bird_2182" "bird_2376" "family_1279"
"KPM" 0 "3" 2015 "bird_2176" "bird_1925" "family_1283"
"KPM" 0 "3" 2015 "bird_2259" "bird_2262" "family_1284"
"KPM" 0 "3" 2015 NA "bird_1560" "family_1285"
"KPM" 0 "3" 2015 "bird_1978" "bird_1980" "family_1286"
"KPM" 0 "3" 2015 NA "bird_207" "family_1287"
"KPM" 0 "2" 2015 NA "bird_X" "family_1220"
"KPM" 2 "2" 2015 "bird_2020" "bird_1543" "family_1221"
"KPM" 0 "3" 2015 NA "bird_1460" "family_1222"
"KPM" 0 "3" 2015 "bird_1607" "bird_1700" "family_1223"
"KPM" 0 "3" 2015 NA "bird_2018" "family_1224"
"KPM" 0 "2" 2015 NA "bird_781" "family_1225"
"KPM" 0 "3" 2015 NA "bird_192" "family_1226"
"KPM" 0 "3" 2015 "bird_2050" "bird_2048" "family_1227"
"KPM" 0 "3" 2015 NA "bird_1541" "family_1228"
"KPM" 1 "3" 2015 "bird_778" "bird_2124" "family_1229"
"KPM" 2 "3" 2015 "bird_834" "bird_1939" "family_1231"
"KPM" 0 "3" 2015 NA "bird_1970" "family_1233"
"KPM" 0 "3" 2015 "bird_1699" "bird_833" "family_1234"
"KPM" 0 "1" 2015 NA "bird_218" "family_1235"
"KPM" 0 "1" 2015 "bird_1934" NA "family_1236"
"KPM" 0 "3" 2015 "bird_2095" "bird_2064" "family_1237"
"KPM" 0 "2" 2015 "bird_1636" NA "family_1238"
"KPM" 0 "3" 2015 NA "bird_2206" "family_1239"
"KPM" 0 "3" 2015 "bird_1649" "bird_1995" "family_1240"
"KPM" 3 "3" 2015 "bird_244" "bird_1409" "family_1242"
"KPM" 0 "3" 2015 NA "bird_1613" "family_1252"
"KPM" 3 "3" 2015 "bird_1978" "bird_1980" "family_1263"
"KPM" 0 "2" 2015 NA "bird_833" "family_1272"
"KPM" 0 "2" 2015 NA "bird_X" "family_1273"
"KPM" 0 "3" 2015 "bird_1636" "bird_229" "family_1274"
"KPM" 0 "2" 2015 "bird_1918" "bird_1541" "family_1275"
"KPM" 0 "3" 2015 "bird_2036" "bird_2026" "family_1276"
"KPM" 0 "3" 2015 NA "bird_207" "family_1277"
"KPM" 0 "2" 2015 NA "bird_1995" "family_1278"
"KPM" 0 "2" 2015 "bird_2083" NA "family_1280"
"KPM" 3 "3" 2015 "bird_2430" "bird_1854" "family_1281"
"KPM" 0 "3" 2015 "bird_2036" "bird_1702" "family_1282"
"KPM" 0 "1" 2015 "bird_1865" NA "family_1232"
"KPM" 0 "3" 2015 "bird_761" "bird_2276" "family_1243"
"KPM" 0 "1" 2015 "bird_1935" "bird_207" "family_1244"
"KPM" 0 "3" 2015 "bird_1586" "bird_781" "family_1245"
"KPM" 1 "2" 2015 "bird_2279" "bird_1643" "family_1246"
"KPM" 0 "3" 2015 "bird_2053" "bird_1560" "family_1247"
"KPM" 3 "3" 2015 "bird_2304" "bird_1491" "family_1248"
"KPM" 0 "2" 2015 "bird_1918" "bird_1541" "family_1249"
"KPM" 0 "3" 2015 NA "bird_1975" "family_1250"
"KPM" 0 "3" 2015 "bird_1637" "bird_2060" "family_1251"
"KPM" 0 "2" 2015 "bird_2215" "bird_2006" "family_1253"
"KPM" 2 "3" 2015 "bird_1527" "bird_218" "family_1254"
"KPM" 0 "3" 2015 "bird_2095" "bird_2064" "family_1255"
"KPM" 3 "3" 2015 "bird_1883" "bird_192" "family_1256"
"KPM" 3 "3" 2015 "bird_2066" "bird_1669" "family_1257"
"KPM" 0 "3" 2015 "bird_219" "bird_1658" "family_1258"
"KPM" 1 "2" 2015 "bird_1930" "bird_1593" "family_1259"
"KPM" 0 "3" 2015 "bird_2290" NA "family_1260"
"KPM" 0 "2" 2015 NA "bird_2048" "family_1261"
"KPM" 0 "2" 2015 NA "bird_1648" "family_1262"
"KPM" 0 "3" 2015 NA "bird_1970" "family_1264"
"KPM" 2 "3" 2015 "bird_1586" NA "family_1265"
"KPM" 0 "3" 2015 "bird_1487" "bird_2246" "family_1266"
"KPM" 0 "3" 2015 NA "bird_261" "family_1267"
"KPM" 0 "1" 2015 NA "bird_833" "family_1268"
"KPM" 3 "3" 2015 "bird_6143" "bird_1535" "family_1269"
"KPM" 0 "3" 2015 NA "bird_1560" "family_1270"
"KPM" 0 "2" 2015 "bird_2050" "bird_2048" "family_1271"
"SP" 0 "2" 2006 "bird_3" "bird_1045" "family_2129"
"SP" 0 "3" 2006 NA "bird_952" "family_2135"
"SP" 0 "3" 2006 "bird_566" "bird_25" "family_2136"
"SP" 0 "3" 2006 "bird_224" "bird_137" "family_2137"
"SP" 2 "3" 2006 "bird_1814" "bird_27" "family_2138"
"SP" 3 "3" 2006 "bird_689" "bird_26" "family_2139"
"SP" 0 "2" 2006 NA "bird_32" "family_2131"
"SP" 3 "3" 2006 "bird_92" "bird_142" "family_2132"
"SP" 2 "3" 2006 "bird_91" "bird_13" "family_2133"
"SP" 0 "3" 2006 NA "bird_904" "family_2134"
"SP" 1 "3" 2006 "bird_10" "bird_1199" "family_2140"
"SP" 1 "2" 2006 "bird_22" "bird_1236" "family_2142"
"SP" 0 "3" 2006 "bird_898" "bird_79" "family_2146"
"SP" 3 "3" 2006 "bird_30" "bird_31" "family_2147"
"SP" 3 "3" 2006 "bird_97" "bird_6" "family_2148"
"SP" 2 "3" 2006 "bird_6175" "bird_6176" "family_2149"
"SP" 1 "3" 2006 "bird_83" "bird_245" "family_2150"
"SP" 2 "3" 2006 "bird_82" "bird_255" "family_2151"
"SP" 0 "3" 2006 "bird_118" NA "family_2152"
"SP" 0 "3" 2006 "bird_4" NA "family_2141"
"SP" 3 "3" 2006 "bird_128" "bird_387" "family_2144"
"SP" 3 "3" 2006 "bird_355" "bird_377" "family_2145"
"SP" 3 "3" 2006 "bird_981" "bird_846" "family_2153"
"SP" 0 "3" 2006 "bird_705" "bird_887" "family_2187"
"SP" 1 "3" 2006 "bird_47" "bird_9" "family_2197"
"SP" 0 "3" 2006 "bird_21" "bird_51" "family_2198"
"SP" 1 "3" 2006 NA "bird_42" "family_2199"
"SP" 1 "3" 2006 "bird_69" "bird_55" "family_2200"
"SP" 0 "3" 2006 "bird_70" "bird_52" "family_2201"
"SP" 1 "3" 2006 "bird_53" "bird_74" "family_2154"
"SP" 0 "2" 2006 "bird_5" "bird_43" "family_2159"
"SP" 1 "3" 2006 "bird_94" "bird_50" "family_2164"
"SP" 3 "3" 2006 "bird_48" "bird_76" "family_2165"
"SP" 0 "2" 2006 "bird_14" "bird_669" "family_2166"
"SP" 3 "3" 2006 "bird_264" "bird_87" "family_2167"
"SP" 0 "3" 2006 "bird_981" "bird_980" "family_2168"
"SP" 0 "3" 2006 NA "bird_18" "family_2169"
"SP" 0 "3" 2006 "bird_787" "bird_662" "family_2170"
"SP" 2 "3" 2006 "bird_195" "bird_504" "family_2171"
"SP" 0 "3" 2006 "bird_1097" "bird_42" "family_2174"
"SP" NA "3" 2006 "bird_1117" "bird_1402" "family_2180"
"SP" NA "2" 2006 NA "bird_43" "family_2181"
"SP" NA "3" 2006 "bird_1567" NA "family_2182"
"SP" 0 "3" 2006 "bird_1578" "bird_1437" "family_2183"
"SP" NA "3" 2006 NA "bird_1694" "family_2184"
"SP" NA "3" 2006 "bird_1137" "bird_15" "family_2185"
"SP" NA "3" 2006 "bird_69" "bird_726" "family_2186"
"SP" 3 "3" 2006 "bird_17" "bird_1670" "family_2188"
"SP" NA "3" 2006 "bird_4" "bird_1126" "family_2189"
"SP" NA "2" 2006 "bird_70" "bird_52" "family_2190"
"SP" NA "3" 2006 "bird_1317" "bird_55" "family_2191"
"SP" NA "2" 2006 NA "bird_669" "family_2192"
"SP" NA "3" 2006 NA "bird_7" "family_2193"
"SP" NA "3" 2006 "bird_66" NA "family_2194"
"SP" NA "3" 2006 NA NA "family_2195"
"SP" NA "2" 2006 "bird_787" "bird_662" "family_2196"
"SP" 3 "3" 2006 "bird_23" "bird_980" "family_2155"
"SP" 0 "3" 2006 NA NA "family_2156"
"SP" 2 "3" 2006 "bird_6200" "bird_6174" "family_2157"
"SP" NA "3" 2006 NA NA "family_2158"
"SP" 0 "3" 2006 "bird_98" "bird_84" "family_2160"
"SP" 1 "3" 2006 NA NA "family_2161"
"SP" 3 "3" 2006 "bird_8" "bird_472" "family_2162"
"SP" 2 "3" 2006 "bird_798" "bird_536" "family_2163"
"SP" 0 "3" 2006 "bird_525" "bird_54" "family_2172"
"SP" 3 "3" 2006 NA "bird_493" "family_2173"
"SP" 3 "3" 2006 "bird_877" "bird_651" "family_2175"
"SP" 1 "3" 2006 "bird_134" NA "family_2176"
"SP" 0 "3" 2006 "bird_672" "bird_727" "family_2177"
"SP" 3 "3" 2006 "bird_683" "bird_483" "family_2178"
"SP" NA "3" 2006 "bird_705" "bird_887" "family_2179"
"SP" 3 "3" 2006 "bird_29" "bird_39" "family_2202"
"SP" 3 "3" 2006 NA "bird_18" "family_2225"
"SP" 0 "3" 2006 "bird_67" NA "family_2238"
"SP" 3 "3" 2006 "bird_106" "bird_60" "family_2247"
"SP" 0 "3" 2006 "bird_66" "bird_79" "family_2256"
"SP" 3 "3" 2006 NA "bird_54" "family_2257"
"SP" 2 "3" 2006 "bird_80" "bird_65" "family_2258"
"SP" 3 "3" 2006 "bird_104" "bird_119" "family_2259"
"SP" NA "3" 2006 "bird_105" NA "family_2260"
"SP" 0 "3" 2006 "bird_19" "bird_61" "family_2203"
"SP" 2 "3" 2006 "bird_107" "bird_59" "family_2209"
"SP" 0 "3" 2006 NA "bird_58" "family_2218"
"SP" 1 "2" 2006 "bird_129" "bird_952" "family_2220"
"SP" 0 "3" 2006 "bird_130" "bird_451" "family_2221"
"SP" 0 "3" 2006 "bird_514" "bird_7" "family_2222"
"SP" 3 "3" 2006 "bird_943" "bird_843" "family_2223"
"SP" 1 "3" 2006 "bird_849" "bird_859" "family_2224"
"SP" 0 "3" 2006 "bird_556" "bird_846" "family_2226"
"SP" 2 "3" 2006 "bird_566" "bird_25" "family_2230"
"SP" 2 "3" 2006 "bird_848" "bird_577" "family_2231"
"SP" 3 "3" 2006 "bird_1007" "bird_867" "family_2232"
"SP" 2 "3" 2006 "bird_1087" "bird_1236" "family_2233"
"SP" 3 "3" 2006 "bird_1076" "bird_866" "family_2234"
"SP" NA "3" 2006 "bird_1189" NA "family_2235"
"SP" NA "3" 2006 "bird_1255" "bird_1199" "family_2236"
"SP" 3 "3" 2006 "bird_162" "bird_1208" "family_2237"
"SP" 0 "3" 2006 "bird_1564" "bird_1219" "family_2239"
"SP" 2 "3" 2006 "bird_819" "bird_6173" "family_2240"
"SP" 2 "3" 2006 "bird_1559" "bird_991" "family_2241"
"SP" 2 "3" 2006 "bird_842" "bird_841" "family_2242"
"SP" 3 "3" 2006 "bird_850" "bird_858" "family_2243"
"SP" 2 "3" 2006 "bird_67" "bird_860" "family_2244"
"SP" 2 "3" 2006 "bird_1427" "bird_1306" "family_2245"
"SP" 2 "3" 2006 "bird_11" "bird_1045" "family_2246"
"SP" 1 "2" 2006 "bird_1418" "bird_41" "family_2248"
"SP" NA "3" 2006 NA "bird_245" "family_2249"
"SP" NA "3" 2006 NA "bird_76" "family_2250"
"SP" NA "3" 2006 "bird_1814" NA "family_2252"
"SP" NA "3" 2006 "bird_1813" NA "family_2253"
"SP" NA "2" 2006 NA "bird_59" "family_2254"
"SP" NA "3" 2006 NA "bird_546" "family_2255"
"SP" NA "3" 2006 "bird_849" "bird_859" "family_2204"
"SP" 0 "3" 2006 "bird_1418" "bird_41" "family_2206"
"SP" NA "3" 2006 "bird_275" NA "family_2207"
"SP" NA "3" 2006 "bird_102" "bird_295" "family_2208"
"SP" 0 "3" 2006 "bird_195" NA "family_2210"
"SP" 0 "3" 2006 "bird_206" NA "family_2211"
"SP" 3 "3" 2006 "bird_116" "bird_103" "family_2212"
"SP" 3 "3" 2006 "bird_3" "bird_38" "family_2214"
"SP" 1 "3" 2006 "bird_89" "bird_100" "family_2215"
"SP" 3 "3" 2006 "bird_215" "bird_345" "family_2216"
"SP" 3 "3" 2006 "bird_88" "bird_101" "family_2217"
"SP" 0 "3" 2006 "bird_694" "bird_977" "family_2219"
"SP" 2 "3" 2006 "bird_970" "bird_135" "family_2227"
"SP" 1 "3" 2006 "bird_972" "bird_39" "family_2228"
"SP" 0 "3" 2006 "bird_6178" "bird_546" "family_2229"
"SP" 0 "3" 2006 "bird_71" "bird_75" "family_2261"
"SP" 0 "3" 2006 "bird_847" "bird_738" "family_2262"
"SP" 0 "1" 2006 NA "bird_955" "family_2263"
"SP" 3 "3" 2007 "bird_8" "bird_1402" "family_2264"
"SP" 0 "3" 2007 "bird_48" "bird_382" "family_2296"
"SP" 3 "3" 2007 "bird_355" "bird_669" "family_2303"
"SP" 3 "3" 2007 "bird_224" "bird_1045" "family_2305"
"SP" 3 "3" 2007 "bird_388" "bird_383" "family_2306"
"SP" 3 "3" 2007 "bird_386" "bird_384" "family_2307"
"SP" 3 "3" 2007 "bird_360" "bird_110" "family_2308"
"SP" 3 "3" 2007 "bird_981" "bird_846" "family_2309"
"SP" 3 "3" 2007 "bird_432" "bird_410" "family_2310"
"SP" 3 "3" 2007 "bird_275" "bird_336" "family_2265"
"SP" 2 "3" 2007 "bird_348" "bird_381" "family_2266"
"SP" 0 "3" 2007 "bird_401" "bird_407" "family_2267"
"SP" 2 "3" 2007 "bird_514" "bird_7" "family_2268"
"SP" 0 "2" 2007 "bird_908" "bird_402" "family_2269"
"SP" 0 "2" 2007 "bird_798" "bird_100" "family_2270"
"SP" 0 "3" 2007 "bird_134" "bird_137" "family_2271"
"SP" 0 "2" 2007 "bird_943" "bird_55" "family_2272"
"SP" 0 "3" 2007 NA "bird_952" "family_2273"
"SP" 3 "3" 2007 "bird_431" "bird_433" "family_2274"
"SP" 3 "3" 2007 "bird_442" "bird_427" "family_2275"
"SP" 0 "3" 2007 "bird_1255" "bird_18" "family_2276"
"SP" 2 "3" 2007 "bird_562" "bird_409" "family_2277"
"SP" 0 "3" 2007 "bird_130" "bird_379" "family_2278"
"SP" 2 "3" 2007 "bird_452" "bird_428" "family_2279"
"SP" 3 "3" 2007 "bird_440" "bird_429" "family_2280"
"SP" 0 "3" 2007 "bird_3" "bird_662" "family_2281"
"SP" 3 "3" 2007 "bird_468" "bird_841" "family_2282"
"SP" 2 "3" 2007 "bird_842" "bird_464" "family_2283"
"SP" 3 "3" 2007 NA "bird_84" "family_2284"
"SP" 1 "3" 2007 "bird_445" "bird_336" "family_2285"
"SP" 2 "3" 2007 "bird_1137" "bird_907" "family_2286"
"SP" 0 "3" 2007 "bird_847" "bird_977" "family_2287"
"SP" 2 "3" 2007 "bird_908" "bird_402" "family_2288"
"SP" 3 "3" 2007 "bird_446" "bird_377" "family_2289"
"SP" 0 "2" 2007 "bird_453" "bird_463" "family_2290"
"SP" 3 "3" 2007 "bird_566" "bird_119" "family_2291"
"SP" 3 "3" 2007 NA "bird_465" "family_2292"
"SP" 3 "3" 2007 "bird_450" NA "family_2293"
"SP" 3 "3" 2007 "bird_444" NA "family_2294"
"SP" 3 "3" 2007 "bird_482" "bird_506" "family_2295"
"SP" 3 "3" 2007 "bird_5" "bird_396" "family_2297"
"SP" 3 "3" 2007 "bird_206" "bird_859" "family_2298"
"SP" 2 "3" 2007 "bird_107" "bird_75" "family_2299"
"SP" 0 "3" 2007 "bird_356" "bird_1437" "family_2300"
"SP" 3 "3" 2007 "bird_354" "bird_904" "family_2301"
"SP" 2 "3" 2007 "bird_88" "bird_395" "family_2302"
"SP" 3 "3" 2007 "bird_672" "bird_651" "family_2304"
"SP" 1 "2" 2007 NA "bird_74" "family_2311"
"SP" 0 "3" 2007 "bird_514" "bird_7" "family_2321"
"SP" 0 "2" 2007 "bird_130" "bird_379" "family_2322"
"SP" 3 "3" 2007 "bird_30" "bird_245" "family_2324"
"SP" 3 "3" 2007 "bird_476" "bird_38" "family_2325"
"SP" 3 "3" 2007 "bird_1564" "bird_451" "family_2326"
"SP" 0 "3" 2007 "bird_91" "bird_455" "family_2327"
"SP" 0 "3" 2007 "bird_1255" "bird_18" "family_2328"
"SP" 0 "3" 2007 NA "bird_1045" "family_2329"
"SP" 3 "3" 2007 "bird_399" NA "family_2312"
"SP" 0 "3" 2007 "bird_351" "bird_394" "family_2313"
"SP" 2 "2" 2007 "bird_116" "bird_393" "family_2314"
"SP" 3 "3" 2007 "bird_83" "bird_1219" "family_2315"
"SP" 3 "3" 2007 NA "bird_400" "family_2316"
"SP" 3 "3" 2007 "bird_1087" "bird_493" "family_2317"
"SP" 3 "3" 2007 "bird_467" "bird_75" "family_2318"
"SP" 3 "3" 2007 NA "bird_466" "family_2319"
"SP" 0 "3" 2007 NA NA "family_2320"
"SP" 0 "3" 2007 "bird_596" "bird_904" "family_2323"
"SP" 0 "3" 2007 "bird_877" "bird_651" "family_2330"
"SP" 0 "1" 2007 "bird_53" "bird_385" "family_2342"
"SP" 0 "3" 2007 "bird_981" "bird_846" "family_2343"
"SP" 3 "3" 2007 "bird_6177" "bird_13" "family_2349"
"SP" 0 "3" 2007 "bird_1004" "bird_380" "family_2350"
"SP" 0 "2" 2007 "bird_705" "bird_18" "family_2351"
"SP" 3 "3" 2007 "bird_787" "bird_662" "family_2352"
"SP" 3 "3" 2007 "bird_69" "bird_391" "family_2353"
"SP" 3 "3" 2007 "bird_334" "bird_390" "family_2331"
"SP" 2 "3" 2007 "bird_332" "bird_726" "family_2335"
"SP" 3 "3" 2007 "bird_350" "bird_119" "family_2336"
"SP" 3 "3" 2007 "bird_349" "bird_392" "family_2337"
"SP" 0 "2" 2007 "bird_14" "bird_977" "family_2338"
"SP" 3 "3" 2007 "bird_97" "bird_451" "family_2339"
"SP" 0 "3" 2007 "bird_567" "bird_561" "family_2340"
"SP" 3 "3" 2007 "bird_419" "bird_342" "family_2341"
"SP" 3 "3" 2007 "bird_12" "bird_54" "family_2332"
"SP" 0 "3" 2007 "bird_1814" "bird_387" "family_2333"
"SP" 2 "3" 2007 "bird_401" "bird_6176" "family_2334"
"SP" 0 "3" 2007 "bird_1784" "bird_85" "family_2344"
"SP" NA "3" 2007 NA NA "family_2348"
"SP" NA "3" 2007 "bird_97" "bird_846" "family_2345"
"SP" 2 "3" 2007 "bird_518" "bird_517" "family_2346"
"SP" NA "2" 2007 "bird_3" NA "family_2347"
"SP" NA "3" 2007 NA "bird_1437" "family_2354"
"SP" 2 "3" 2007 "bird_6178" "bird_546" "family_2369"
"SP" 3 "3" 2007 "bird_67" "bird_24" "family_2370"
"SP" 2 "3" 2007 "bird_849" "bird_342" "family_2372"
"SP" 0 "3" 2007 "bird_28" "bird_41" "family_2373"
"SP" 2 "3" 2007 "bird_6177" "bird_589" "family_2374"
"SP" 1 "3" 2007 "bird_332" "bird_391" "family_2375"
"SP" 2 "3" 2007 "bird_348" "bird_382" "family_2376"
"SP" NA "3" 2007 "bird_484" "bird_489" "family_2377"
"SP" 2 "3" 2007 "bird_1076" NA "family_2355"
"SP" NA "3" 2007 "bird_130" "bird_379" "family_2365"
"SP" 3 "3" 2007 "bird_351" "bird_394" "family_2368"
"SP" 2 "3" 2007 "bird_705" "bird_26" "family_2356"
"SP" 3 "3" 2007 "bird_787" "bird_54" "family_2357"
"SP" 3 "3" 2007 "bird_459" "bird_474" "family_2358"
"SP" 3 "3" 2007 "bird_461" "bird_383" "family_2359"
"SP" 2 "3" 2007 "bird_106" "bird_60" "family_2360"
"SP" NA "2" 2007 "bird_134" "bird_137" "family_2361"
"SP" 2 "3" 2007 "bird_469" "bird_475" "family_2362"
"SP" 3 "3" 2007 "bird_460" "bird_473" "family_2363"
"SP" 2 "3" 2007 "bird_798" "bird_100" "family_2364"
"SP" 0 "3" 2007 "bird_386" "bird_15" "family_2366"
"SP" 2 "3" 2007 "bird_458" "bird_471" "family_2367"
"SP" NA "3" 2007 NA "bird_589" "family_2371"
"SP" 3 "3" 2007 "bird_326" "bird_843" "family_2378"
"SP" 3 "3" 2007 "bird_581" "bird_1402" "family_2381"
"SP" 2 "3" 2007 "bird_23" "bird_669" "family_2382"
"SP" 2 "3" 2007 "bird_819" "bird_392" "family_2389"
"SP" 2 "3" 2007 "bird_852" "bird_1208" "family_2379"
"SP" 3 "3" 2007 "bird_582" "bird_393" "family_2380"
"SP" 3 "3" 2007 "bird_70" "bird_51" "family_2383"
"SP" 0 "2" 2007 "bird_606" "bird_74" "family_2384"
"SP" 3 "3" 2007 "bird_603" "bird_604" "family_2385"
"SP" NA "3" 2007 "bird_1097" NA "family_2386"
"SP" NA "3" 2007 "bird_28" "bird_41" "family_2387"
"SP" NA "3" 2007 NA "bird_380" "family_2388"
"SP" 3 "3" 2007 "bird_66" "bird_843" "family_2390"
"SP" 3 "3" 2008 "bird_5" "bird_396" "family_2391"
"SP" 2 "3" 2008 "bird_453" "bird_645" "family_2406"
"SP" 2 "3" 2008 "bird_660" "bird_646" "family_2413"
"SP" 2 "3" 2008 "bird_847" "bird_504" "family_2414"
"SP" 3 "3" 2008 "bird_130" "bird_382" "family_2415"
"SP" 3 "3" 2008 NA "bird_493" "family_2416"
"SP" 0 "3" 2008 NA NA "family_2417"
"SP" 0 "3" 2008 "bird_562" "bird_571" "family_2418"
"SP" 2 "3" 2008 "bird_329" "bird_658" "family_2419"
"SP" 3 "3" 2008 "bird_689" "bird_661" "family_2392"
"SP" 0 "3" 2008 NA "bird_110" "family_2397"
"SP" 0 "1" 2008 NA NA "family_2398"
"SP" 0 "2" 2008 NA NA "family_2399"
"SP" 3 "3" 2008 "bird_870" "bird_679" "family_2400"
"SP" 0 "2" 2008 NA NA "family_2401"
"SP" 0 "2" 2008 NA "bird_381" "family_2402"
"SP" 1 "2" 2008 NA "bird_680" "family_2403"
"SP" 1 "2" 2008 "bird_224" "bird_1045" "family_2404"
"SP" 2 "2" 2008 NA "bird_406" "family_2405"
"SP" 2 "3" 2008 "bird_356" NA "family_2407"
"SP" 1 "3" 2008 "bird_348" "bird_110" "family_2409"
"SP" 3 "3" 2008 "bird_401" "bird_382" "family_2410"
"SP" 1 "3" 2008 "bird_48" "bird_846" "family_2411"
"SP" 2 "3" 2008 "bird_888" "bird_659" "family_2412"
"SP" 0 "3" 2008 NA "bird_1045" "family_2393"
"SP" 3 "3" 2008 "bird_347" "bird_659" "family_2394"
"SP" 3 "3" 2008 "bird_206" "bird_859" "family_2395"
"SP" 2 "2" 2008 "bird_341" "bird_493" "family_2396"
"SP" 3 "3" 2008 "bird_591" "bird_377" "family_2408"
"SP" 0 "1" 2008 NA NA "family_2420"
"SP" 2 "2" 2008 "bird_819" "bird_392" "family_2428"
"SP" 3 "3" 2008 "bird_467" "bird_466" "family_2430"
"SP" 0 "3" 2008 "bird_83" NA "family_2431"
"SP" 1 "3" 2008 "bird_116" "bird_60" "family_2421"
"SP" 0 "3" 2008 "bird_121" NA "family_2422"
"SP" 2 "3" 2008 "bird_1087" "bird_565" "family_2423"
"SP" 0 "2" 2008 NA "bird_1437" "family_2424"
"SP" 2 "3" 2008 "bird_97" "bird_841" "family_2425"
"SP" 3 "3" 2008 "bird_399" "bird_396" "family_2426"
"SP" 0 "3" 2008 "bird_66" "bird_60" "family_2427"
"SP" 0 "3" 2008 "bird_922" "bird_921" "family_2429"
"SP" 3 "3" 2008 "bird_1097" "bird_54" "family_2432"
"SP" 0 "3" 2008 "bird_97" "bird_841" "family_2433"
"SP" 2 "3" 2008 "bird_696" "bird_51" "family_2434"
"SP" 3 "3" 2008 "bird_603" "bird_695" "family_2435"
"SP" 3 "3" 2008 "bird_6177" "bird_726" "family_2436"
"SP" 0 "1" 2008 NA NA "family_2437"
"SP" 0 "3" 2008 "bird_401" "bird_697" "family_2438"
"SP" 0 "1" 2008 "bird_1784" "bird_707" "family_2439"
"SP" 0 "3" 2008 NA "bird_651" "family_2440"
"SP" 2 "3" 2008 "bird_69" "bird_51" "family_2441"
"SP" 2 "3" 2008 "bird_555" "bird_695" "family_2442"
"SP" 3 "3" 2008 "bird_623" "bird_726" "family_2443"
"SP" 3 "3" 2008 "bird_567" "bird_709" "family_2444"
"SP" 0 "3" 2008 "bird_603" "bird_74" "family_2445"
"SP" 2 "3" 2008 "bird_339" "bird_920" "family_2446"
"SP" 3 "3" 2008 "bird_442" "bird_651" "family_2447"
"SP" 3 "3" 2008 "bird_444" "bird_645" "family_2448"
"SP" 0 "3" 2008 "bird_970" "bird_381" "family_2454"
"SP" 3 "3" 2008 "bird_639" "bird_565" "family_2459"
"SP" 2 "3" 2008 "bird_1784" "bird_707" "family_2460"
"SP" 0 "3" 2008 "bird_116" "bird_119" "family_2461"
"SP" 0 "3" 2008 "bird_885" "bird_886" "family_2462"
"SP" 0 "3" 2008 NA NA "family_2449"
"SP" 2 "2" 2008 "bird_12" "bird_54" "family_2450"
"SP" 0 "3" 2008 NA "bird_904" "family_2451"
"SP" 0 "3" 2008 NA "bird_679" "family_2452"
"SP" 0 "3" 2008 NA NA "family_2453"
"SP" 2 "3" 2008 "bird_328" "bird_338" "family_2455"
"SP" 0 "3" 2008 "bird_545" "bird_1208" "family_2456"
"SP" 0 "1" 2008 "bird_553" "bird_928" "family_2457"
"SP" 0 "1" 2008 "bird_933" NA "family_2458"
"SP" 3 "3" 2008 "bird_582" "bird_393" "family_2463"
"SP" 3 "3" 2008 "bird_88" "bird_669" "family_2464"
"SP" 0 "3" 2008 NA "bird_9" "family_2465"
"SP" 0 "3" 2008 "bird_567" "bird_709" "family_2466"
"SP" 2 "2" 2009 "bird_442" "bird_651" "family_2467"
"SP" 0 "3" 2009 "bird_562" NA "family_2471"
"SP" 1 "3" 2009 "bird_88" "bird_669" "family_2479"
"SP" 3 "3" 2009 "bird_444" "bird_909" "family_2480"
"SP" 2 "3" 2009 "bird_195" "bird_903" "family_2481"
"SP" 1 "3" 2009 "bird_908" "bird_493" "family_2482"
"SP" 1 "2" 2009 "bird_375" "bird_406" "family_2483"
"SP" 2 "3" 2009 "bird_130" "bird_382" "family_2484"
"SP" 0 "3" 2009 NA "bird_110" "family_2485"
"SP" 3 "3" 2009 "bird_329" "bird_904" "family_2468"
"SP" 0 "1" 2009 "bird_591" "bird_909" "family_2469"
"SP" 0 "3" 2009 "bird_1015" "bird_504" "family_2470"
"SP" 3 "3" 2009 "bird_356" "bird_119" "family_2472"
"SP" 0 "2" 2009 NA NA "family_2473"
"SP" 3 "3" 2009 "bird_956" "bird_402" "family_2474"
"SP" 0 "3" 2009 "bird_53" "bird_955" "family_2475"
"SP" 0 "3" 2009 "bird_446" "bird_1019" "family_2476"
"SP" NA "3" 2009 "bird_130" "bird_382" "family_2478"
"SP" 1 "2" 2009 "bird_819" "bird_381" "family_2486"
"SP" 2 "2" 2009 "bird_116" "bird_565" "family_2489"
"SP" 0 "3" 2009 "bird_399" NA "family_2490"
"SP" 0 "3" 2009 NA NA "family_2491"
"SP" 2 "3" 2009 "bird_1087" "bird_919" "family_2492"
"SP" 3 "3" 2009 "bird_968" "bird_967" "family_2493"
"SP" 1 "3" 2009 "bird_990" "bird_998" "family_2487"
"SP" 3 "3" 2009 "bird_401" "bird_392" "family_2494"
"SP" 0 "3" 2009 "bird_555" "bird_717" "family_2499"
"SP" 3 "3" 2009 "bird_603" "bird_726" "family_2500"
"SP" 3 "3" 2009 "bird_623" "bird_988" "family_2501"
"SP" 0 "3" 2009 "bird_69" "bird_409" "family_2502"
"SP" 0 "3" 2009 "bird_69" "bird_726" "family_2503"
