"ring"	"ch"	"sex"	"age"
"FS00214"	"000001"	"F"	"A"
"FS00215"	"000001"	"F"	"A"
"FS00216"	"000001"	"M"	"A"
"FS00218"	"000001"	"F"	"A"
"FS00219"	"000001"	"M"	"A"
"FS00220"	"000001"	"M"	"A"
"FS00221"	"000001"	"M"	"A"
"FS00226"	"000001"	"M"	"A"
"FS00227"	"000001"	"F"	"A"
"FS00228"	"000001"	"M"	"A"
"FS00229"	"000001"	"F"	"A"
"FS00230"	"000001"	"F"	"A"
"FS00232"	"000001"	"F"	"A"
"FS00233"	"000001"	"M"	"A"
"FS00234"	"000001"	"M"	"A"
"FS00235"	"000001"	"M"	"A"
"FS00236"	"000001"	"M"	"A"
"FS00237"	"000001"	"F"	"A"
"FS00238"	"000001"	"F"	"A"
"FS00239"	"000001"	"F"	"A"
"FS00240"	"000001"	"F"	"A"
"FS00241"	"000001"	"F"	"A"
"FS00242"	"000001"	"F"	"A"
"FS00243"	"000001"	"F"	"A"
"FS00244"	"000001"	"M"	"A"
"FS00246"	"000001"	"M"	"A"
"FS00247"	"000001"	"F"	"A"
"FS00248"	"000001"	"F"	"A"
"FS00249"	"000001"	"F"	"A"
"FS00250"	"000001"	"F"	"A"
"FS00254"	"000001"	"M"	"A"
"FS00255"	"000001"	"F"	"A"
"FS00256"	"000001"	"M"	"A"
"FS00257"	"000001"	"M"	"A"
"FS00260"	"000001"	"F"	"A"
"FS00261"	"000001"	"M"	"A"
"FS00262"	"000001"	"F"	"A"
"FS00263"	"000001"	"F"	"A"
"FS00264"	"000001"	"F"	"A"
"FS00270"	"000001"	"M"	"A"
"FS00271"	"000001"	"M"	"A"
"FS00272"	"000001"	"M"	"A"
"FS00273"	"000001"	"M"	"A"
"FS00275"	"000001"	"M"	"A"
"FS00276"	"000001"	"F"	"A"
"FS00277"	"000001"	"F"	"A"
"FS00278"	"000001"	"F"	"A"
"FS00279"	"000001"	"F"	"A"
"FS00280"	"000001"	"M"	"A"
"FS00281"	"000001"	"M"	"A"
"FS00282"	"000001"	"F"	"A"
"FS00283"	"000001"	"F"	"A"
"FS00285"	"000001"	"F"	"A"
"FS00286"	"000001"	"F"	"A"
"FS00287"	"000001"	"F"	"A"
"FS00288"	"000001"	"F"	"A"
"FS00289"	"000001"	"F"	"A"
"FS00290"	"000001"	"M"	"A"
"FS00291"	"000001"	"M"	"A"
"FS00294"	"000001"	"M"	"A"
"FS00295"	"000001"	"F"	"A"
"FS00296"	"000001"	"F"	"A"
"FS00298"	"000001"	"F"	"A"
"FS00299"	"000001"	"F"	"A"
"FS00300"	"000001"	"M"	"A"
"FS00301"	"000001"	"M"	"A"
"FS00302"	"000001"	"M"	"A"
"FS00303"	"000001"	"F"	"A"
"FS00304"	"000001"	"F"	"A"
"FS00305"	"000001"	"F"	"A"
"FS00306"	"000001"	"F"	"A"
"FS00307"	"000001"	"F"	"A"
"FS00308"	"000001"	"M"	"A"
"FS00312"	"000001"	"F"	"A"
"FS00315"	"000001"	"M"	"A"
"FS00316"	"000001"	"F"	"A"
"FS00318"	"000001"	"M"	"A"
"FS00321"	"000001"	"M"	"A"
"FS00324"	"000001"	"F"	"A"
"FS00325"	"000001"	"F"	"A"
"FS00326"	"000001"	"F"	"A"
"FS00327"	"000001"	"M"	"A"
"FS00332"	"000001"	"M"	"A"
"FS00333"	"000001"	"M"	"A"
"FS00334"	"000001"	"M"	"A"
"FS00337"	"000001"	"F"	"A"
"FS00338"	"000001"	"M"	"A"
"FS00339"	"000001"	"M"	"A"
"FS00340"	"000001"	"M"	"A"
"FS00341"	"000001"	"M"	"A"
"FS00342"	"000001"	"M"	"A"
"FS00343"	"000001"	"F"	"A"
"FS00344"	"000011"	"F"	"A"
"FS00345"	"000001"	"M"	"A"
"FS00346"	"000001"	"M"	"A"
"FS00347"	"000001"	"M"	"A"
"FS00348"	"000001"	"F"	"A"
"FS00349"	"000001"	"M"	"A"
"FS00350"	"000001"	"M"	"A"
"FS00353"	"000001"	"F"	"A"
"FS00356"	"000001"	"M"	"A"
"FS00357"	"000001"	"F"	"A"
"FS00358"	"000001"	"M"	"A"
"FS00363"	"000001"	"M"	"A"
"FS00367"	"000001"	"F"	"A"
"FS00368"	"000001"	"M"	"A"
"FS00369"	"000001"	"F"	"A"
"FS00370"	"000001"	"F"	"A"
"FS00376"	"000001"	"F"	"A"
"FS00377"	"000001"	"M"	"A"
"FS00381"	"000001"	"M"	"A"
"FS00384"	"000001"	"F"	"A"
"FS00387"	"000001"	"M"	"A"
"FS00388"	"000001"	"F"	"A"
"FS00389"	"000001"	"F"	"A"
"FS00395"	"000001"	"F"	"A"
"FS00397"	"000001"	"M"	"A"
"FS00398"	"000001"	"F"	"A"
"FS00399"	"000001"	"M"	"A"
