"population" "year" "male" "female" "family_ID" "chick_ID"
"SP" 2011 0 1 "family_2678" "bird_1162"
"SP" 2011 0 1 "family_2678" "bird_1163"
"SP" 2011 0 1 "family_2644" "bird_1164"
"SP" 2011 1 0 "family_2644" "bird_1165"
"SP" 2011 0 1 "family_2644" "bird_1166"
"SP" 2011 0 1 "family_2661" "bird_1168"
"SP" 2011 1 0 "family_2661" "bird_1169"
"SP" 2011 1 0 "family_2661" "bird_1170"
"SP" 2011 1 0 "family_2655" "bird_1171"
"SP" 2011 0 1 "family_2655" "bird_1172"
"SP" 2011 1 0 "family_2655" "bird_1173"
"SP" 2011 0 1 "family_2647" "bird_1174"
"SP" 2011 0 1 "family_2647" "bird_1175"
"SP" 2011 1 0 "family_2647" "bird_1176"
"SP" 2011 1 0 "family_2657" "bird_1183"
"SP" 2011 0 1 "family_2669" "bird_1184"
"SP" 2011 1 0 "family_2669" "bird_1185"
"SP" 2011 1 0 "family_2656" "bird_1186"
"SP" 2011 0 1 "family_2656" "bird_1187"
"SP" 2011 1 0 "family_2657" "bird_1328"
"SP" 2011 0 1 "family_2665" "bird_1329"
"SP" 2011 1 0 "family_2665" "bird_1330"
"SP" 2011 0 1 "family_2649" "bird_1744"
"SP" 2011 0 1 "family_2649" "bird_1745"
"SP" 2011 0 1 "family_2649" "bird_1746"
"SP" 2011 1 0 "family_2690" "bird_1337"
"SP" 2011 0 1 "family_2690" "bird_1747"
"SP" 2011 0 1 "family_2690" "bird_1748"
"SP" 2011 0 1 "family_2650" "bird_1341"
"SP" 2011 1 0 "family_2650" "bird_1342"
"SP" 2011 0 1 "family_2662" "bird_1343"
"SP" 2011 1 0 "family_2662" "bird_1344"
"SP" 2011 0 1 "family_2651" "bird_1346"
"SP" 2011 0 1 "family_2651" "bird_1347"
"SP" 2011 1 0 "family_2674" "bird_1349"
"SP" 2011 0 1 "family_2674" "bird_1350"
"SP" 2011 1 0 "family_2674" "bird_1351"
"SP" 2011 0 1 "family_2704" "bird_1762"
"SP" 2011 0 1 "family_2704" "bird_1764"
"SP" 2011 0 1 "family_2704" "bird_1765"
"SP" 2011 0 1 "family_2706" "bird_1373"
"SP" 2011 0 1 "family_2706" "bird_1374"
"SP" 2011 0 1 "family_2684" "bird_1768"
"SP" 2011 1 0 "family_2684" "bird_1769"
"SP" 2011 1 0 "family_2706" "bird_1770"
"SP" 2011 1 0 "family_2684" "bird_1771"
"SP" 2011 1 0 "family_2666" "bird_1381"
"SP" 2011 0 1 "family_2666" "bird_1382"
"SP" 2011 0 1 "family_2666" "bird_1383"
"SP" 2011 1 0 "family_2699" "bird_1816"
"SP" 2011 1 0 "family_2699" "bird_1817"
"SP" 2012 0 1 "family_2724" "bird_1823"
"SP" 2012 1 0 "family_2724" "bird_1824"
"SP" 2012 0 1 "family_2718" "bird_1788"
"SP" 2012 0 1 "family_2718" "bird_1789"
"SP" 2012 0 1 "family_2718" "bird_1790"
"SP" 2012 0 1 "family_2717" "bird_1791"
"SP" 2012 0 1 "family_2717" "bird_1792"
"SP" 2012 0 1 "family_2730" "bird_1793"
"SP" 2012 0 1 "family_2730" "bird_1794"
"SP" 2012 1 0 "family_2730" "bird_1796"
"SP" 2012 0 1 "family_2715" "bird_1825"
"SP" 2012 1 0 "family_2715" "bird_1826"
"SP" 2012 0 1 "family_2715" "bird_1827"
"SP" 2012 1 0 "family_2723" "bird_1800"
"SP" 2012 1 0 "family_2723" "bird_1801"
"SP" 2012 1 0 "family_2725" "bird_1809"
"SP" 2012 0 1 "family_2725" "bird_1810"
"SP" 2012 1 0 "family_2725" "bird_1811"
