"population" "no_chicks" "clutch_size" "ID" "year" "male" "female"
"SP" 3 "3" "brood_341" "2009" "bird_151" "bird_645"
"SP" 0 "1" "brood_342" "2009" "bird_413" "bird_650"
"SP" 0 "3" "brood_343" "2009" "bird_756" "bird_326"
"SP" 3 "3" "brood_345" "2009" "bird_178" "bird_112"
"SP" 0 "2" "brood_346" "2009" NA NA
"SP" 3 "3" "brood_347" "2009" "bird_697" "bird_224"
"SP" 0 "3" "brood_348" "2009" "bird_46" "bird_696"
"SP" 0 "3" "brood_349" "2009" "bird_268" "bird_760"
"SP" NA "3" "brood_351" "2009" "bird_123" "bird_204"
"SP" 1 "2" "brood_359" "2009" "bird_580" "bird_203"
"SP" 2 "2" "brood_362" "2009" "bird_109" "bird_387"
"SP" 0 "3" "brood_363" "2009" "bird_221" NA
"SP" 0 "3" "brood_364" "2009" NA NA
"SP" 2 "3" "brood_365" "2009" "bird_828" "bird_660"
"SP" 3 "3" "brood_366" "2009" "bird_709" "bird_708"
"SP" 1 "3" "brood_360" "2009" "bird_731" "bird_739"
"SP" 3 "3" "brood_367" "2009" "bird_223" "bird_214"
"SP" 0 "3" "brood_372" "2009" "bird_377" "bird_539"
"SP" 3 "3" "brood_373" "2009" "bird_425" "bird_548"
"SP" 3 "3" "brood_374" "2009" "bird_445" "bird_729"
"SP" 0 "3" "brood_375" "2009" "bird_62" "bird_231"
"SP" 0 "3" "brood_376" "2009" "bird_62" "bird_548"
"SP" 0 "2" "brood_377" "2009" NA NA
"SP" 0 "3" "brood_378" "2009" NA "bird_227"
"SP" 3 "3" "brood_368" "2009" "bird_461" "bird_496"
"SP" 2 "3" "brood_369" "2009" "bird_306" "bird_339"
"SP" 1 "2" "brood_370" "2009" "bird_377" "bird_539"
"SP" 3 "3" "brood_371" "2009" "bird_161" NA
"SP" 3 "3" "brood_379" "2009" "bird_367" "bird_730"
"SP" 2 "3" "brood_395" "2009" "bird_210" "bird_442"
"SP" 3 "3" "brood_396" "2009" "bird_733" "bird_736"
"SP" 3 "3" "brood_397" "2009" "bird_588" NA
"SP" 0 "3" "brood_398" "2009" "bird_150" NA
"SP" 3 "3" "brood_399" "2009" "bird_745" "bird_213"
"SP" 1 "3" "brood_400" "2009" "bird_684" "bird_693"
"SP" 0 "3" "brood_401" "2009" "bird_375" "bird_315"
"SP" 1 "3" "brood_402" "2009" "bird_148" "bird_164"
"SP" NA "3" "brood_380" "2009" NA "bird_735"
"SP" 0 "3" "brood_394" "2009" NA NA
"SP" 1 "3" "brood_381" "2009" "bird_734" NA
"SP" 2 "3" "brood_382" "2009" "bird_137" "bird_735"
"SP" 3 "3" "brood_383" "2009" "bird_221" "bird_582"
"SP" 3 "3" "brood_384" "2009" "bird_748" "bird_103"
"SP" 2 "2" "brood_385" "2009" "bird_838" "bird_473"
"SP" 2 "3" "brood_386" "2009" "bird_685" "bird_311"
"SP" 3 "3" "brood_388" "2009" "bird_109" "bird_112"
"SP" 3 "3" "brood_389" "2009" "bird_150" "bird_160"
"SP" 3 "3" "brood_390" "2009" "bird_262" "bird_387"
"SP" 0 "2" "brood_391" "2009" "bird_699" "bird_534"
"SP" 3 "3" "brood_392" "2009" "bird_485" "bird_203"
"SP" 3 "3" "brood_393" "2009" "bird_1207" "bird_698"
"SP" 2 "3" "brood_403" "2009" "bird_59" "bird_326"
"SP" 3 "3" "brood_404" "2009" "bird_520" "bird_534"
"SP" 0 "3" "brood_405" "2009" NA NA
"SP" 0 "3" "brood_406" "2009" "bird_40" NA
"SP" 0 "3" "brood_407" "2009" "bird_41" "bird_67"
"SP" 2 "3" "brood_408" "2009" "bird_511" "bird_77"
"SP" 0 "3" "brood_409" "2009" "bird_404" "bird_297"
"SP" 0 "3" "brood_410" "2009" "bird_304" "bird_644"
"SP" 3 "3" "brood_411" "2009" "bird_389" "bird_228"
"SP" 0 "2" "brood_412" "2009" NA NA
"SP" 0 "2" "brood_413" "2009" NA "bird_834"
"SP" 0 "3" "brood_414" "2009" NA NA
"SP" 0 "3" "brood_415" "2009" NA "bird_676"
"SP" 0 "3" "brood_416" "2009" "bird_742" "bird_675"
"SP" NA "2" "brood_417" "2009" "bird_741" NA
"SP" NA "3" "brood_418" "2009" NA "bird_328"
"SP" NA "3" "brood_419" "2009" "bird_744" NA
"SP" NA "3" "brood_420" "2009" NA NA
"SP" 0 "3" "brood_421" "2010" NA NA
"SP" 2 "3" "brood_449" "2010" "bird_384" NA
"SP" 3 "3" "brood_460" "2010" "bird_109" "bird_112"
"SP" 3 "3" "brood_463" "2010" "bird_794" "bird_368"
"SP" 2 "3" "brood_464" "2010" "bird_826" "bird_827"
"SP" 3 "3" "brood_465" "2010" "bird_150" "bird_534"
"SP" 3 "3" "brood_466" "2010" "bird_580" "bird_213"
"SP" 3 "3" "brood_467" "2010" "bird_934" "bird_503"
"SP" 2 "3" "brood_468" "2010" "bird_612" "bird_936"
"SP" 2 "2" "brood_422" "2010" "bird_499" "bird_844"
"SP" 3 "3" "brood_432" "2010" "bird_275" "bird_483"
"SP" 2 "3" "brood_441" "2010" "bird_935" "bird_646"
"SP" 3 "3" "brood_442" "2010" "bird_182" "bird_841"
"SP" 3 "3" "brood_443" "2010" "bird_954" NA
"SP" 0 "3" "brood_444" "2010" "bird_822" NA
"SP" 3 "3" "brood_445" "2010" "bird_221" "bird_582"
"SP" 3 "3" "brood_446" "2010" "bird_795" "bird_647"
"SP" 3 "3" "brood_447" "2010" "bird_838" "bird_839"
"SP" 0 "3" "brood_448" "2010" "bird_938" "bird_704"
"SP" 3 "3" "brood_450" "2010" "bird_837" NA
"SP" 3 "3" "brood_451" "2010" "bird_136" "bird_644"
"SP" 3 "3" "brood_452" "2010" "bird_588" "bird_315"
"SP" 2 "2" "brood_453" "2010" "bird_85" "bird_77"
"SP" 0 "3" "brood_454" "2010" "bird_821" "bird_643"
"SP" 3 "3" "brood_455" "2010" "bird_151" "bird_645"
"SP" 3 "3" "brood_456" "2010" NA "bird_650"
"SP" 3 "3" "brood_457" "2010" "bird_197" "bird_228"
"SP" 2 "3" "brood_458" "2010" "bird_268" "bird_204"
"SP" 2 "3" "brood_459" "2010" "bird_59" "bird_530"
"SP" 3 "3" "brood_461" "2010" "bird_952" "bird_853"
"SP" 2 "3" "brood_462" "2010" "bird_832" "bird_877"
"SP" 2 "3" "brood_423" "2010" "bird_137" "bird_141"
"SP" 3 "3" "brood_424" "2010" "bird_262" "bird_849"
"SP" 3 "3" "brood_425" "2010" "bird_139" "bird_199"
"SP" 3 "3" "brood_426" "2010" "bird_1131" "bird_937"
"SP" 2 "2" "brood_427" "2010" "bird_40" "bird_203"
"SP" 3 "3" "brood_428" "2010" "bird_178" "bird_387"
"SP" 0 "2" "brood_429" "2010" NA NA
"SP" 2 "3" "brood_430" "2010" "bird_957" "bird_755"
"SP" 3 "3" "brood_431" "2010" "bird_770" "bird_312"
"SP" 3 "3" "brood_433" "2010" "bird_765" "bird_704"
"SP" 0 "3" "brood_434" "2010" NA NA
"SP" 1 "3" "brood_435" "2010" "bird_641" "bird_77"
"SP" 3 "3" "brood_436" "2010" "bird_773" "bird_132"
"SP" 3 "3" "brood_437" "2010" "bird_1024" "bird_496"
"SP" 0 "3" "brood_438" "2010" "bird_1039" "bird_1036"
"SP" 3 "3" "brood_439" "2010" "bird_384" "bird_849"
"SP" 0 "3" "brood_440" "2010" "bird_151" "bird_231"
"SP" 3 "3" "brood_469" "2010" "bird_988" "bird_218"
"SP" 0 "2+" "brood_470" "2010" NA NA
"SP" NA "3" "brood_471" "2010" "bird_1052" "bird_1054"
"SP" 3 "3" "brood_472" "2010" "bird_461" "bird_534"
"SP" 3 "3" "brood_473" "2010" "bird_223" "bird_760"
"SP" 3 "3" "brood_492" "2010" "bird_461" "bird_496"
"SP" 3 "3" "brood_494" "2010" "bird_377" "bird_539"
"SP" 2 "3" "brood_495" "2010" NA "bird_326"
"SP" 2 "3" "brood_496" "2010" "bird_745" "bird_548"
"SP" 0 "3" "brood_497" "2010" NA "bird_825"
"SP" 0 "3" "brood_498" "2010" "bird_264" "bird_792"
"SP" 0 "3" "brood_499" "2010" NA "bird_824"
"SP" 0 "3" "brood_500" "2010" NA "bird_660"
"SP" 0 "3" "brood_474" "2010" NA "bird_953"
"SP" 0 "3" "brood_475" "2010" "bird_999" "bird_1012"
"SP" 0 "1+" "brood_476" "2010" "bird_641" "bird_77"
"SP" 3 "3" "brood_477" "2010" "bird_971" "bird_1013"
"SP" 0 "3" "brood_478" "2010" "bird_389" NA
"SP" 0 "3" "brood_479" "2010" "bird_1000" "bird_539"
"SP" 0 "3" "brood_480" "2010" NA "bird_582"
"SP" 3 "3" "brood_481" "2010" "bird_375" "bird_660"
"SP" 0 "3" "brood_482" "2010" NA NA
"SP" 0 "3" "brood_483" "2010" NA NA
"SP" 3 "3" "brood_484" "2010" "bird_264" "bird_792"
"SP" 0 "3" "brood_485" "2010" "bird_367" "bird_491"
"SP" 0 "3" "brood_486" "2010" NA NA
"SP" 2 "2" "brood_487" "2010" "bird_737" "bird_204"
"SP" 3 "3" "brood_488" "2010" "bird_810" "bird_644"
"SP" 3 "3" "brood_489" "2010" "bird_612" "bird_1013"
"SP" 2 "2" "brood_490" "2010" "bird_197" "bird_228"
"SP" 3 "3" "brood_491" "2010" "bird_161" "bird_548"
"SP" 0 "3" "brood_493" "2010" NA "bird_760"
"SP" 3 "3" "brood_501" "2010" "bird_87" "bird_519"
"SP" NA "2+" "brood_507" "2010" NA NA
"SP" 0 "3" "brood_502" "2010" "bird_367" "bird_491"
"SP" 0 "3" "brood_503" "2010" "bird_1207" "bird_827"
"SP" 0 "3" "brood_504" "2010" "bird_684" "bird_693"
"SP" 0 "3" "brood_505" "2010" "bird_1015" "bird_315"
"SP" NA "3" "brood_506" "2010" "bird_1057" "bird_883"
"SP" 1 "2" "brood_508" "2010" "bird_774" "bird_249"
"SP" 3 "3" "brood_509" "2010" "bird_766" "bird_650"
"SP" 2 "3" "brood_510" "2010" "bird_195" "bird_824"
"SP" NA "3" "brood_511" "2010" "bird_275" "bird_491"
"SP" 0 "2" "brood_512" "2010" "bird_210" "bird_726"
"SP" 0 "3" "brood_513" "2010" "bird_85" NA
"SP" NA "3" "brood_514" "2010" NA "bird_755"
"SP" NA "3" "brood_515" "2010" NA NA
"SP" NA "3" "brood_516" "2010" NA NA
"SP" 0 "3" "brood_540" "2011" NA NA
"SP" 0 "3" "brood_545" "2011" "bird_957" NA
"SP" 0 "3" "brood_561" "2011" NA NA
"SP" 0 "3" "brood_559" "2011" "bird_425" "bird_548"
"SP" 0 "1+" "brood_562" "2011" NA NA
"SP" 3 "3" "brood_551" "2011" "bird_580" "bird_387"
"SP" 3 "3" "brood_517" "2011" "bird_652" "bird_647"
"SP" 3 "3" "brood_534" "2011" "bird_139" "bird_894"
"SP" 0 "3" "brood_527" "2011" NA "bird_112"
"SP" 3 "3" "brood_528" "2011" "bird_81" "bird_67"
"SP" 2 "3" "brood_541" "2011" "bird_178" "bird_896"
"SP" 3 "3" "brood_544" "2011" "bird_161" "bird_660"
"SP" 3 "3" "brood_520" "2011" "bird_197" "bird_228"
"SP" 2 "2" "brood_543" "2011" "bird_588" "bird_227"
"SP" 3 "3" "brood_546" "2011" "bird_109" "bird_582"
"SP" 2 "3" "brood_542" "2011" "bird_182" "bird_650"
"SP" 3 "3" "brood_538" "2011" "bird_895" "bird_899"
"SP" 2 "3" "brood_529" "2011" "bird_900" "bird_901"
"SP" 3 "3" "brood_530" "2011" "bird_770" "bird_923"
"SP" 3 "3" "brood_518" "2011" "bird_223" "bird_218"
"SP" 3 "3" "brood_522" "2011" "bird_275" "bird_483"
"SP" 0 "3" "brood_565" "2011" "bird_148" "bird_849"
"SP" 3 "3" "brood_563" "2011" "bird_745" "bird_1067"
"SP" 0 "3" "brood_521" "2011" "bird_377" "bird_204"
"SP" 3 "3" "brood_519" "2011" "bird_136" "bird_644"
"SP" 0 "3" "brood_525" "2011" NA "bird_1166"
"SP" 0 "1" "brood_581" "2011" NA NA
"SP" 2 "2" "brood_523" "2011" "bird_264" "bird_530"
"SP" 3 "3" "brood_524" "2011" "bird_812" "bird_1077"
"SP" 3 "3" "brood_535" "2011" "bird_1079" "bird_931"
"SP" 0 "3" "brood_531" "2011" "bird_1081" "bird_1073"
"SP" 3 "3" "brood_547" "2011" "bird_971" "bird_1013"
"SP" 2 "3" "brood_552" "2011" "bird_819" "bird_848"
"SP" 0 "3" "brood_549" "2011" "bird_1089" "bird_1080"
"SP" 0 "3" "brood_570" "2011" NA "bird_675"
"SP" 0 "3" "brood_584" "2011" NA NA
"SP" 3 "3" "brood_580" "2011" "bird_171" "bird_1177"
"SP" 2 "3" "brood_568" "2011" "bird_425" "bird_548"
"SP" 0 "2" "brood_583" "2011" NA NA
"SP" 2 "3" "brood_526" "2011" "bird_765" "bird_112"
"SP" 0 "3" "brood_548" "2011" "bird_1098" "bird_894"
"SP" 0 "3" "brood_573" "2011" "bird_1081" "bird_1073"
"SP" 0 "3" "brood_566" "2011" NA "bird_901"
"SP" 3 "3" "brood_532" "2011" "bird_612" "bird_387"
"SP" 0 "3" "brood_533" "2011" "bird_1093" "bird_1180"
"SP" 3 "3" "brood_571" "2011" "bird_1060" "bird_1182"
"SP" 0 "3" "brood_550" "2011" "bird_1110" "bird_735"
"SP" 3 "3" "brood_577" "2011" "bird_1104" "bird_647"
"SP" 3 "3" "brood_557" "2011" "bird_1178" "bird_582"
"SP" 3 "3" "brood_579" "2011" "bird_1103" "bird_949"
"SP" 0 "3" "brood_564" "2011" "bird_1096" "bird_739"
"SP" 3 "3" "brood_582" "2011" "bird_1102" "bird_1176"
"SP" 3 "3" "brood_539" "2011" "bird_801" "bird_1109"
"SP" 3 "3" "brood_585" "2011" "bird_1101" "bird_228"
"SP" 0 "3" "brood_536" "2011" NA "bird_1125"
"SP" 1 "3" "brood_555" "2011" "bird_1099" "bird_1111"
"SP" 0 "3" "brood_558" "2011" "bird_580" "bird_204"
"SP" 0 "3" "brood_553" "2011" NA "bird_1119"
"SP" 0 "3" "brood_554" "2011" "bird_1121" "bird_1117"
"SP" 0 "3" "brood_556" "2011" NA "bird_1116"
"SP" 0 "3" "brood_560" "2011" "bird_377" "bird_644"
"SP" 3 "3" "brood_572" "2011" "bird_477" "bird_1100"
"SP" 0 "3" "brood_574" "2011" "bird_150" "bird_1183"
"SP" 0 "3" "brood_575" "2011" "bird_161" "bird_548"
"SP" 0 "3" "brood_576" "2011" "bird_1081" "bird_1073"
"SP" 0 "3" "brood_567" "2011" NA "bird_1120"
"SP" 0 "3" "brood_569" "2011" "bird_1113" "bird_1112"
"SP" 0 "3" "brood_586" "2011" NA "bird_1118"
"SP" 0 "3" "brood_578" "2011" NA "bird_483"
"SP" 0 "2" "brood_537" "2011" NA NA
"SP" 3 "3" "brood_590" "2012" "bird_652" "bird_647"
"SP" 0 "3" "brood_593" "2012" "bird_377" "bird_112"
"SP" 1 "3" "brood_600" "2012" NA NA
"SP" 0 "3" "brood_594" "2012" NA NA
"SP" 3 "3" "brood_596" "2012" "bird_81" "bird_1112"
"SP" 3 "3" "brood_597" "2012" "bird_1202" "bird_896"
"SP" 3 "3" "brood_598" "2012" "bird_492" "bird_1242"
"SP" 0 "3" "brood_604" "2012" NA "bird_1203"
"SP" 0 "3" "brood_609" "2012" NA "bird_923"
"SP" 3 "3" "brood_615" "2012" "bird_1227" NA
"SP" 0 "3" "brood_616" "2012" NA "bird_1167"
"SP" 1 "3" "brood_617" "2012" "bird_1046" "bird_1210"
"SP" 0 "3" "brood_618" "2012" "bird_929" "bird_1082"
"SP" 0 "3" "brood_619" "2012" "bird_1243" "bird_799"
"SP" 2 "3" "brood_620" "2012" "bird_580" NA
"SP" 0 "3" "brood_601" "2012" "bird_1121" "bird_1064"
"SP" 0 "3" "brood_602" "2012" "bird_588" "bird_1244"
"SP" 3 "3" "brood_603" "2012" "bird_223" "bird_218"
"SP" NA "2" "brood_599" "2012" "bird_389" "bird_693"
"SP" 3 "3" "brood_588" "2012" "bird_375" "bird_1241"
"SP" 1 "2" "brood_587" "2012" "bird_1231" "bird_894"
"SP" 3 "3" "brood_591" "2012" "bird_425" "bird_1188"
"SP" 0 "3" "brood_592" "2012" NA NA
"SP" 0 "3" "brood_610" "2012" "bird_1074" NA
"SP" 0 "3" "brood_611" "2012" "bird_197" "bird_228"
"SP" 0 "3" "brood_612" "2012" "bird_1060" NA
"SP" 0 "3" "brood_613" "2012" "bird_1122" "bird_1221"
"SP" 0 "3" "brood_614" "2012" NA NA
"SP" NA "2" "brood_595" "2012" "bird_1235" "bird_1251"
"SP" NA "3" "brood_589" "2012" "bird_264" "bird_894"
"SP" 0 "3" "brood_608" "2012" NA "bird_1184"
"SP" 0 "3" "brood_606" "2012" "bird_1245" NA
"SP" 0 "3" "brood_607" "2012" "bird_1098" "bird_517"
"SP" 0 "3" "brood_605" "2012" "bird_1204" "bird_949"
