"population" "no_chicks" "clutch_size" "ID" "year" "male" "female"
"KPT" 0 "3" "1999_B1_35" "1999" "4464" "4465"
"KPT" 0 "3" "1999_B1_40" "1999" "4475" "4473"
"KPT" 0 "3" "1999_B1_41" "1999" "4477" "4478"
"KPT" 0 "3" "1999_B1_42" "1999" "4476" "85538"
"KPT" 0 "3" "1999_B1_44" "1999" NA NA
"KPT" 0 "3" "1999_B1_45" "1999" "83346" "27298"
"KPT" 0 "3" "1999_B1_47" "1999" "4479" "27311"
"KPT" 2 "3" "1999_B1_48" "1999" NA "24773"
"KPT" 0 "3" "1999_B1_49" "1999" "32240" "32237"
"KPT" 2 "3" "1999_B1_50" "1999" NA NA
"KPT" 0 "3" "1999_B1_53" "1999" "32398" "32397"
"KPT" 0 "3" "1999_B1_54" "1999" NA NA
"KPT" 0 "3" "1999_B1_55" "1999" "83551" "4492"
"KPT" 0 "3" "1999_B1_56" "1999" "25308" "4491"
"KPT" 0 "3" "1999_B1_57" "1999" "4490" "4488"
"KPT" 0 "3" "1999_B1_58" "1999" "24995" "4489"
"KPT" 0 "3" "1999_B1_60" "1999" "4475" "4425"
"KPT" 0 "3" "1999_B1_61" "1999" "4493" "4402"
"KPT" 0 "3" "1999_B1_62" "1999" "4459" "83753"
"KPT" 0 "3" "1999_B1_64" "1999" "24864" "27318"
"KPT" 0 "3" "1999_B1_66" "1999" "4495" "83990"
"KPT" 0 "3" "1999_B1_67" "1999" "32438" "32434"
"KPT" 0 "3" "1999_B1_68" "1999" "4467" "4498"
"KPT" 2 "2" "1999_B1_69" "1999" "4471" "4499"
"KPT" 3 "3" "1999_B1_70" "1999" "32288" "32289"
"KPT" 0 "3" "1999_B1_71" "1999" "32406" "32404"
"KPT" 0 "3" "1999_B1_72" "1999" NA NA
"KPT" 0 "3" "1999_B1_73" "1999" "25293" "24988"
"KPT" 0 "3" "1999_B1_76" "1999" "32241" "25152"
"KPT" 0 "3" "1999_B1_77" "1999" "4500" "32242"
"KPT" 3 "3" "1999_B1_78" "1999" "32513" "32512"
"KPT" 0 "2" "1999_B1_85" "1999" "83346" "83576"
"KPT" 0 "1" "1999_B1_86" "1999" "83551" "83552"
"KPT" 0 "3" "1999_B1_89" "1999" NA "32510"
"KPT" 0 "3" "1999_B1_101" "1999" "4410" "24903"
"KPT" 0 "3" "1999_B1_106" "1999" NA NA
"KPT" 0 "3" "1999_B1_109" "1999" NA "4402"
"KPT" 0 "3" "1999_B1_123" "1999" "4424" "4425"
"KPT" 0 "3" "1999_B1_128" "1999" "32288" "32289"
"KPT" 0 "3" "1999_B1_134" "1999" "32328" "32324"
"KPT" 0 "3" "1999_B1_140" "1999" NA NA
"KPT" 0 "3" "1999_B1_141" "1999" NA NA
"KPT" 0 "3" "1999_B1_145" "1999" "32340" "32341"
"KPT" 0 "3" "1999_B1_151" "1999" "32393" "32233"
"KPT" 0 "3" "1999_B1_151" "1999" "32393" "32233"
"KPT" 0 "3" "1999_B1_160" "1999" NA NA
"KPT" 0 "3" "1999_B1_163" "1999" NA "24906"
"KPT" 0 "1" "1999_B1_165" "1999" "32247" "32248"
"KPT" 0 "2" "1999_B1_167" "1999" NA NA
"KPT" 0 "3" "1999_B1_206" "1999" NA "32223"
"KPT" 0 "3" "1999_B1_208" "1999" "4276" "32225"
"KPT" 0 "3" "1999_B1_212" "1999" NA NA
"KPT" 0 "3" "1999_B1_213" "1999" NA NA
"KPT" 0 "3" "1999_B1_214" "1999" NA NA
"KPT" 0 "3" "1999_B1_216" "1999" NA NA
"KPT" 0 "3" "1999_B1_218" "1999" NA NA
"KPT" 0 "3" "1999_B1_219" "1999" NA NA
"KPT" 0 "3" "1999_B1_221" "1999" NA NA
"KPT" 0 "3" "1999_B2_2" "1999" "32294" "32290"
"KPT" 0 "3" "1999_B2_6" "1999" "25278" "4470"
"KPT" 0 "3" "1999_B2_7" "1999" "4467" "4468"
"KPT" 0 "2" "1999_B2_9" "1999" "25065" "32243"
"KPT" 0 "3" "1999_B2_10" "1999" "4462" "4461"
"KPT" 0 "3" "1999_B2_12" "1999" "4466" "4463"
"KPT" 0 "3" "1999_B2_13" "1999" "25126" "24869"
"KPT" 0 "3" "1999_B2_14" "1999" "85528" "83552"
"KPT" 0 "3" "1999_B2_16" "1999" "4469" "25204"
"KPT" 0 "3" "1999_B2_19" "1999" "32385" "32224"
"KPT" 0 "3" "1999_B2_20" "1999" "4466" "4496"
"KPT" 0 "3" "1999_B2_22" "1999" "27320" "4494"
"KPT" NA "2" "1999_B2_23" "1999" NA NA
"KPT" 0 "3" "1999_B2_25" "1999" NA "32423"
"KPT" 0 "3" "1999_B2_26" "1999" NA "25125"
"KPT" 0 "3" "1999_B2_27" "1999" "85528" "83906"
"KPT" 0 "2" "1999_B2_29" "1999" "4469" "32509"
"KPT" 0 "3" "1999_B2_101" "1999" "32266" NA
"KPT" 0 "3" "1999_B2_107" "1999" "32283" "32284"
"KPT" 0 "3" "1999_B2_209" "1999" "32373" "32226"
"KPT" 0 "3" "1999_B2_210" "1999" NA NA
"KPT" 0 "3" "1999_B2_301" "1999" "24660" "83329"
"KPT" 3 "3" "1999_B2_302" "1999" NA NA
"KPT" 0 "3" "1999_B2_303" "1999" "27327" "27323"
"KPT" 0 "3" "1999_B2_304" "1999" "27328" "27329"
"KPT" 0 "3" "1999_B2_305" "1999" "27330" "4497"
"KPT" 0 "3" "1999_B2_306" "1999" "27344" "27343"
"KPT" 0 "3" "1999_B2_308" "1999" NA "32359"
"KPT" 0 "3" "1999_B2_309" "1999" "4464" "27350"
"KPT" 0 "3" "1999_B2_310" "1999" "27351" NA
"KPT" 0 "3" "1999_B3_1" "1999" "27258" "83843"
"KPT" 0 "3" "1999_B3_2" "1999" "24941" "27259"
"KPT" 0 "3" "1999_B3_5" "1999" "27264" "27265"
"KPT" 0 "3" "1999_B3_8" "1999" "27263" "83771"
"KPT" 0 "3" "1999_B3_9" "1999" "27270" "27268"
"KPT" 0 "3" "1999_B3_10" "1999" "27266" "24743"
"KPT" 0 "3" "1999_B3_11" "1999" "27269" "27267"
"KPT" 0 "3" "1999_B3_14" "1999" "27280" "27278"
"KPT" 0 "3" "1999_B3_15" "1999" "27279" "27281"
"KPT" 0 "3" "1999_B3_17" "1999" "27286" "27285"
"KPT" 0 "3" "1999_B3_18" "1999" "85560" "27284"
"KPT" 0 "3" "1999_B3_21" "1999" "32346" "32347"
"KPT" 0 "3" "1999_B3_24" "1999" NA NA
"KPT" 0 "3" "1999_B3_25" "1999" "32332" "32333"
"KPT" 0 "3" "1999_B3_26" "1999" NA "27324"
"KPT" 0 "3" "1999_B3_28" "1999" "27263" NA
"KPT" 0 "3" "1999_B3_32" "1999" "27326" "27322"
"KPT" 0 "3" "1999_B3_33" "1999" "32431" "32425"
"KPT" 0 "2" "1999_B3_34" "1999" "24946" NA
"KPT" 0 "3" "1999_B3_35" "1999" "24340" "27284"
"KPT" 0 "2" "1999_B3_37" "1999" NA "27352"
"KPT" 0 "3" "1999_B3_106" "1999" NA "24685"
"KPT" 0 "3" "1999_C1_3" "1999" "25330" "27260"
"KPT" 0 "3" "1999_C1_6" "1999" "24725" "4403"
"KPT" 0 "3" "1999_C1_7" "1999" "27261" "83842"
"KPT" 0 "3" "1999_C1_8" "1999" "83770" "27262"
"KPT" 0 "3" "1999_C1_9" "1999" "27271" "4384"
"KPT" 0 "3" "1999_C1_10" "1999" "27308" "27309"
"KPT" 0 "3" "1999_C1_11" "1999" "4260" "24736"
"KPT" 3 "3" "1999_C1_13" "1999" "27290" "27289"
"KPT" 0 "3" "1999_C1_16" "1999" "27274" "27273"
"KPT" 0 "3" "1999_C1_17" "1999" "27275" "27272"
"KPT" 0 "3" "1999_C1_19" "1999" "27283" "27282"
"KPT" 3 "3" "1999_C1_21" "1999" NA NA
"KPT" 0 "3" "1999_C1_27" "1999" "24730" "27303"
"KPT" 3 "3" "1999_C1_28" "1999" NA NA
"KPT" 0 "3" "1999_C1_31" "1999" "27304" "27302"
"KPT" 0 "3" "1999_C1_32" "1999" "24725" "4403"
"KPT" 0 "3" "1999_C1_33" "1999" "27310" "27307"
"KPT" 3 "3" "1999_C1_34" "1999" NA NA
"KPT" 3 "3" "1999_C1_36" "1999" "27271" "25039"
"KPT" 0 "3" "1999_C1_40" "1999" NA "83580"
"KPT" 0 "2" "1999_C1_42" "1999" NA "27336"
"KPT" 0 "3" "1999_C1_44" "1999" "27331" NA
"KPT" 0 "3" "1999_C1_45" "1999" "4260" "27334"
"KPT" 3 "3" "1999_C1_47" "1999" NA "32444"
"KPT" 3 "3" "1999_C1_48" "1999" "27304" "27335"
"KPT" 0 "2" "1999_C1_50" "1999" NA NA
"KPT" 0 "3" "1999_C1_51" "1999" "25293" "27307"
"KPT" 3 "3" "1999_C1_103" "1999" "27295" "27291"
"KPT" 0 "3" "1999_C2_2" "1999" "27219" "32276"
"KPT" 0 "3" "1999_C2_101" "1999" "4443" "24757"
"KPT" 0 "3" "1999_C2_102" "1999" "32254" "25277"
"KPT" 0 "3" "1999_C2_103" "1999" NA NA
"KPT" 0 "3" "1999_C2_107" "1999" NA "25316"
"KPT" 0 "3" "1999_C2_109" "1999" "32278" NA
"KPT" 0 "3" "1999_C2_112" "1999" "32299" "32298"
"KPT" 0 "3" "1999_C2_113" "1999" "4379" "4435"
"KPT" 0 "3" "1999_C2_114" "1999" "4448" "4447"
"KPT" 0 "3" "1999_C2_122" "1999" "24751" "24720"
"KPT" 0 "3" "1999_C2_123" "1999" "32313" "32314"
"KPT" 0 "3" "1999_C2_125" "1999" "32360" "32359"
"KPT" 1 "3" "1999_C2_126" "1999" NA "24732"
"KPT" NA "3" "1999_C2_126" "1999" NA "24732"
"KPT" 0 "3" "1999_C2_127" "1999" "27223" "27221"
"KPT" 0 "3" "1999_C2_129" "1999" "25358" "24989"
"KPT" 3 "3" "1999_C2_131" "1999" "27482" "25290"
"KPT" 0 "3" "1999_C2_132" "1999" "27481" "25312"
"KPT" 0 "3" "1999_C2_133" "1999" "25288" "24707"
"KPT" 0 "3" "1999_C2_135" "1999" "32403" NA
"KPT" 0 "3" "1999_C2_136" "1999" "25342" "27227"
"KPT" 0 "3" "1999_C2_137" "1999" "24744" "32442"
"KPT" 0 "3" "1999_C2_138" "1999" "24789" "83645"
"KPT" 0 "3" "1999_C2_139" "1999" NA NA
"KPT" 0 "3" "1999_C2_140" "1999" NA NA
"KPT" 1 "3" "1999_C2_202" "1999" "27487" "27485"
"KPT" 0 "3" "1999_C2_204" "1999" "25332" "27486"
"KPT" 0 "3" "1999_C2_205" "1999" "4256" "27480"
"KPT" 0 "3" "1999_C2_206" "1999" "27508" "27504"
"KPT" 2 "3" "1999_C2_207" "1999" "27514" "27512"
"KPT" 3 "3" "1999_C2_208" "1999" "24705" "24741"
"KPT" 3 "3" "1999_C2_209" "1999" "24708" "24706"
"KPT" 3 "3" "1999_C2_210" "1999" "83568" "24719"
"KPT" 0 "3" "1999_C2_211" "1999" "27494" "27496"
"KPT" NA "3" "1999_C2_212" "1999" "27495" "27497"
"KPT" 0 "3" "1999_C2_213" "1999" "25021" "83819"
"KPT" 3 "3" "1999_C2_214" "1999" "83995" "83583"
"KPT" 0 "3" "1999_C2_216" "1999" "27509" "27503"
"KPT" 0 "3" "1999_C2_217" "1999" "27506" "27502"
"KPT" 0 "3" "1999_C2_218" "1999" "27511" "27513"
"KPT" NA "3" "1999_C2_219" "1999" "32313" "32314"
"KPT" 0 "3" "1999_C2_220" "1999" "27510" "27505"
"KPT" 0 "3" "1999_C2_221" "1999" "83805" "25246"
"KPT" 0 "3" "1999_C2_223" "1999" "25239" "24734"
"KPT" 0 "3" "1999_C2_224" "1999" "27353" NA
"KPT" 0 "3" "1999_C2_225" "1999" "27518" "25284"
"KPT" 0 "3" "1999_C2_226" "1999" "27519" "83919"
"KPT" 0 "3" "1999_C2_227" "1999" "4448" "25403"
"KPT" 3 "3" "1999_C2_228" "1999" "27520" "27521"
"KPT" 0 "3" "1999_C3_4" "1999" "32261" "32262"
"KPT" 0 "3" "1999_C3_5" "1999" NA NA
"KPT" 0 "3" "1999_C3_7" "1999" NA NA
"KPT" 0 "3" "1999_C3_11" "1999" NA NA
"KPT" 0 "3" "1999_C3_12" "1999" "25156" "4414"
"KPT" 0 "3" "1999_C3_13" "1999" "32302" "25080"
"KPT" 0 "3" "1999_C3_14" "1999" "32316" "32315"
"KPT" 0 "3" "1999_C3_15" "1999" NA NA
"KPT" 0 "3" "1999_C3_16" "1999" NA NA
"KPT" 0 "3" "1999_C3_17" "1999" NA "4265"
"KPT" 0 "3" "1999_C3_18" "1999" "25265" "27315"
"KPT" 0 "3" "1999_C3_19" "1999" NA NA
"KPT" 0 "3" "1999_C3_22" "1999" "83833" "4265"
"KPT" 0 "3" "1999_C3_23" "1999" NA NA
"KPT" 0 "3" "1999_C3_26" "1999" "32418" "32415"
"KPT" 0 "3" "1999_C3_27" "1999" NA NA
"KPT" 0 "3" "1999_D1_1" "1999" "27239" "4259"
"KPT" 0 "3" "1999_D1_2" "1999" "27223" "27221"
"KPT" 0 "3" "1999_D1_3" "1999" "83348" "27235"
"KPT" 3 "3" "1999_D1_4" "1999" "24805" "4436"
"KPT" 0 "3" "1999_D1_5" "1999" "85516" "27238"
"KPT" 0 "3" "1999_D1_6" "1999" "27234" NA
"KPT" 3 "3" "1999_D1_8" "1999" "24816" "24842"
"KPT" 3 "3" "1999_D1_9" "1999" "25381" "27241"
"KPT" 0 "3" "1999_D1_11" "1999" NA "25371"
"KPT" 0 "3" "1999_D1_12" "1999" "27243" "27240"
"KPT" 2 "2" "1999_D1_13" "1999" NA NA
"KPT" 0 "3" "1999_D1_15" "1999" "27249" "25380"
"KPT" 0 "3" "1999_D1_18" "1999" "83646" "24835"
"KPT" 0 "3" "1999_D1_20" "1999" "27476" "25343"
"KPT" 0 "3" "1999_D1_22" "1999" "4267" "4314"
"KPT" 0 NA "1999_D1_23" "1999" NA "24720"
"KPT" 0 "3" "1999_D1_24" "1999" NA "25410"
"KPT" 0 "3" "1999_D2_2" "1999" NA "27244"
"KPT" 0 "3" "1999_D2_3" "1999" "83860" "24818"
"KPT" 0 "3" "1999_D2_4" "1999" "83643" NA
"KPT" 0 "3" "1999_D2_5" "1999" NA "25145"
"KPT" 0 "3" "1999_D2_8" "1999" "27237" "27236"
"KPT" 0 "3" "1999_D2_9" "1999" "27202" "24815"
"KPT" 0 "3" "1999_D2_19" "1999" "24817" "27207"
"KPT" 3 "3" "1999_D2_21" "1999" "27242" "27211"
"KPT" 0 "3" "1999_D2_25" "1999" "25140" "25024"
"KPT" 0 "3" "1999_D2_26" "1999" "25353" "25354"
"KPT" 0 "3" "1999_D2_28" "1999" "24850" "24801"
"KPT" 0 "3" "1999_D2_31" "1999" "27250" "27248"
"KPT" 0 "3" "1999_D2_33" "1999" "27458" "27455"
"KPT" 0 "3" "1999_D2_34" "1999" "27202" "24815"
"KPT" 3 "3" "1999_D2_36" "1999" "24823" "27245"
"KPT" 0 "3" "1999_D2_38" "1999" "27246" "27247"
"KPT" NA "3" "1999_D2_39" "1999" "24811" "24814"
"KPT" 0 "3" "1999_D2_40" "1999" "27459" "27452"
"KPT" 0 "3" "1999_D2_41" "1999" "27463" NA
"KPT" -1 "3" "1999_D2_43" "1999" "27457" "27454"
"KPT" 0 "3" "1999_D2_44" "1999" "25139" "27453"
"KPT" 0 "3" "1999_D2_45" "1999" "27456" "27451"
"KPT" 0 "3" "1999_D2_47" "1999" "25008" "25022"
"KPT" 0 "3" "1999_D2_48" "1999" "27467" "24997"
"KPT" 3 "3" "1999_D2_49" "1999" NA NA
"KPT" 0 "3" "1999_D2_50" "1999" NA "27464"
"KPT" 0 "3" "1999_D2_51" "1999" "83972" "25122"
"KPT" 0 "3" "1999_D2_52" "1999" "27466" "27465"
"KPT" 3 "3" "1999_D2_54" "1999" "32369" "83964"
"KPT" 0 "3" "1999_D2_55" "1999" NA NA
"KPT" 0 "3" "1999_D2_56" "1999" "27474" "4349"
"KPT" 0 "3" "1999_D2_58" "1999" "27477" "25198"
"KPT" 0 "3" "1999_D2_60" "1999" NA "27244"
"KPT" 0 "3" "1999_D2_61" "1999" "27209" "25133"
"KPT" 0 "3" "1999_D3_1" "1999" NA "32201"
"KPT" 0 "3" "1999_D3_6" "1999" NA NA
"KPM" NA "3" "2007_S_1" "2007" "XX.WX|XX.XX" "XX.LX|XX.XX"
"KPM" 2 "2" "2007_S_2" "2007" "CA1047" "XX.XX|RX.RX"
"KPM" NA "3" "2007_S_3" "2007" "XX.XX|XX.YX" "XX.RX|XX.XX"
"KPM" NA "3" "2007_S_4" "2007" "XX.YX|XX.XX" "XX.XX|XX.LX"
"KPM" NA "3" "2007_S_5" "2007" NA "XX.OX|XX.XX"
"KPM" NA "3" "2007_S_6" "2007" NA "CA1050"
"KPM" NA "3" "2007_S_8" "2007" "XX.XX|XX.RX" "XX.GX|XX.XX"
"KPM" NA "3" "2007_S_9" "2007" NA "XX.BX|XX.XX"
"KPM" NA "2" "2007_S_12" "2007" NA "XX.XX|XX.OX"
"KPM" NA "2" "2007_S_13" "2007" "XX.XX|XX.BX" NA
"KPM" NA "3" "2007_S_17" "2007" NA "CA1030"
"KPM" 0 "2" "2007_S_18" "2007" NA "XX.XX|RX.OX"
"KPM" 2 "3" "2007_S_19" "2007" "CA1032" "XX.XX|GX.RX"
"KPM" NA "3" "2007_S_20" "2007" "XX.XX|YX.OX" "XX.XX|OX.WX"
"KPM" 3 "3" "2007_S_21" "2007" "XX.XX|GX.YX" "CA1044"
"KPM" NA "2" "2007_S_22" "2007" NA "CA1019"
"KPM" NA "3" "2007_S_23" "2007" "CA1052" "CA1018"
"KPM" 2 "3" "2007_S_25" "2007" "CA1101" "CA1029"
"KPM" NA "3" "2007_S_26" "2007" NA "CA1031"
"KPM" 0 "3" "2007_S_27" "2007" NA "CA1040"
"KPM" 0 "2" "2007_S_28" "2007" "CA1055" NA
"KPM" 0 "3" "2007_S_29" "2007" "CA1109" NA
"KPM" 0 "2" "2007_S_30" "2007" "CA1057" "CA1062"
"KPM" 2 "2" "2007_S_31" "2007" "CA1108" "CA1111"
"KPM" 2 "2" "2007_S_32" "2007" "CA1107" "CA1104"
"KPM" 2 "2" "2007_S_33" "2007" "CA1105" "CA1106"
"KPM" NA "2" "2007_S_34" "2007" "CA1114" "CA1110"
"KPM" 3 "3" "2007_S_35" "2007" "CA1119" "CA1063"
"KPM" 0 "2" "2007_S_36" "2007" NA NA
"KPM" 0 "3" "2008_PP_1" "2008" NA "CA1136"
"KPM" 0 "2" "2008_PP_2" "2008" NA "CA1137"
"KPM" 0 "3" "2008_PP_3" "2008" NA "CA1139"
"KPM" 3 "3" "2008_S_1" "2008" "CA1107" "CA1104"
"KPM" NA "2" "2008_S_2" "2008" "CA1047" "CA1097"
"KPM" NA "3" "2008_S_3" "2008" "CA1148" "CA1068"
"KPM" 0 "1" "2008_S_6" "2008" NA "CA1067"
"KPM" 0 "2" "2008_S_7" "2008" NA "CA1073"
"KPM" 2 "3" "2008_S_8" "2008" "CA1147" "CA1080"
"KPM" 3 "3" "2008_S_10" "2008" "CA1096" "CA1044"
"KPM" 1 "3" "2008_S_11" "2008" "CA1114" "CA1110"
"KPM" 0 "1" "2008_S_12" "2008" NA "CA1191"
"KPM" NA "2" "2008_S_13" "2008" "CA1178" "CA2628"
"KPM" 3 "3" "2008_S_15" "2008" "CA2603" "CA2613"
"KPM" 3 "3" "2008_S_16" "2008" "CA2617" "CA2612"
"KPM" 3 "3" "2008_S_18" "2008" "CA2651" "CA2645"
"KPM" 0 "3" "2008_S_19" "2008" "CA1037" "CA2652"
"KPM" 3 "3" "2008_S_20" "2008" "CA2656" "CA1139"
"KPM" 3 "3" "2008_S_21" "2008" "CA2649" "CA2650"
"KPM" 2 NA "2008_S_22" "2008" "CA2665" "CA2664"
"KPM" 1 NA "2008_S_23" "2008" "CA2672" "CA2671"
"KPM" 2 "3" "2009_S_5" "2009" "CA1624" "CA1092"
"KPM" 1 "2" "2009_S_6" "2009" "CA1625" "CA1623"
"KPM" 3 "3" "2009_S_7" "2009" "CA1621" "CA1064"
"KPM" 3 "3" "2009_S_8" "2009" "CA1017" "CA2690"
"KPM" 3 "3" "2009_S_9" "2009" "CA1114" "CA1110"
"KPM" 1 "2" "2009_S_10" "2009" "CA1638" "CA1629"
"KPM" 1 "3" "2009_S_11" "2009" "CA1047" "CA1097"
"KPM" 1 "2" "2009_S_12" "2009" "CA1635" "CA1136"
"KPM" 1 "3" "2009_S_13" "2009" "CA1069" "CA1644"
"KPM" 0 "1" "2009_S_14" "2009" NA NA
"KPM" 3 "3" "2009_S_15" "2009" "CA1631" "CA1067"
"KPM" 2 "2" "2009_S_16" "2009" "CA1628" "CA1634"
"KPM" 1 "3" "2009_S_17" "2009" NA "CA1148"
"KPM" 2 "2" "2009_S_18" "2009" "CA1682" "CA1649"
"KPM" NA "3" "2009_S_19" "2009" "CA1176" NA
"KPM" 0 "3" "2009_S_20" "2009" NA NA
"KPM" 2 "3" "2009_S_21" "2009" "CA1643" "CA1073"
"KPM" NA "3" "2009_S_22" "2009" NA "CA2650"
"KPM" 0 "3" "2009_S_23" "2009" NA NA
"KPM" 2 "3" "2009_S_24" "2009" "CA1645" NA
"KPM" 1 "2" "2009_S_25" "2009" "CA1696" NA
"KPM" NA "1" "2009_S_26" "2009" NA NA
"KPM" 3 "3" "2009_S_27" "2009" "CA1659" "CA1670"
"KPM" 0 "2" "2009_S_28" "2009" NA NA
"KPM" 1 "2" "2009_S_29" "2009" "CA1688" "CA1673"
"KPM" 3 "3" "2009_S_30" "2009" "CA1143" "CA1681"
"KPM" 3 "3" "2009_S_31" "2009" "CA3019" "CA3020"
"KPM" 3 "3" "2009_S_32" "2009" "CA1687" "CA1674"
"KPM" 3 "3" "2009_S_33" "2009" "CA1096" "CA1044"
"KPM" NA "2" "2009_S_34" "2009" NA "CA1697"
"KPM" 2 "3" "2009_S_36" "2009" NA "CA2732"
"KPM" NA "3" "2009_S_37" "2009" "CA3037" "CA3040"
"KPM" NA "2" "2009_S_38" "2009" NA "CA3018"
"KPM" NA "3" "2009_S_39" "2009" "CA3022" "CA3023"
"KPM" 0 "3" "2009_S_40" "2009" "CA3033" "CA2645"
"KPM" NA "3" "2009_S_41" "2009" "CA1096" "CA1044"
"KPM" NA "3" "2009_S_42" "2009" "CA1178" "CA3025"
"KPM" NA "2" "2009_S_43" "2009" NA "CA1137"
"KPM" 0 "3" "2009_S_44" "2009" NA "CA3041"
"KPM" 1 "3" "2009_S_45" "2009" "CA1639" "CA2629"
"KPM" 2 "2" "2009_S_101" "2009" "CA1619" "CA1620"
"KPM" 1 "2" "2009_S_102" "2009" "CA1622" "CA1618"
"KPM" 0 "2" "2009_S_103" "2009" NA "CA1627"
"KPM" 0 "1" "2009_S_104" "2009" NA NA
"KPM" 0 "2" "2009_S_105" "2009" NA NA
"KPM" 0 "2" "2009_S_106" "2009" "CA1626" "CA2692"
"KPM" 2 "2" "2009_S_107" "2009" "CA1639" "CA2629"
"KPM" 1 "3" "2009_S_108" "2009" "CA1152" "CA2691"
"KPM" 3 "3" "2009_S_109" "2009" "CA1633" "CA1153"
"KPM" 3 "3" "2009_S_110" "2009" "CA1059" "CA1058"
"KPM" 2 "2" "2009_S_111" "2009" "CA1630" "CA1636"
"KPM" 0 "3" "2009_S_112" "2009" NA NA
"KPM" 0 "3" "2009_S_113" "2009" "CA2693" "CA1616"
"KPM" 3 "2" "2009_S_114" "2009" "CA2702" "CA1637"
"KPM" 0 "3" "2009_S_115" "2009" "CA2695" NA
"KPM" 1 "3" "2009_S_116" "2009" "CA1147" "CA1080"
"KPM" 0 "3" "2009_S_117" "2009" "CA1107" "CA1104"
"KPM" 3 "3" "2009_S_118" "2009" "CA2642" "CA2614"
"KPM" 3 "3" "2009_S_119" "2009" "CA2666" "CA2667"
"KPM" 1 "3" "2009_S_120" "2009" "CA2697" "CA2696"
"KPM" NA "3" "2009_S_121" "2009" "CA2694" "CA2703"
"KPM" 1 "2" "2009_S_122" "2009" "CA1037" "CA2652"
"KPM" 2 NA "2009_S_123" "2009" "CA1654" "CA1655"
"KPM" NA "3" "2009_S_124" "2009" NA "CA1651"
"KPM" NA "3" "2009_S_125" "2009" NA NA
"KPM" NA "3" "2009_S_126" "2009" NA NA
"KPM" NA "2" "2009_S_127" "2009" NA NA
"KPM" NA "3" "2009_S_128" "2009" "CA1159" NA
"KPM" 3 "3" "2009_S_129" "2009" "CA1121" NA
"KPM" NA "1" "2009_S_131" "2009" NA "CA3016"
"KPM" NA "3" "2009_S_201" "2009" "CA1664" "CA1089"
"KPM" NA "2" "2009_S_202" "2009" "CA2729" NA
"KPM" NA "1" "2009_S_203" "2009" "CA1149" NA
"KPM" NA "3" "2009_S_204" "2009" NA "CA3049"
"KPM" 2 "3" "2009_S_301" "2009" NA "CA2690"
"KPM" NA "2" "2009_S_302" "2009" "CA2739" "CA2742"
"KPM" NA "2" "2009_S_303" "2009" "CA2743" "CA2744"
"KPM" 2 "3" "2009_S_304" "2009" "CA2737" "CA2738"
"KPM" 2 "3" "2009_S_308" "2009" NA "CA1618"
"KPM" 0 NA "2010_PP_1" "2010" NA NA
"KPM" NA "2" "2010_PP_2" "2010" NA "CA3068"
"KPM" NA "3" "2010_PP_3" "2010" NA "CA3067"
"KPM" 0 "1" "2010_PP_4" "2010" NA NA
"KPM" NA "2" "2010_PP_5" "2010" NA NA
"KPM" 0 NA "2010_PP_6" "2010" NA NA
"KPM" NA "3" "2010_PP_7" "2010" "CA3423" "CA3069"
"KPM" 0 "3" "2010_S_1" "2010" NA NA
"KPM" 0 "3" "2010_S_2" "2010" NA NA
"KPM" 0 "2" "2010_S_3" "2010" NA NA
"KPM" 0 "3" "2010_S_4" "2010" NA NA
"KPM" 1 "1" "2010_S_5" "2010" "CA3460" "CA3417"
"KPM" 0 "2" "2010_S_6" "2010" NA NA
"KPM" 3 "3" "2010_S_7" "2010" "CA3423" NA
"KPM" 0 "2" "2010_S_8" "2010" NA NA
"KPM" 0 "2" "2010_S_9" "2010" "CA1047" "CA1047"
"KPM" 0 "2" "2010_S_10" "2010" "CA1052" "CA3018"
"KPM" NA "3" "2010_S_11" "2010" "CA1114" "CA1110"
"KPM" 0 "1" "2010_S_12" "2010" NA NA
"KPM" 0 "3" "2010_S_13" "2010" NA "CA3041"
"KPM" 0 "2" "2010_S_14" "2010" NA NA
"KPM" 2 "3" "2010_S_15" "2010" "CA3082" "CA3066"
"KPM" 0 "1" "2010_S_16" "2010" NA NA
"KPM" 0 "3" "2010_S_17" "2010" NA "MX.OX|OX.OX"
"KPM" 0 "3" "2010_S_18" "2010" NA NA
"KPM" 0 "3" "2010_S_19" "2010" NA NA
"KPM" NA "3" "2010_S_20" "2010" NA "CA3412"
"KPM" 0 "3" "2010_S_21" "2010" NA NA
"KPM" 3 "3" "2010_S_22" "2010" "CA3466" "CA3431"
"KPM" 0 "3" "2010_S_23" "2010" NA NA
"KPM" 0 "3" "2010_S_24" "2010" NA NA
"KPM" 0 "3" "2010_S_25" "2010" NA NA
"KPM" 0 "3" "2010_S_26" "2010" NA NA
"KPM" 0 "3" "2010_S_27" "2010" NA "MX.OX|OX.WX"
"KPM" 0 "2" "2010_S_28" "2010" NA NA
"KPM" NA "3" "2010_S_29" "2010" "CA3468" "CA3406"
"KPM" 0 "3" "2010_S_30" "2010" "MX.OX|RX.WX" "CA2724"
"KPM" 1 "2" "2010_S_31" "2010" NA "CA3411"
"KPM" 2 "3" "2010_S_32" "2010" "CA2697" "CA3448"
"KPM" 2 "3" "2010_S_33" "2010" NA "CA3402"
