year,site,species,nest,easting,northing,found_date,found_time,laying_date,end_date,fate,no_chicks,clutch_size,length1,breadth1,weight1,float1,length2,breadth2,weight2,float2,length3,breadth3,weight3,float3,observer,comments,zone,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,KiP,18,370464,7343731,309,1651,,322,PRED,,1,30.4,22.2,8,AB,,,,,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,KiP,19,370807,7343661,313,1241,,402,DESER,,2,31.7,22.6,8.5,BC,30.9,22.4,8.5,BC,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,KiP,20,370777,7343686,313,1254,,402,DESER,,2,29.6,21.1,7.5,C,29.3,22,7.5,CD,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,KiP,21,370795,7343761,313,1313,,402,NO HATCH,,2,31,22.5,8,D,31.4,22.6,8,D,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,KiP,22,370418,7344352,313,1526,,323,HATCH,,2,31,21.9,7.5,D,31.3,22.6,8,E,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,KiP,23,371827,7338049,314,1008,,405,DESER,,2,31.8,22.7,8,AB,31.7,22.2,8.5,AB,,,,,SZ,,N2A,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,KiP,24,371769,7338188,314,1020,,405,DESER,,2,31,21.9,8,D,30.4,21.3,8,D,,,,,SZ,,N2A,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,KiP,25,369911,7338119,316,930,,321,HATCH,,2,28.7,21.4,7,F,29.5,21.5,7,G,,,,,SZ,,Z01N,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,KiP,26,371141,7339586,316,1310,,323,HATCH,,2,28.5,21.7,7,D,29,22.3,7.5,E,,,,,SZ,,N2B,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,KiP,27,371050,7339871,316,1324,,405,DESER,,2,31.5,21.4,7.3,E,28.5,19.9,6.8,E,,,,,SZ,,N2B,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,KiP,28,371234,7339828,316,1343,,405,DESER,,2,31.4,21.9,7.8,D,31.2,22.5,8,D,,,,,SZ,,N2B,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,KiP,29,370004,7337868,313,1520,,321,HATCH,,2,31.9,22.2,8,DE,31.7,22.2,8,DE,,,,,SZ,,Z01N,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,KiP,30,370061,7338674,313,1047,,322,DESER,,2,30.4,21.5,7.5,BC,31,21.7,7.5,BC,,,,,SZ,,Z01N,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,KiP,31,370052,7337665,314,1316,,319,DESER,,2,30.1,21,6.6,CD,29.3,20.6,6.4,CD,,,,,SZ,,Z01N,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,KiP,32,370791,7337573,320,1203,,406,HATCH,,2,31.9,21.9,8,CD,32.7,22,8,C,,,,,SZ,,W1,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,KiP,33,370908,7338239,507,1330,,523,HATCH,,2,31.3,22.3,8.4,CD,31.3,22.5,8.2,D,,,,,SZ,1st on 523;second on 524,W1,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,KiP,34,371008,7343157,508,1435,,602,PRED,,2,29.4,21.8,7.3,A,29.7,21.8,7.1,A,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,KiP,35,368753,7338014,510,1628,,521,HATCH,,2,30.7,22.2,8,CD,32.3,22.4,8.3,D,,,,,SZ,,ZO2,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,KiP,36,370998,7343239,525,1017,,602,PRED,,2,32.5,23.1,8,E,31.7,22.1,8,G,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,KiP,37,370209,7343093,531,1316,,531,UNKNOWN,,2,31.7,22.8,7.8,G,30.9,22.3,7.3,G,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,KiP,38,370468,7343349,531,1340,,602,UNKNOWN,,1,31.9,22.2,8.2,A,,,,,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,KiP,k11,371294,7335243,317,1432,,402,DESER,,2,30.4,22.1,7.6,BC,30.8,22.1,7.6,CD,,,,,Anselme,,W3,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,KiP,k12,369670,7339294,321,1018,,327,DESER,,2,28.2,21.4,6.4,F,29.5,21.4,6.6,F,,,,,Anselme,,N1Cb,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,KiP,k2,371416,7335055,305,1212,,331,HATCH,,2,28.6,21.5,7.1,A,29.5,21.5,7.3,A,,,,,Anselme,,W3,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,KiP,k3,369483,7338800,309,1550,,327,DESER,,2,31.8,21.4,7.2,C,31.4,21.5,7.3,C,,,,,Anselme,,N1Cb,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,KiP,k4,369619,7339406,312,1423,,327,DESER,,2,29.7,21.9,7.1,C,28.2,21.3,6.6,C,,,,,Anselme,,N1Cb,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,KiP,k6,370046,7338047,313,1423,,326,DESER,,2,29.3,21,6.6,D,29.1,21.6,6.7,D,,,,,Anselme,,Z01N,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,KiP,k8,369903,7337765,313,1617,,326,DESER,,2,31.5,21.4,7.3,B,30.3,21.9,7.6,CD,,,,,Anselme,,Z01N,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,1,372046,7337597,1223,1546,,1224,HATCH,2,2,33.4,23.1,7.5,H,31.7,23.1,8,H,,,,,SZ,,N2A,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,1,370872,7343147,106,1055,,111,PRED,,2,33.9,23.3,9,AB,33.6,23.6,9,AB,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,2,370842,7342905,106,1522,,112,PRED,,2,31.3,24.1,9.5,A,32.4,23.8,9,A,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,2,372108,7338012,1223,1637,,1224,HATCH,2,2,30.5,22.6,7.5,H,chick,,,,,,,,SZ,,N2A,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,3,371009,7343135,111,1521,112,118,PRED,,2,32,24.2,9.5,A,32.1,24.1,9.6,A,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,4,370922,7343054,111,1552,118,207,PRED,,2,32.2,23.7,9.6,A,32.1,24.1,9.6,A,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,5,370910,7342110,111,1632,,118,PRED,,2,32.4,24.4,10,AB,32.9,24.4,10,AB,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,5,368007,7339320,206,1145,,228,HATCH,1,2,33.4,23.7,9,H,33.3,23.8,9.3,F,,,,,SZ,,ZO5,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,6,370991,7342893,112,1347,,118,PRED,,2,32,23.4,9.6,AB,32.7,23.5,9.8,AB,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,7,371051,7342586,112,1545,,118,PRED,,2,32.8,23.9,9.8,BC,32.3,24,9.6,BC,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,8,374973,7323843,113,927,,206,PRED,,2,34.2,23.8,8.5,D,33.7,23.8,9,D,,,,,SZ,,SW,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,9,375077,7323461,113,950,,131,HATCH,2,2,32.8,24.9,9,E,31.6,24.5,9,E,,,,,SZ,,SW,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,10,375356,7322980,113,1032,,224,NO HATCH,,2,32.1,23.3,9,E,30.2,22.7,8,E,,,,,SZ,,SW,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,11,370969,7343771,112,1432,,118,PRED,,2,32.2,23.7,9,A,32.1,24.1,9,A,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,12,370237,7344563,122,1253,,207,PRED,,2,32.8,23.6,9.5,BC,32,23.5,9.5,BC,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,13,370330,7344391,122,1436,,213,HATCH,2,2,34.4,23.5,10,D,33.2,23.6,9.5,BC,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,14,370742,7343159,122,1721,,126,PRED,,1,32.4,23.4,9,A,,,,,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,15,371076,7342860,122,1746,124,126,PRED,,2,31.2,23.5,9,A,31.9,23.4,9,A,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,16,368582,7338927,209,1217,,306,HATCH,2,2,33.8,24.3,9,H,33.2,24.3,9,F,,,,,SZ,,ZO4,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,16,375102,7323509,123,1208,,225,NO HATCH,,2,33.7,24.2,10,AB,33.6,24.2,10,AB,,,,,SZ,,SW,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,17,371079,7342703,124,920,,218,HATCH,2,2,31.2,23.2,9.5,AB,31.9,23.6,9.8,AB,,,,,SZ,1st on 218;2nd on 219,N1D,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,18,371073,7339863,211,1436,,207,PRED,,2,31.5,22.6,8.5,G,31.9,22.3,8,,,,,,SZ,,N2C,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,18,370331,7343057,124,1222,,207,PRED,,1,32.4,23.5,9.5,A,,,,,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,19,370428,7343190,124,1237,,210,HATCH,2,2,32.2,24.1,9.3,E,32.2,24.2,9.5,E,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,19,371181,7342557,212,1033,,303,HATCH,,2,34.6,22,8,H,33.5,23,8.5,H,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,20,371433,7335110,125,1022,,212,PRED,,2,33,24.1,9,D,32.1,24.5,9,D,,,,,SZ,,W3,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,21,372042,7334971,125,1104,,208,HATCH,2,2,35,23.3,9.5,EF,33.5,23.9,9.5,EF,,,,,SZ,previously enddate was 209; but chicks were banded on 208,W3,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,22,374033,7333005,125,1158,,206,PRED,,2,33.1,23.6,9.1,EF,32.5,24.3,9.3,EF,,,,,SZ,,W3,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,23,371077,7342665,302,1523,,306,PRED,,2,32,23.9,9.5,B,31.9,23.7,9,,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,23,372613,7332107,125,1419,,206,PRED,,2,32.8,23.5,9,E,32.5,23.6,9,E,,,,,SZ,,W4,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,24,371073,7342709,303,1534,,,,,2,32.5,23.7,9.3,A,31.7,23.5,9,A,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,24,370923,7343666,126,1452,128,221,PRED,,2,32.8,22.9,9,A,32.2,23,9,A,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,25,371004,7343781,126,1529,,218,HATCH,2,2,33.4,23.6,9,AB,32.7,23,9.5,AB,,,,,SZ,1st on 218;2nd on 219,N1D,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,26,368748,7338053,207,1105,,212,HATCH,2,2,30.7,24.5,9,E,33.1,24.7,10,G,,,,,SZ,1st on 212;2nd on 213,ZO3,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,26,370844,7342111,305,1441,,,,,1,32.6,24,10,A,,,,,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,27,368846,7337795,207,1119,,212,HATCH,2,2,32.1,24,9,F,33,23.7,9.5,H,,,,,SZ,,ZO3,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,28,368451,7338733,207,1253,,219,HATCH,2,2,34.7,24.3,10,EF,34.3,24.3,10,EF,,,,,SZ,1st on 219;2nd on 220,ZO4,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,29,370928,7342194,207,1428,,213,PRED,,2,34.3,24.1,9.5,EF,32.8,24.4,9.5,EF,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,30,371115,7342617,207,1545,,217,HATCH,2,2,32.1,23.9,9,EF,31.8,24.2,9,EF,,,,,SZ,1st on 217;2nd on 218,N1D,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,31,371218,7342374,207,1612,,310,HATCH,2,2,33.6,22.9,9,AB,32.1,23,9,AB,,,,,SZ,,W3,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,32,370701,7335292,208,1413,,220,DESER,,2,32.1,23.3,9,F,32.9,23.5,9,G,,,,,SZ,,ZO4,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,33,368555,7338895,212,1421,,214,HATCH,2,2,32.6,23.6,8.5,F,31.2,23.7,8.3,F,,,,,SZ,previously enddate was 215; but chicks were banded on 214,ZO4,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,34,368474,7338630,212,1554,,221,PRED,,2,33,25,10,E,32.6,24.2,9.5,E,,,,,SZ,,ZO4,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,35,369600,7338559,213,1035,,308,NO HATCH,,2,33.7,23.9,9.5,E,35.1,23.5,10,E,,,,,SZ,,ZO1,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,36,368581,7338454,214,1511,,226,HATCH,1,2,32.1,23.3,8.5,F,33,23.8,9,G,,,,,SZ,previously enddate was 307; but chicks was banded on 226,ZO4,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,37,370971,7342303,214,1647,,218,HATCH,2,2,33.3,24.1,9.5,H,32.9,23.9,9,G,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,38,370911,7342800,214,1709,,227,NO HATCH,,2,32.9,24.2,9.8,C,33.3,24.2,10,D,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,39,370830,7344031,219,1543,,227,HATCH,2,2,31.2,23.7,9,F,31.7,23,8,G,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,40,375445,7322855,224,934,,324,DESER,,2,34.5,23.3,10,A,33.9,23.7,10,A,,,,,SZ,,SW,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,41,375090,7323456,225,1539,,324,HATCH,2,2,32.7,23.8,9.5,D,31.8,24,9.5,D,,,,,SZ,,SW,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,42,371011,7332939,225,1739,,326,HATCH,2,2,34.2,23.3,10,A,32.6,23.3,9.5,A,,,,,SZ,,W4,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,43,372154,7337692,226,1536,,228,PRED,,2,31,24.7,9,G,33.4,23.8,9,F,,,,,SZ,,N2A,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,44,372029,7337775,221,1608,,226,PRED,,2,32.3,23.5,8.8,EF,36.2,23.5,8.6,EF,,,,,SZ,,N2A,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,46,371331,7335797,227,1540,,301,HATCH,2,2,33.6,24.3,9.5,F,33.3,23.9,9.5,G,,,,,SZ,,E3,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,47,373208,7336044,221,1610,,227,PRED,,2,32.2,23.9,9.3,E,32.2,23.7,9.3,E,,,,,SZ,,E3,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,48,371384,7335767,228,1005,,305,PRED,,2,32.4,24.3,9.5,A,32,24.3,9.5,A,,,,,SZ,,W2,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,49,371534,7333784,301,1447,,324,DESER,,2,30.8,24,9,D,32.4,22.4,8.5,D,,,,,SZ,,E5,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,50,372112,7338013,301,1740,,301,HATCH,2,2,31.8,23.8,8.5,F,chick,,,,,,,,SZ,1st in 301;2nd on 302,N2A,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,51,369406,7338922,303,1054,,319,DESER,,2,31.8,23.1,8.3,F,32.5,23.7,8.7,F,,,,,SZ,,N1Cb,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,52,370419,7343398,309,1602,,322,PRED,,2,33.5,23.4,9,E,34.3,23.7,9.5,E,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,53,370861,7343112,313,1157,,325,PRED,,2,33.3,24,10,AB,33.3,23.7,10,AB,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,54,370870,7343453,313,1208,,402,HATCH,1,2,31.6,23.9,9,D,31.9,23.5,9,E,,,,,SZ,1st chick on 402;2nd on403,N1D,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,55,372113,7337949,314,1054,,405,NO HATCH,,1,34,22.5,9,A,,,,,,,,,SZ,,N2A,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,56,372018,7337746,315,1034,,326,PRED,,2,33.6,23.7,9,D,33.3,23.2,9,D,,,,,SZ,,N2A,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,57,375030,7324550,317,1139,,328,PRED,,2,31.3,23.5,9,E,31.1,23.6,9,E,,,,,SZ,,SW,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,58,375078,7324328,317,1251,,324,PRED,,2,32.1,23.6,9,E,31.1,23.9,8.3,DE,,,,,SZ,,SW,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,59,375021,7323788,317,1530,,410,HATCH,2,2,33.7,23.8,9,E,33.3,23.7,9,DE,,,,,SZ,,SW,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,60,370808,7341990,322,1147,,328,PRED,,2,32.6,23.5,9,G,32.7,23.5,9,H,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,11An,369493,7337873,314,1034,,326,HATCH,1,2,33.3,23,8.8,E,31.8,22.9,8.2,E,,,,,Anselme,,ZO1,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,12An,371409,7335300,317,1158,,402,DESER,,2,31.6,22.9,8,F,33.4,23,8.6,F,,,,,Anselme,,W3,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,2An,371427,7335746,217,1138,,305,PRED,,2,32.5,24.3,9.3,E,32.1,24.3,9.8,E,,,,,Anselme,,W3,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,5An,372033,7337776,221,1608,,226,PRED,,2,32.3,23.5,8.8,E,36.2,23.5,8.6,F,,,,,Anselme,,N2A,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,MP,9An,371386,7334994,306,1528,,405,HATCH,2,2,32.2,23.8,9.3,A,32.3,23.5,9.3,A,,,,,Anselme,,W3,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,WfP,1,373178,7336225,205,1231,,228,HATCH,,2,31.8,23.2,8,,32.2,22.7,8.5,,,,,,SZ,previously enddate was 315; but chicks were banded on 228,W2,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,WfP,2,372623,7330647,206,1003,,,HATCH,,2,31.1,22,7,,30.6,21,5.5,,,,,,SZ,previously enddate was 311; but chick was banded on 223 and was 10g,W4,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,WfP,3,374046,7326698,206,1428,,225,UNKNOWN,,2,31.9,22.9,8.5,,32,23.3,8.7,,,,,,SZ,,S,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,WfP,4,371355,7335297,220,1559,,310,PRED,,1,32.2,22.4,8.5,,,,,,,,,,SZ,,W3,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,WfP,5,372497,7331858,223,1455,,326,PRED,,2,31,22.2,8,,31.3,22.4,8,,,,,,SZ,,W4,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,WfP,6,374025,7326697,225,1123,,318,PRED,,1,31.8,22.9,8.5,,,,,,,,,,SZ,,S,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,WfP,7,372763,7330822,311,1512,,327,PRED,,2,31.2,22.2,8,,31.6,22.3,8,,,,,,SZ,,W4,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,WfP,8,372627,7330822,311,1529,,318,PRED,,2,30.9,22.1,8,,29.2,22.3,8,,,,,,SZ,,W4,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,WfP,9,372337,7330694,311,1630,,318,PRED,,1,29,22.2,8,,,,,,,,,,SZ,,W4,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,WfP,10,370695,7337277,314,847,,412,HATCH,,2,31.6,22.1,8,,31.7,22.6,8,,,,,,SZ,endate previously 314; chicks banded on 412 and had 5.7-6.2g,W1,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,WfP,11,370992,7337986,314,925,,405,HATCH,,2,32.1,22.5,8.5,,33.4,22.9,9,,,,,,SZ,,W1,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,WfP,12,370962,7337651,315,1330,,405,PRED,,2,32.3,23.1,8.5,,31.6,22.8,8.5,,,,,,SZ,,W1,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,WfP,13,375006,7324531,317,1146,,,HATCH,,2,32.7,22.4,8.3,,31.5,22.1,8,,,,,,SZ,previously enddate was 422; but chick was banded on 422 nd had 10.5g,S,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,WfP,14,374058,7326648,412,1645,,,HATCH,,2,31.4,22.9,8,,30.4,22.3,8,,,,,,SZ,previously enddate was 422; but chick was banded on 422 nd had 7.5g,S,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,WfP,15,371565,7338109,405,1255,,420,PRED,,2,30.6,22.5,8,,30.3,22.2,8,,,,,,SZ,,N2A,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,WfP,16,370961,7338058,412,1530,,513,HATCH,,2,31.5,21.2,7.4,,31.3,21.2,7.3,,,,,,SZ,previously enddate was 412; but chicks were banded on 513 and were 5.3g,W1,,,,,,,,,,,,,,,,
2007,Tsimanampetsotsa,WfP,Nw1,371374,7334978,405,1552,,411,HATCH,,2,32.1,22.3,7.5,,32.4,23,8,,,,,,Anselme,,W3,,,,,,,,,,,,,,,,
2008,Sarodrano,KiP,1,370979,7398635,1014,1700,,1014,UNKNOWN,,2,31.9,21.7,8,,31.2,21.5,8,,,,,,SZ,,,,,,,,,,,,,,,,,,
2008,Andavadoaka,KiP,1,321043,7556123,1025,930,,1025,UNKNOWN,,2,31.1,21.5,7.8,A,31.4,22.1,8,,,,,,SZ,,,,,,,,,,,,,,,,,,
2008,Andavadoaka,KiP,1,320759,7553447,1026,1303,,1026,UNKNOWN,,2,31.9,22.2,8,,31.7,22.4,8,,,,,,SZ,,Ampasilava,,,,,,,,,,,,,,,,
2008,Tsimanampetsotsa,KiP,1,371164,7342536,212,1049,,303,UNKNOWN,,2,32,21.6,7.2,F,32.1,21.1,7.5,E,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2008,Tsimanampetsotsa,KiP,2,370531,7339973,301,1336,,301,UNKNOWN,,2,34.1,22.2,9,A,34.2,22.6,9.5,B,,,,,SZ,,N1Ca,,,,,,,,,,,,,,,,
2008,Sarodrano,KiP,3,371250,7399735,1015,1138,,1015,UNKNOWN,,2,31.3,22.6,8,,30.7,22.2,8,,,,,,SZ,,,,,,,,,,,,,,,,,,
2008,Tsimanampetsotsa,KiP,3,370940,7339179,301,1655,,301,UNKNOWN,,2,31.9,22.5,8.7,AB,30.8,22.7,8.6,AB,,,,,SZ,,N1A,,,,,,,,,,,,,,,,
2008,Tsimanampetsotsa,KiP,4,370989,7342801,303,1544,,303,UNKNOWN,,2,30.8,22.4,8.1,AB,31.1,22.6,8.4,AB,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2008,Tsimanampetsotsa,KiP,5,370817,7343628,304,823,307,307,UNKNOWN,,2,31.8,22.2,8,A,30.7,22.1,8,B,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2008,Tsimanampetsotsa,KiP,6,370399,7344061,304,1126,,306,UNKNOWN,,1,29.1,22.1,8,A,,,,,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2008,Tsimanampetsotsa,KiP,7,370422,7344003,305,1133,,305,PRED,,2,30.7,22.3,8.1,AB,31.1,22.1,8.3,AB,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2008,Tsimanampetsotsa,KiP,8,370800,7343770,304,1201,,304,UNKNOWN,,2,31.5,22.6,8.5,A,32.3,23,9,A,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2008,Tsimanampetsotsa,KiP,9,370286,7343429,304,1505,,304,UNKNOWN,,1,32.6,22.1,8,A,,,,,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2008,Tsimanampetsotsa,KiP,10,370363,7344281,305,957,,305,UNKNOWN,,2,32.3,22.5,8.8,A,30.9,22.5,8.3,AB,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2008,Tsimanampetsotsa,KiP,11,370299,7344439,305,1025,,305,UNKNOWN,,2,32.2,22.2,8.2,CD,30.8,22,7.8,CD,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2008,Tsimanampetsotsa,KiP,12,370363,7344129,305,1122,,305,UNKNOWN,,2,31.5,21.6,8,AB,32.1,21.5,7.8,AB,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2008,Tsimanampetsotsa,KiP,13,370738,7343411,305,1206,,305,UNKNOWN,,2,30,21.7,7.5,B,30.9,22,8,C,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2008,Tsimanampetsotsa,KiP,14,370420,7340627,305,1529,,305,UNKNOWN,,2,30.8,22.5,8.5,AB,30.5,22.9,8.5,AB,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2008,Tsimanampetsotsa,KiP,15,368618,7338901,306,1054,,306,UNKNOWN,,2,32.3,22.5,8.5,C,31.6,22.6,8.5,CD,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2008,Tsimanampetsotsa,KiP,16,370852,7338350,306,1210,,306,UNKNOWN,,2,32.3,22.4,8,A,31.7,21.9,7.7,B,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2008,Tsimanampetsotsa,KiP,17,368581,7338570,307,953,,307,UNKNOWN,,2,30.6,22.7,8,A,29.9,22,7.8,A,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
