year,site,species,nest,easting,northing,found_date,found_time,laying_date,end_date,fate,no_chicks,clutch_size,length1,breadth1,weight1,float1,length2,breadth2,weight2,float2,length3,breadth3,weight3,float3,observer,comments,zone,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,20,370383,7344128,209,1530,,209,UNKNOWN,,2,32.4,23,8,AB,31.8,22.8,8,AB,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,21,369635,7338058,210,943,212 (2nd),210,UNKNOWN,,2,30.3,21.3,8,AB,30.9,21.5,8,AB,,,,,SZ,,ZO1N,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,22,370192,7343190,210,1303,212 (2nd),210,UNKNOWN,,2,29.3,21.3,8,AB,31.2,22.2,8,AB,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,23,371127,7339941,211,1202,,211,UNKNOWN,,2,31.9,23.1,8,AB,32.2,23,8,AB,,,,,SZ,,N2C,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,24,371036,7339872,211,1220,,211,UNKNOWN,,2,29.8,21.5,8,AB,31.7,22,8,AB,,,,,SZ,,N2C,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,25,370982,7339823,211,1247,,211,UNKNOWN,,2,31.2,22.5,8,AB,30.8,22,8,AB,,,,,SZ,,N2C,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,26,370865,7341101,211,1348,,211,UNKNOWN,,2,32.8,22,8,AB,32.9,22.9,8,AB,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,27,371013,7341636,211,1419,,211,UNKNOWN,,2,31.1,21.7,8,D,28.4,22.1,8,AB,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,28,371021,7341671,211,1439,,211,UNKNOWN,,2,31,21.4,8,CD,31.7,21.3,8,CD,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,29,371091,7342152,211,1450,,211,UNKNOWN,,2,30.9,22.1,8,AB,30.3,22.5,8,AB,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,30,370564,7340652,214,1242,,214,UNKNOWN,,2,30.3,22.8,8,F,31.5,22,8,G,,,,,SZ,,N1C,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,31,370443,7344259,214,1623,,214,UNKNOWN,,2,32.7,23.5,8,D,31.1,23,8,E,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,32,370415,7343984,214,1641,,214,UNKNOWN,,2,32,23,8,DE,31.6,22.8,8,EF,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,33,370575,7340610,215,1130,216 (2nd),215,UNKNOWN,,2,31.6,21.9,8,AB,31.9,21.9,8,AB,,,,,SZ,,N1Ca,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,34,370337,7343042,215,1510,,215,UNKNOWN,,2,31.8,22.5,8,DE,31.5,22.5,8,EF,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,35,370452,7340107,216,1227,,216,UNKNOWN,,2,32.3,21.7,8,AB,32.3,21.8,8,AB,,,,,SZ,,N1Ca,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,36,371099,7342484,217,1526,,217,UNKNOWN,,2,31.2,21.9,8,D,33,21.9,8,E,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,37,370307,7340059,218,745,,218,UNKNOWN,,2,29.6,21.8,8,AB,30.5,22.2,8,AB,,,,,SZ,,N1Ca,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,38,371010,7342579,218,845,,218,UNKNOWN,,2,31.9,22.3,8,D,31.2,22.7,8,E,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,39,370908,7342711,218,915,,218,UNKNOWN,,2,30.6,21.7,8,D,31,21.8,8,E,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,40,370391,7344274,218,1715,,218,UNKNOWN,,2,31.7,22.2,8,D,30.9,21.7,8,AB,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,41,371776,7338153,219,1012,,219,UNKNOWN,,2,30.4,21.4,8,C,29.4,20.9,8,D,,,,,SZ,,N2A,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,42,371272,7339793,219,1311,,219,UNKNOWN,,2,29.6,22.3,8,DE,29.4,22.1,8,EF,,,,,SZ,,N1Cb,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,43,370500,7342268,220,836,,220,UNKNOWN,,2,30.8,20.6,8,E,31.6,22.1,8,E,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,44,370527,7342320,220,917,,220,UNKNOWN,,2,32.6,22.3,8,D,33.7,22.1,8,D,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,45,370513,7342318,220,938,,220,UNKNOWN,,2,31.7,22.4,8,E,30.6,21.9,8,E,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,46,369540,7337566,221,1130,,221,UNKNOWN,,2,28.5,22.1,8,A,29.8,22,8,A,,,,,SZ,,ZO1NW,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,47,369664,7337366,227,905,,227,UNKNOWN,,2,29.5,22,8,AB,29.7,21.4,8,AB,,,,,SZ,,ZO1SW,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,48,369784,7337308,227,918,,227,UNKNOWN,,2,32.8,22.2,8,AB,31.4,21.2,8,AB,,,,,SZ,,ZO1SW,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,49,370321,7342998,228,1715,,228,UNKNOWN,,2,30.9,22.7,8,AB,30.9,22.1,8,AB,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,50,370838,7341094,301,1004,,301,UNKNOWN,,2,31.8,21.8,8,AB,31.7,22.6,8,AB,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,51,370320,7342905,301,1205,,301,UNKNOWN,,2,30.9,22.4,8,AB,29.7,22.5,8,AB,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,53,370444,7341522,302,1142,,302,UNKNOWN,,1,30.6,21.5,8,D,,,8,D,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,54,371420,7339558,303,1311,,303,UNKNOWN,,2,29.1,20.9,8,C,29.8,21.7,8,C,,,,,SZ,,N2C,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,55,371360,7339576,303,1318,,303,UNKNOWN,,1,31.6,21.9,8,A,,,8,A,,,,,SZ,,N2C,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,56,371297,7339597,303,1337,,303,UNKNOWN,,2,30.9,22.4,8,CD,31.2,22.5,8,CD,,,,,SZ,,N2C,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,57,371272,7339605,303,1348,,303,UNKNOWN,,2,32.5,22.5,8,AB,33.8,22.5,8,AB,,,,,SZ,,N2C,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,58,371189,7339628,303,1400,,303,UNKNOWN,,2,32.1,22.9,8,AB,31.6,23.4,8,AB,,,,,SZ,,N2C,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,59,371172,7339410,303,1548,,303,UNKNOWN,,2,30.7,22.5,8,AB,31.4,22.6,8,AB,,,,,SZ,,N2C,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,61,369690,7339718,307,746,,307,UNKNOWN,,2,32.3,22.3,8,AB,31.6,21.6,8,AB,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,63,370435,7344252,307,1105,,307,UNKNOWN,,2,31.2,22,8,AB,32,21.9,8,AB,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,68,369775,7338161,402,1331,,402,UNKNOWN,,2,32.1,22.9,8,EF,31.8,22.8,8,EF,,,,,SZ,,ZO1NW,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,69,369764,7338074,402,1416,,402,UNKNOWN,,2,31.4,21.4,8,AB,30.8,21.5,8,AB,,,,,SZ,,ZO1NW,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,70,369499,7337918,402,1439,,402,UNKNOWN,,2,32,23,8,D,31,23,8,D,,,,,SZ,,ZO1NW,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,71,369495,7337848,402,1503,,402,UNKNOWN,,2,31.2,22.9,8,DE,31.3,22.6,8,DE,,,,,SZ,,ZO1NW,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,72,370050,7337877,402,1528,,402,UNKNOWN,,2,32.2,21.9,8,F,32.9,21.6,8,F,,,,,SZ,,ZO1NE,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,73,370120,7337831,402,1607,,402,UNKNOWN,,2,30.9,22.6,8,BC,31.3,22.6,8,BC,,,,,SZ,,ZO1NE,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,77,374913,7324170,407,1236,,407,UNKNOWN,,2,33,22.6,8,AB,33.7,22.6,8,AB,,,,,SZ,,SW,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,78,374891,7324131,408,1338,,408,UNKNOWN,,1,30.4,22.4,8,A,,,8,A,,,,,SZ,,SW,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,79,374941,7324052,408,1344,,408,UNKNOWN,,2,30.5,22.2,8,F,29.8,22.7,8,F,,,,,SZ,,S,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,80,375092,7324011,409,1230,,409,UNKNOWN,,2,32.4,22.6,8,G,32.8,22.2,8,F,,,,,SZ,,SE,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,81,370725,7337316,411,1014,,411,UNKNOWN,,2,31.9,22.6,8,CD,31.5,23,8,CD,,,,,SZ,,W1,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,82,370726,7337411,422,1445,,422,UNKNOWN,,1,30.3,22.3,8,AB,,,8,AB,,,,,SZ,,W1,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,83,370801,7337520,422,1515,,422,UNKNOWN,,2,31.9,23.3,8,AB,31.3,22.9,8,AB,,,,,SZ,,W1,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,84,371019,7337720,422,1610,,422,UNKNOWN,,2,30.1,21.8,8,AB,31,22.5,8,AB,,,,,SZ,,W1,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,85,369591,7337712,423,830,,423,UNKNOWN,,1,32.6,21.9,8,A,,,8,A,,,,,SZ,,ZO1NW,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,86,371546,7338151,423,1154,,423,UNKNOWN,,2,30.3,21.3,8,C,29.7,21.5,8,C,,,,,SZ,,N2A,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,87,370239,7339907,425,903,,425,UNKNOWN,,2,31.3,21.9,8,GH,30.9,22.2,8,FG,,,,,SZ,,N1Ca,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,88,370253,7339959,425,930,,425,UNKNOWN,,2,32.7,22.3,8,D,32,22.3,8,D,,,,,SZ,,N1Ca,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,89,369586,7337705,426,1301,,426,UNKNOWN,,2,33.1,21.9,8,BC,33.2,21.9,8,B,,,,,SZ,,ZO1NW,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,91,374861,7324254,502,1707,,502,UNKNOWN,,2,31.2,22.9,8,G,31.5,22.3,8,F,,,,,SZ,,SW,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,92,369667,7337766,506,801,,506,UNKNOWN,,2,31.5,22.5,8,BC,32.4,22.3,8,C,,,,,SZ,,ZO1NW,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,93,369760,7337745,506,901,,506,UNKNOWN,,2,28.7,23,8,C,29.3,23.2,8,C,,,,,SZ,,ZO1NW,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,96,370480,7341129,508,1533,,508,UNKNOWN,,2,32.2,22.6,8,DE,32.2,22.5,8,DE,,,,,SZ,,N1Ca,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,36a,370744,7341988,217,1030,,217,UNKNOWN,,2,31.4,22.4,8,AB,31.6,22.8,8,AB,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,1,370682,7338271,1125,751,,1125,UNKNOWN,,2,31.7,23.8,9,H,31.3,23.8,9,F,,,,,SZ,,N1A,,,,,,,,,,,,,,,,
2005,Boanamary,MP,1,640665,8250676,1118,831,,1118,UNKNOWN,,2,33.1,23.1,9,H,32.4,22.7,9,,,,,,SZ,,,,,,,,,,,,,,,,,,
2005,Ankazobe-Sirasira,MP,1,403372,8084322,1006,1438,,1006,UNKNOWN,,2,31.3,23,8.5,H,32.9,22.9,8.5,F,,,,,SZ,,,,,,,,,,,,,,,,,,
2005,Ifaty,MP,1,358427,7438355,1128,956,,1128,UNKNOWN,,2,33,23.3,9.2,,33.9,23.4,9.2,,,,,,SZ,,,,,,,,,,,,,,,,,,
2005,Beravina,MP,1,403425,8095290,926,1103,,926,UNKNOWN,,1,32,23.4,9.6,A,,,,,,,,,SZ,,,,,,,,,,,,,,,,,,
2005,Ankazobe-Sirasira,MP,2,403394,8084761,1006,1556,,1006,UNKNOWN,,2,31.1,23,9,F,31.7,23.2,9,H,,,,,SZ,,,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,2,373285,7336308,1126,957,,1126,UNKNOWN,,2,31.8,23.1,8.6,H,32.5,23.6,9,F,,,,,SZ,,E2,,,,,,,,,,,,,,,,
2005,Boanamary,MP,2,640484,8250571,1118,930,,1118,UNKNOWN,1,1,33,22.1,9,,,,,,,,,,SZ,,,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,22,370961,7337662,115,1105,,122,FLOO,,2,31.8,23.7,8,D,31.5,23.4,8,D,,,,,SZ,,W1,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,23,372041,7337729,115,1124,,123,FLOO,,1,31.7,22.9,8,F,,,,,,,,,SZ,,N2A,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,24,371968,7337828,117,815,,129,FLOO,,2,33.1,23.3,9,E,32.6,23.7,9,F,,,,,SZ,,N2A,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,25,371864,7337980,117,1202,,201,FLOO,,2,32.2,23.3,9,E,31.4,23.3,9,F,,,,,SZ,,N2A,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,26,372107,7338006,118,831,,121,FLOO,,2,24.2,23.5,9,B,34,23.1,9,C,,,,,SZ,,N2A,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,28,369576,7337492,130,1021,204,308,NO HATCH,,2,32.7,24.4,10,A,33.6,23.9,10,A,,,,,SZ,,Z01SW,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,29,369803,7339752,201,1412,205,214,FLOO,,2,33.9,22.7,10,A,32.7,22.9,10,A,,,,,SZ,,N1Cb,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,30,369493,7337879,202,1431,204,302,HATCH,2,2,33.8,23.9,10,A,33.9,24,10,A,,,,,SZ,,ZO1NW,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,31,373035,7337476,204,1226,,303,DESER,,2,32.1,23.2,10,A,32.1,23.5,10,B,,,,,SZ,,E1,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,32,369403,7338639,206,1112,208,223,PRED,,2,33.4,23.5,10,A,32.8,23.2,10,B,,,,,SZ,,N1Cb,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,33,369688,7339751,206,1213,208,226,FLOO,,2,32.6,24.2,10,A,32.9,23.9,10,B,,,,,SZ,,N1Cb,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,34,370450,7340188,206,1439,,212,PRED,,2,33.1,23.3,10,A,32,23.8,10,B,,,,,SZ,,N1Ca,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,35,368925,7337472,206,1723,,212,PRED,,2,32.4,23,10,B,32.9,23.2,10,C,,,,,SZ,,ZO2N,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,36,369312,7339327,207,905,,306,HATCH,2,2,33.9,24,10,A,33.8,23.9,10,B,,,,,SZ,,N1Cb,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,37,370867,7343452,209,1247,,302,PRED,,2,33.2,23.4,10,A,32.6,24.3,10,B,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,38,370837,7343801,209,1412,211,313,FLOO,,2,33.7,23.1,10,A,35,23,10,B,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,39,370330,7344391,209,1421,,301,HATCH,2,2,32.5,24,10,B,33.4,24.4,10,D,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,40,370234,7344543,209,1444,,228,HATCH,2,2,33.1,24.1,10,D,32.7,23.9,10,E,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,41,370999,7343724,209,1545,,306,HATCH,2,2,31.6,23.1,10,A,31.5,23.4,10,B,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,42,370353,7342797,209,1609,,212,PRED,,2,34.1,24.6,10,B,33.3,24.6,10,C,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,43,369546,7338387,210,1015,,223,PRED,,2,34.5,23.8,10,A,36.4,23.4,10,B,,,,,SZ,,ZO1N,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,44,370693,7343101,210,1244,,223,FLOO,,2,33.5,24.1,10,B,31.9,24.7,10,C,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,45,371004,7343124,210,1539,212,223,FLOO,,2,34.5,22.7,10,A,31.6,22.8,10,B,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,46,370432,7343184,210,1610,,312,DESER,,1,31.1,23.5,10,A,,,,,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,47,370148,7337213,211,1000,,303,HATCH,1,2,31.6,23.5,10,D,32.4,23.9,10,E,,,,,SZ,,ZO1SE,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,48,371139,7342082,211,1515,,302,HATCH,1,2,33.8,24.7,10,C,34.2,24.5,10,D,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,49,371104,7341700,211,1534,,311,PRED,,2,32.9,23.6,10,C,33.1,23.9,10,D,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,50,371133,7341683,211,1556,,228,FLOO,,2,33.8,24.3,10,A,33.5,23.7,10,B,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,51,370723,7342019,214,1323,,303,DESER,,2,32.7,24.6,10,D,32.9,24.5,10,E,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,52,370852,7342054,214,1347,,224,PRED,,2,32.3,23.8,10,F,32.7,23.7,10,G,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,53,371090,7342760,214,1423,,313,FLOO,,2,32.7,23.6,10,D,31.4,23.6,10,E,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,54,371036,7343775,214,1516,,228,HATCH,2,2,33.7,24.2,10,F,34,24.1,10,H,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,55,370309,7344461,214,1556,,302,HATCH,2,2,33.3,23.7,10,F,34.6,23.5,10,H,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,56,371089,7342829,215,1455,,224,FLOO,,1,33.2,23.1,10,F,,,,,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,57,368745,7338028,215,1601,,311,DESER,,2,33.2,23.6,10,F,32.8,23.3,10,H,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,58,370409,7340769,217,803,,301,HATCH,2,2,34.4,24.6,10,F,32.3,24.1,10,H,,,,,SZ,,N1C,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,59,368559,7338448,217,1536,,301,HATCH,2,2,33.3,23.5,10,H,32.6,23.6,10,H,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,61,370990,7341913,219,1504,,228,HATCH,2,2,33.4,23.5,10,F,33.1,23.7,10,H,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,62,369367,7339172,220,726,,224,HATCH,2,2,33.1,24.3,10,F,33.1,24,10,H,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,63,369664,7337296,221,1055,,304,HATCH,1,2,33.1,24.7,10,F,33.6,24.6,10,H,,,,,SZ,,ZO1SW,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,64,370401,7343078,228,1503,,312,PRED,,2,32,23.5,10,A,32.2,23.4,10,B,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,65,370345,7342979,301,1212,,312,PRED,,2,33.1,23.3,10,D,35.1,23.1,10,D,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,68,370965,7343394,302,1335,,313,HATCH,2,2,33.5,23.1,10,F,34,23.2,10,H,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,71,369856,7339684,317,1646,,326,FLOO,,1,33.2,23,10,A,,,,,,,,,SZ,,N1Cb,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,72,370402,7342773,318,1514,,325,PRED,,2,34.6,24.2,10,H,33.9,24,10,H,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,73,370929,7343370,320,1607,,325,PRED,,1,32.6,23.5,10,A,,,,,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,74,370392,7343158,321,1219,,405,PRED,,2,33,24,10,A,33.1,24,10,B,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,77,369375,7339240,403,1628,,407,PRED,,2,34.7,23.6,10,C,34.4,23.9,10,D,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,78,374862,7324360,405,755,,406,PRED,,1,30.5,21.5,10,F,,,,,,,,,SZ,,SW,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,82,375053,7324382,405,1311,,501,DESER,,2,35.3,23.9,10,D,34,23.7,10,F,,,,,SZ,,SE,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,83,374859,7324151,406,1059,,419,HATCH,2,2,33.5,24.4,10,G,33.4,24.3,10,G,,,,,SZ,,SW,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,85,375707,7321647,406,1421,,419,FLOO,,1,33.3,23.8,10,G,,,,,,,,,SZ,,S,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,87,375427,7322892,406,1551,,418,HATCH,1,2,31.4,23,10,F,32.2,24.1,10,F,,,,,SZ,,S,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,88,375357,7322980,406,1602,,419,PRED,,2,31.8,23.4,10,G,31.3,23.5,10,F,,,,,SZ,,S,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,90,370774,7337483,411,947,,416,PRED,,2,31.1,24.5,10,G,33.4,23.6,10,G,,,,,SZ,,W1,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,94,370925,7343354,413,1503,,502,HATCH,2,2,32.4,23.6,10,F,32.4,23.6,10,F,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,95,370701,7337303,422,1307,,506,UNKNOWN,,2,33.7,24,10,B,32.2,23.5,10,D,,,,,SZ,,W1,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,96,369522,7337603,423,816,,426,HATCH,2,2,31.6,23.9,8,G,32.1,24.3,9,G,,,,,SZ,,ZO1NW,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,98,370380,7343432,425,1232,,507,UNKNOWN,,2,33.5,23.5,10,B,33,23.7,10,C,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,99,375039,7323470,429,1010,,502,TOUCH,,2,32.1,24.1,10,F,30.9,24.7,9,G,,,,,SZ,,S,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,100,375165,7323436,429,1100,430,504,DESER,,2,32.7,23.3,10,A,31.8,23.6,10,A,,,,,SZ,,S,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,101,375224,7323661,430,1619,,504,UNKNOWN,,2,32.7,23.9,10,A,34.2,24.2,10,C,,,,,SZ,,S,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,102,370470,7341129,507,1030,,508,UNKNOWN,,2,32.7,24.7,10,F,31.3,24.2,10,H,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,MP,103,370468,7342667,507,1601,,508,UNKNOWN,,2,32.6,23.7,10,F,31.9,24,10,E,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2005,Beravina,WfP,1,402960,8094468,926,1019,,926,UNKNOWN,,3,30.4,23.2,8.7,B,31.1,23.4,7.7,AB,31.1,23.3,7.7,A,SZ,,,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,WfP,1,371925,7337887,117,1019,,117,UNKNOWN,,2,31.5,22.9,8,BC,31.3,23,8,BC,,,,,SZ,,N2A,,,,,,,,,,,,,,,,
2005,Marambitsy_Barakoky,WfP,1,568465,8245384,708,,,708,UNKNOWN,,1,31.6,22.9,8,D,,,,,,,,,SZ,,Barakoky,,,,,,,,,,,,,,,,
2005,Ankazobe-Maropapango,WfP,1,396242,8084742,1008,913,,1008,UNKNOWN,,1,31.5,23.5,8,B,,,,,,,,,SZ,,Sirasira,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,WfP,2,370769,7337337,120,1120,,120,UNKNOWN,,2,30.5,22.6,8,CD,29.7,22.9,8,CD,,,,,SZ,,W1,,,,,,,,,,,,,,,,
