"ch"	"species"	"ring"	"sex"	"age"
"0000010"	"KIP"	"FH72856"	"F"	"A"
"0000010"	"KIP"	"FH72857"	"M"	"J"
"0000010"	"KIP"	"FH72860"	"M"	"A"
"0000010"	"KIP"	"FH72861"	"M"	"J"
"0000010"	"KIP"	"FH72864"	"F"	"J"
"0000010"	"KIP"	"FH72866"	"F"	"J"
"0000010"	"KIP"	"FH72869"	"F"	"J"
"0000010"	"KIP"	"FH72870"	"M"	"J"
"0000010"	"KIP"	"FH72871"	"F"	"J"
"0000010"	"KIP"	"FH72872"	"F"	"J"
"0000010"	"KIP"	"FH72873"	"M"	"J"
"0000010"	"KIP"	"FH72874"	"M"	"J"
"0000010"	"KIP"	"FH72875"	"F"	"J"
"0000011"	"KIP"	"FH72878"	"F"	"J"
"0000011"	"KIP"	"FH72882"	"F"	"A"
"0000010"	"KIP"	"FH72883"	"M"	"A"
"0000010"	"KIP"	"FH72884"	"F"	"A"
"0000010"	"KIP"	"FH72885"	"M"	"A"
"0000010"	"KIP"	"FH72886"	"M"	"J"
"0000010"	"KIP"	"FH72887"	"M"	"J"
"0000010"	"KIP"	"FH72893"	"M"	"A"
"0000010"	"KIP"	"FH72894"	"M"	"J"
"0000010"	"KIP"	"FH72895"	"M"	"A"
"0000010"	"KIP"	"FH72906"	"F"	"J"
"0000010"	"KIP"	"FH72909"	"M"	"A"
"0000010"	"KIP"	"FH72911"	"M"	"A"
"0000011"	"KIP"	"FH72913"	"F"	"A"
"0000011"	"KIP"	"FH72914"	"F"	"A"
"0000010"	"KIP"	"FH72915"	"F"	"A"
"0000010"	"KIP"	"FH72916"	"M"	"A"
"0000010"	"KIP"	"FH72917"	"M"	"A"
"0000010"	"KIP"	"FH72918"	"F"	"A"
"0000010"	"KIP"	"FH72919"	"M"	"A"
"0000001"	"KIP"	"FH72921"	"F"	"A"
"0000001"	"KIP"	"FH72921"	"F"	"J"
"0000001"	"KIP"	"FH72921"	"F"	"A"
"0000001"	"KIP"	"FH72921"	"F"	"J"
"0000010"	"KIP"	"FH72923"	"M"	"A"
"0000010"	"KIP"	"FH72924"	"M"	"J"
"0000010"	"KIP"	"FH72925"	"M"	"J"
"0000010"	"KIP"	"FH72926"	"M"	"A"
"0000010"	"KIP"	"FH72927"	"M"	"J"
"0000011"	"KIP"	"FH72929"	"M"	"J"
"0000010"	"KIP"	"FH72932"	"M"	"J"
"0000001"	"KIP"	"FH72936"	"F"	"J"
"0000001"	"KIP"	"FH72937"	"M"	"J"
"0000001"	"KIP"	"FH72938"	"F"	"A"
"0000001"	"KIP"	"FH72938"	"F"	"A"
"0000001"	"KIP"	"FH72940"	"F"	"A"
"0000001"	"KIP"	"FH72941"	"M"	"A"
"0000001"	"KIP"	"FH72943"	"M"	"J"
"0000001"	"KIP"	"FH72944"	"M"	"A"
"0000001"	"KIP"	"FH72945"	"M"	"A"
"0000001"	"KIP"	"FH72946"	"M"	"A"
"0000001"	"KIP"	"FH72947"	"F"	"A"
"0000001"	"KIP"	"FH72948"	"F"	"A"
"0000001"	"KIP"	"FH72951"	"F"	"J"
"0000001"	"KIP"	"FH72952"	"M"	"J"
"0000001"	"KIP"	"FH72952"	"M"	"J"
"0000001"	"KIP"	"FH72953"	"M"	"A"
"0000001"	"KIP"	"FH72954"	"F"	"J"
"0000001"	"KIP"	"FH72955"	"F"	"J"
"0000001"	"KIP"	"FH72957"	"F"	"A"
"0000001"	"KIP"	"FH72958"	"F"	"A"
"0000001"	"KIP"	"FH72960"	"F"	"J"
"0000001"	"KIP"	"FH72961"	"F"	"A"
"0000001"	"KIP"	"FH72962"	"M"	"J"
"0000001"	"KIP"	"FH72963"	"M"	"A"
"0000001"	"KIP"	"FH72964"	"M"	"J"
"0000001"	"KIP"	"FH72965"	"M"	"J"
"0000001"	"KIP"	"FH72966"	"F"	"J"
"0000001"	"KIP"	"FH72967"	"M"	"A"
"0000001"	"KIP"	"FH72972"	"F"	"J"
"0000001"	"KIP"	"FH72973"	"M"	"J"
"0000001"	"KIP"	"FH72974"	"F"	"A"
"0000001"	"KIP"	"FH72975"	"M"	"A"
"0000001"	"KIP"	"FH72976"	"M"	"A"
"0000001"	"KIP"	"FH72980"	"M"	"A"
"0000001"	"KIP"	"FH72981"	"M"	"J"
"0000001"	"KIP"	"FH72982"	"F"	"J"
"0000001"	"KIP"	"FH72983"	"F"	"A"
"0000001"	"KIP"	"FH72984"	"F"	"A"
"0000001"	"KIP"	"FH72985"	"M"	"A"
"0000001"	"KIP"	"FH72986"	"F"	"J"
"0000001"	"KIP"	"FH72987"	"M"	"A"
"0000001"	"KIP"	"FH72988"	"F"	"J"
"0000001"	"KIP"	"FH72990"	"M"	"A"
"0000001"	"KIP"	"FH72991"	"M"	"J"
"0000001"	"KIP"	"FH72992"	"M"	"J"
"0000001"	"KIP"	"FH72993"	"F"	"A"
"0000001"	"KIP"	"FH72995"	"M"	"A"
"0000001"	"KIP"	"FH72996"	"F"	"J"
"0000001"	"KIP"	"FH72997"	"F"	"J"
"0000010"	"KIP"	"FH73000"	"M"	"J"
"0000010"	"KIP"	"FH73001"	"M"	"A"
"0000010"	"KIP"	"FH73005"	"F"	"J"
"0000010"	"KIP"	"FH73006"	"M"	"J"
"0000010"	"KIP"	"FH73007"	"M"	"A"
"0000010"	"KIP"	"FH73013"	"M"	"J"
"0000010"	"KIP"	"FH73015"	"F"	"A"
"0000011"	"KIP"	"FH73022"	"M"	"A"
"0000010"	"KIP"	"FH73025"	"F"	"J"
"0000010"	"KIP"	"FH73026"	"M"	"A"
"0000010"	"KIP"	"FH73027"	"F"	"J"
"0000010"	"KIP"	"FH73028"	"M"	"A"
"0000010"	"KIP"	"FH73029"	"M"	"J"
"0000011"	"KIP"	"FH73030"	"M"	"A"
"0000011"	"KIP"	"FH73031"	"M"	"J"
"0000010"	"KIP"	"FH73032"	"M"	"A"
"0000010"	"KIP"	"FH73033"	"M"	"A"
"0000010"	"KIP"	"FH73034"	"M"	"J"
"0000010"	"KIP"	"FH73035"	"M"	"J"
"0000011"	"KIP"	"FH73036"	"F"	"J"
"0000010"	"KIP"	"FH73049"	"F"	"J"
"0000010"	"KIP"	"FH73050"	"M"	"A"
"0000011"	"KIP"	"FH73051"	"M"	"A"
"0000011"	"KIP"	"FH73051"	"M"	"A"
"0000010"	"KIP"	"FH73052"	"F"	"J"
"0000010"	"KIP"	"FH73053"	"M"	"A"
"0000010"	"KIP"	"FH73054"	"M"	"J"
"0000010"	"KIP"	"FH73055"	"F"	"J"
"0000010"	"KIP"	"FH73056"	"M"	"A"
"0000010"	"KIP"	"FH73057"	"F"	"J"
"0000010"	"KIP"	"FH73058"	"M"	"J"
"0000010"	"KIP"	"FH73059"	"M"	"A"
"0000011"	"KIP"	"FH73061"	"M"	"A"
"0000001"	"KIP"	"FH73072"	"F"	"A"
"0000001"	"KIP"	"FH73073"	"F"	"A"
"0000001"	"KIP"	"FH73074"	"M"	"A"
"0000001"	"KIP"	"FH73076"	"F"	"A"
"0000001"	"KIP"	"FH73077"	"M"	"A"
"0000001"	"KIP"	"FH73078"	"M"	"A"
"0000001"	"KIP"	"FH73079"	"F"	"A"
"0000001"	"KIP"	"FH73080"	"F"	"A"
"0000001"	"KIP"	"FH73080"	"F"	"A"
"0000001"	"KIP"	"FH73081"	"F"	"A"
"0000001"	"KIP"	"FH73082"	"F"	"A"
"0000001"	"KIP"	"FH73083"	"F"	"A"
"0000001"	"KIP"	"FH73084"	"F"	"A"
"0000001"	"KIP"	"FH73085"	"M"	"A"
"0000001"	"KIP"	"FH73086"	"M"	"A"
"0000001"	"KIP"	"FH73087"	"M"	"A"
"0000001"	"KIP"	"FH73088"	"F"	"A"
"0000001"	"KIP"	"FH73089"	"F"	"A"
"0000001"	"KIP"	"FH73090"	"M"	"A"
"0000001"	"KIP"	"FH73091"	"F"	"A"
"0000001"	"KIP"	"FH73092"	"M"	"A"
"0000001"	"KIP"	"FH73093"	"M"	"A"
"0000001"	"KIP"	"FH73094"	"F"	"A"
"0000001"	"KIP"	"FH73095"	"F"	"A"
"0000001"	"KIP"	"FH73096"	"F"	"A"
"0000001"	"KIP"	"FH73097"	"M"	"A"
"0000001"	"KIP"	"FH73098"	"M"	"A"
"0000001"	"KIP"	"FH73099"	"M"	"A"
"0000001"	"KIP"	"FH73100"	"M"	"A"
"0000001"	"KIP"	"FH73101"	"F"	"A"
"0000001"	"KIP"	"FH73102"	"M"	"A"
"0000001"	"KIP"	"FH73103"	"M"	"J"
"0000001"	"KIP"	"FH73104"	"M"	"J"
"0000001"	"KIP"	"FH73105"	"M"	"A"
"0000001"	"KIP"	"FH73106"	"M"	"A"
"0000001"	"KIP"	"FH73107"	"M"	"J"
"0000001"	"KIP"	"FH73108"	"M"	"A"
"0000001"	"KIP"	"FH73109"	"F"	"J"
"0000001"	"KIP"	"FH73110"	"M"	"J"
"0000001"	"KIP"	"FH73111"	"F"	"A"
"0000001"	"KIP"	"FH73112"	"M"	"A"
"0000001"	"KIP"	"FH73113"	"F"	"A"
"0000001"	"KIP"	"FH73114"	"F"	"A"
"0000001"	"KIP"	"FH73115"	"M"	"A"
"0000001"	"KIP"	"FH73116"	"F"	"A"
"0000001"	"KIP"	"FH73117"	"M"	"A"
"0000001"	"KIP"	"FH73118"	"F"	"A"
"0000001"	"KIP"	"FH73119"	"M"	"A"
"0000001"	"KIP"	"FH73120"	"M"	"A"
"0000001"	"KIP"	"FH73121"	"F"	"J"
"0000001"	"KIP"	"FH73122"	"M"	"J"
"0000001"	"KIP"	"FH73123"	"F"	"A"
"0000001"	"KIP"	"FH73124"	"F"	"A"
"0000001"	"KIP"	"FH73125"	"F"	"A"
"0000001"	"KIP"	"FH73126"	"F"	"A"
"0000001"	"KIP"	"FH73127"	"M"	"A"
"0000001"	"KIP"	"FH73128"	"M"	"A"
"0000001"	"KIP"	"FH73129"	"F"	"A"
"0000001"	"KIP"	"FH73131"	"M"	"A"
"0000001"	"KIP"	"FH73132"	"M"	"A"
"0000001"	"KIP"	"FH73133"	"F"	"A"
"0000001"	"KIP"	"FH73134"	"M"	"A"
"0000001"	"KIP"	"FH73135"	"F"	"J"
"0000001"	"KIP"	"FH73136"	"M"	"J"
"0000001"	"KIP"	"FH73137"	"F"	"A"
"0000001"	"KIP"	"FH73138"	"M"	"A"
"0000001"	"KIP"	"FH73139"	"F"	"J"
"0000001"	"KIP"	"FH73140"	"M"	"A"
"0000001"	"KIP"	"FH73142"	"F"	"A"
"0000001"	"KIP"	"FH73143"	"M"	"A"
"0000001"	"KIP"	"FH73144"	"M"	"A"
"0000001"	"KIP"	"FH73145"	"F"	"A"
"0000001"	"KIP"	"FH73146"	"M"	"J"
"0000001"	"KIP"	"FH73151"	"M"	"A"
"0000001"	"KIP"	"FH73152"	"M"	"J"
"0000001"	"KIP"	"FH73154"	"M"	"J"
"0000001"	"KIP"	"FH73155"	"M"	"A"
"0000001"	"KIP"	"FH73156"	"M"	"J"
"0000001"	"KIP"	"FH73157"	"F"	"J"
"0000001"	"KIP"	"FH73158"	"M"	"A"
"0000001"	"KIP"	"FH73159"	"F"	"J"
"0000001"	"KIP"	"FH73160"	"M"	"J"
"0000001"	"KIP"	"FH73161"	"M"	"A"
"0000001"	"KIP"	"FH73162"	"M"	"J"
"0000001"	"KIP"	"FH73163"	"F"	"J"
"0000001"	"KIP"	"FH73164"	"M"	"A"
"0000001"	"KIP"	"FH73165"	"F"	"J"
"0000001"	"KIP"	"FH73166"	"F"	"A"
"0000001"	"KIP"	"FH73167"	"F"	"A"
"0000001"	"KIP"	"FH73168"	"M"	"J"
"0000001"	"KIP"	"FH73169"	"M"	"J"
"0000001"	"KIP"	"FH73170"	"M"	"J"
"0000001"	"KIP"	"FH73171"	"M"	"J"
"0000001"	"KIP"	"FH73172"	"M"	"A"
"0000001"	"KIP"	"FH73173"	"F"	"A"
"0000001"	"KIP"	"FH73174"	"F"	"A"
"0000001"	"KIP"	"FH73175"	"F"	"A"
"0000001"	"KIP"	"FH73176"	"M"	"A"
"0000001"	"KIP"	"FH73177"	"F"	"A"
"0000001"	"KIP"	"FH73178"	"F"	"J"
"0000001"	"KIP"	"FH73181"	"M"	"A"
"0000001"	"KIP"	"FH73182"	"M"	"J"
"0000001"	"KIP"	"FH73183"	"F"	"A"
"0000001"	"KIP"	"FH73184"	"F"	"J"
"0000001"	"KIP"	"FH73185"	"F"	"A"
"0000001"	"KIP"	"FH73187"	"F"	"A"
"0000001"	"KIP"	"FH73188"	"F"	"A"
"0000001"	"KIP"	"FH73189"	"F"	"J"
"0000001"	"KIP"	"FH73190"	"M"	"J"
"0000001"	"KIP"	"FH73191"	"F"	"J"
"0000001"	"KIP"	"FH73192"	"M"	"A"
"0000001"	"KIP"	"FH73193"	"M"	"J"
"0000001"	"KIP"	"FH73194"	"F"	"J"
"0000001"	"KIP"	"FH73195"	"M"	"A"
"0000001"	"KIP"	"FH73196"	"F"	"J"
"0000001"	"KIP"	"FH73197"	"M"	"A"
"0000001"	"KIP"	"FH73198"	"M"	"J"
"0000001"	"KIP"	"FH73199"	"M"	"A"
"0000001"	"KIP"	"FH73200"	"F"	"J"
"0000001"	"KIP"	"FH73201"	"M"	NA
"0000001"	"KIP"	"FH73202"	"F"	NA
"0000001"	"KIP"	"FH73203"	"F"	"A"
"0000001"	"KIP"	"FH73204"	"M"	"A"
"0000001"	"KIP"	"FH73205"	"F"	"A"
"0000001"	"KIP"	"FH73206"	"F"	"A"
"0000001"	"KIP"	"FH73207"	"M"	"A"
"0000001"	"KIP"	"FH73208"	"M"	"A"
"0000001"	"KIP"	"FH73209"	"F"	"A"
"0000001"	"KIP"	"FH73213"	"M"	"A"
"0000001"	"KIP"	"FH73214"	"F"	"A"
"0000001"	"KIP"	"FH73215"	"F"	"A"
"0000001"	"KIP"	"FH73217"	"M"	"A"
"0000001"	"KIP"	"FH73219"	"F"	NA
"0000001"	"KIP"	"FH73220"	"F"	NA
"0000001"	"KIP"	"FH73221"	"F"	NA
"0000001"	"KIP"	"FH73222"	"F"	NA
"0000001"	"KIP"	"FH73223"	"F"	"A"
"0000001"	"KIP"	"FH73224"	"F"	NA
"0000001"	"KIP"	"FH73225"	"F"	NA
"0000001"	"KIP"	"FH73226"	"M"	"A"
"0000001"	"KIP"	"FH73227"	"M"	NA
"0000001"	"KIP"	"FH73228"	"F"	NA
"0000001"	"KIP"	"FH73229"	"F"	"A"
"0000001"	"KIP"	"FH73230"	"F"	"A"
"0000001"	"KIP"	"FH73231"	"F"	NA
"0000001"	"KIP"	"FH73232"	"F"	"A"
"0000001"	"KIP"	"FH73233"	"M"	"A"
"0000001"	"KIP"	"FH73235"	"F"	NA
"0000001"	"KIP"	"FH73236"	"M"	NA
"0000001"	"KIP"	"FH73237"	"M"	"A"
"0000001"	"KIP"	"FH73238"	"F"	NA
"0000001"	"KIP"	"FH73239"	"F"	NA
"0000001"	"KIP"	"FH73240"	"M"	"A"
"0000001"	"KIP"	"FH73241"	"M"	"A"
"0000001"	"KIP"	"FH73242"	"M"	NA
"0000001"	"KIP"	"FH73243"	"F"	NA
"0000001"	"KIP"	"FH73244"	"F"	NA
"0000001"	"KIP"	"FH73246"	"F"	"A"
"0000001"	"KIP"	"FH73247"	"M"	NA
"0000001"	"KIP"	"FH73248"	"M"	NA
"0000001"	"KIP"	"FH73250"	"M"	"A"
"0000001"	"KIP"	"FH73252"	"M"	"A"
"0000001"	"KIP"	"FH73256"	"M"	"A"
"0000001"	"KIP"	"FH73257"	"M"	"A"
"0000001"	"KIP"	"FH73258"	"M"	"J"
"0000001"	"KIP"	"FH73259"	"M"	"J"
"0000001"	"KIP"	"FH73260"	"M"	"A"
"0000001"	"KIP"	"FH73261"	"M"	"J"
"0000001"	"KIP"	"FH73262"	"F"	"J"
"0000001"	"KIP"	"FH73263"	"M"	"A"
"0000001"	"KIP"	"FH73264"	"F"	"J"
"0000001"	"KIP"	"FH73279"	"M"	"A"
"0000001"	"KIP"	"FH73280"	"F"	"J"
"0000001"	"KIP"	"FH73281"	"M"	"A"
"0000001"	"KIP"	"FH73282"	"F"	"J"
"0000001"	"KIP"	"FH73283"	"F"	"J"
"0000001"	"KIP"	"FH73284"	"M"	"A"
"0000001"	"KIP"	"FH73285"	"F"	"J"
"0000001"	"KIP"	"FH73286"	"M"	"A"
"0000001"	"KIP"	"FH73287"	"F"	"J"
"0000001"	"KIP"	"FH73288"	"M"	"J"
"0000001"	"KIP"	"FH73289"	"F"	"A"
"0000001"	"KIP"	"FH73290"	"M"	"A"
"0000001"	"KIP"	"FH73301"	"F"	"A"
"0000001"	"KIP"	"FH73302"	"M"	"A"
"0000001"	"KIP"	"FH73302"	"M"	"A"
"0000001"	"KIP"	"FH73303"	"F"	"A"
"0000001"	"KIP"	"FH73304"	"M"	"A"
"0000001"	"KIP"	"FH73306"	"F"	"A"
"0000001"	"KIP"	"FH73307"	"M"	"A"
"0000001"	"KIP"	"FH73308"	"F"	"A"
"0000001"	"KIP"	"FH73309"	"M"	"J"
"0000001"	"KIP"	"FH73310"	"M"	"J"
"0000001"	"KIP"	"FH73311"	"F"	"A"
"0000001"	"KIP"	"FH73314"	"M"	"J"
"0000001"	"KIP"	"FH73315"	"F"	"J"
"0000001"	"KIP"	"FH73317"	"F"	"A"
"0000001"	"KIP"	"FH73318"	"F"	"J"
"0000001"	"KIP"	"FH73319"	"F"	"J"
"0000001"	"KIP"	"FH73322"	"F"	"A"
"0000001"	"KIP"	"FH73323"	"M"	"A"
"0000001"	"KIP"	"FH73324"	"F"	"J"
"0000001"	"KIP"	"FH73325"	"M"	"J"
"0000001"	"KIP"	"FH73326"	"M"	"A"
"0000001"	"KIP"	"FH73327"	"F"	"J"
"0000001"	"KIP"	"FH73329"	"F"	"A"
"0000001"	"KIP"	"FH73330"	"M"	"A"
"0000001"	"KIP"	"FH73331"	"F"	"J"
"0000001"	"KIP"	"FH73332"	"F"	"J"
"0000001"	"KIP"	"FH73333"	"M"	"A"
"0000001"	"KIP"	"FH73334"	"M"	"A"
"0000001"	"KIP"	"FH73335"	"F"	"A"
"0000001"	"KIP"	"FH73336"	"M"	"A"
"0000001"	"KIP"	"FH73337"	"M"	"J"
"0000001"	"KIP"	"FH73338"	"M"	"J"
"0000001"	"KIP"	"FH73339"	"F"	"A"
"0000001"	"KIP"	"FH73340"	"M"	"A"
"0000001"	"KIP"	"FH73341"	"F"	"J"
"0000001"	"KIP"	"FH73352"	"M"	"A"
"0000001"	"KIP"	"FH73353"	"M"	"J"
"0000001"	"KIP"	"FH73356"	"M"	"J"
"0000001"	"KIP"	"FH73357"	"M"	"J"
"0000001"	"KIP"	"FH73358"	"M"	"J"
"0000001"	"KIP"	"FH73359"	"F"	"A"
"0000001"	"KIP"	"FH73360"	"M"	"J"
"0000001"	"KIP"	"FH73361"	"M"	"J"
"0000001"	"KIP"	"FH73362"	"M"	"A"
"0000001"	"KIP"	"FH73370"	"M"	"A"
"0000001"	"KIP"	"FH73371"	"M"	"J"
"0000001"	"KIP"	"FH73372"	"M"	"J"
"0000001"	"KIP"	"FH73373"	"F"	"A"
"0000001"	"KIP"	"FH73374"	"F"	"A"
"0000001"	"KIP"	"FH73375"	"M"	"A"
"0000001"	"KIP"	"FH73376"	"F"	"J"
"0000001"	"KIP"	"FH73377"	"M"	"J"
"0000001"	"KIP"	"FH73378"	"M"	"A"
"0000001"	"KIP"	"FH73379"	"M"	"J"
"0000001"	"KIP"	"FH73380"	"M"	"J"
"0000001"	"KIP"	"FH73381"	"M"	"A"
"0000001"	"KIP"	"FH73382"	"M"	"J"
"0000001"	"KIP"	"FH73383"	"M"	"A"
"0000001"	"KIP"	"FH73384"	"F"	"J"
"0000001"	"KIP"	"FH73463"	"F"	"A"
"0000001"	"KIP"	"FH73463"	"F"	"A"
"0000001"	"KIP"	"FH73464"	"F"	"A"
"0000001"	"KIP"	"FH73465"	"F"	"A"
"0000001"	"KIP"	"FH73466"	"M"	"A"
"0000001"	"KIP"	"FH73467"	"F"	"A"
"0000001"	"KIP"	"FH73468"	"M"	"A"
"0000001"	"KIP"	"FH73469"	"M"	"A"
"0000001"	"KIP"	"FH73470"	"F"	"A"
"0000001"	"KIP"	"FH73471"	"F"	"A"
"0000001"	"KIP"	"FH73472"	"F"	"A"
"0000001"	"KIP"	"FH73473"	"M"	"A"
"0000001"	"KIP"	"FH73474"	"F"	"A"
"0000001"	"KIP"	"FH73475"	"M"	"A"
"0000001"	"KIP"	"FH73476"	"F"	"A"
"0000001"	"KIP"	"FH73477"	"F"	"A"
"0000001"	"KIP"	"FH73478"	"F"	"A"
"0000001"	"KIP"	"FH73479"	"M"	"A"
"0000001"	"KIP"	"FH73480"	"F"	"A"
"0000001"	"KIP"	"FH73481"	"F"	"A"
"0000001"	"KIP"	"FH73482"	"F"	"A"
"0000001"	"KIP"	"FH73483"	"F"	"A"
"0000001"	"KIP"	"FH73484"	"M"	"A"
"0000001"	"KIP"	"FH73485"	"F"	"A"
"0000001"	"KIP"	"FH73488"	"F"	"A"
"0000001"	"KIP"	"FH73489"	"F"	"A"
"0000001"	"KIP"	"FH73490"	"M"	"A"
"0000001"	"KIP"	"FH73492"	"F"	"A"
"0000001"	"KIP"	"FH73493"	"M"	"A"
"0000001"	"KIP"	"FH73494"	"F"	"A"
"0000001"	"KIP"	"FH73498"	"F"	NA
"0000001"	"KIP"	"FH73499"	"F"	"A"
"0000001"	"KIP"	"FH73500"	"M"	NA
"0000001"	"KIP"	"FH73503"	"M"	"J"
"0000001"	"KIP"	"FH73504"	"F"	"J"
"0000001"	"KIP"	"FH73505"	"F"	"A"
"0000001"	"KIP"	"FH73506"	"M"	"A"
"0000001"	"KIP"	"FH73509"	"M"	"J"
"0000001"	"KIP"	"FH73510"	"M"	"J"
"0000001"	"KIP"	"FH73511"	"F"	"A"
"0000001"	"KIP"	"FH73512"	"F"	"A"
"0000001"	"KIP"	"FH73513"	"F"	"A"
"0000001"	"KIP"	"FH73517"	"F"	"J"
"0000001"	"KIP"	"FH73518"	"F"	"J"
"0000001"	"KIP"	"FH73520"	"F"	"J"
"0000001"	"KIP"	"FH73521"	"M"	"A"
"0000001"	"KIP"	"FH73523"	"M"	"J"
"0000001"	"KIP"	"FH73544"	"F"	"J"
"0000001"	"KIP"	"FH73546"	"F"	"J"
"0000001"	"KIP"	"FH73546"	"F"	"J"
"0000001"	"KIP"	"FH73547"	"M"	"J"
"0000001"	"KIP"	"FH73547"	"M"	"J"
"0000001"	"KIP"	"FH73548"	"M"	"J"
"0000001"	"KIP"	"FH73549"	"F"	"J"
"0000001"	"KIP"	"FH73550"	"M"	"J"
"0000001"	"KIP"	"FH73550"	"M"	"J"
"0000001"	"KIP"	"FH73550"	"M"	"J"
"0000001"	"KIP"	"FH73551"	"M"	"J"
"0000001"	"KIP"	"FH73551"	"M"	"J"
"0000001"	"KIP"	"FH73552"	"M"	"J"
"0000001"	"KIP"	"FH73553"	"F"	"J"
"0000001"	"KIP"	"FH73553"	"F"	"J"
"0000001"	"KIP"	"FH73553"	"F"	"J"
"0000001"	"KIP"	"FH73553"	"F"	"J"
"0000001"	"KIP"	"FH73556"	"F"	"J"
"0000001"	"KIP"	"FH73560"	"M"	"J"
"0000001"	"KIP"	"FH73561"	"F"	"A"
"0000001"	"KIP"	"FH73562"	"M"	"J"
"0000001"	"KIP"	"FH73564"	"M"	"J"
"0000001"	"KIP"	"FH73565"	"F"	"A"
"0000001"	"KIP"	"FH73566"	"F"	"A"
"0000001"	"KIP"	"FH73569"	"F"	"A"
"0000001"	"KIP"	"FH73570"	"F"	"A"
"0000001"	"KIP"	"FH73571"	"F"	"J"
"0000001"	"KIP"	"FH73572"	"F"	"J"
"0000001"	"KIP"	"FH73573"	"M"	"A"
"0000001"	"KIP"	"FH73574"	"M"	"J"
"0000001"	"KIP"	"FH73575"	"F"	"A"
"0000001"	"KIP"	"FH73577"	"F"	"A"
"0000001"	"KIP"	"FH73578"	"F"	"J"
"0000001"	"KIP"	"FH73579"	"F"	"J"
"0000001"	"KIP"	"FH73580"	"M"	"J"
"0000001"	"KIP"	"FH73581"	"F"	"J"
"0000001"	"KIP"	"FH73582"	"M"	"J"
"0000001"	"KIP"	"FH73585"	"F"	"A"
"0000001"	"KIP"	"FH73586"	"F"	"A"
"0000001"	"KIP"	"FH73587"	"M"	"A"
"0000001"	"KIP"	"FH73588"	"M"	"A"
"0000001"	"KIP"	"FH73592"	"M"	"A"
"0000001"	"KIP"	"FH73593"	"M"	"A"
"0000001"	"KIP"	"FH73594"	"F"	"A"
"0000001"	"KIP"	"FH73596"	"M"	"J"
"0000001"	"KIP"	"FH73596"	"M"	"J"
"0000001"	"KIP"	"FH73597"	"F"	"J"
"0000001"	"KIP"	"FH73598"	"M"	"J"
"0000001"	"KIP"	"FH73599"	"F"	"J"
"0000001"	"KIP"	"FH73600"	"F"	"J"
